#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	633971	634063	+	HFCAGB_00615	3.2	11.0		
contig_1	644587	645147	+	HFCAGB_00629	21.0	5.1		
contig_1	652107	652436	-	HFCAGB_00637	12.4	7.7		SO:0001217, UniRef:UniRef50_A0A3Y9SJX7
contig_1	659191	659409	-	HFCAGB_00647	8.1	10.1		
contig_1	659581	659739	+	HFCAGB_00648	5.6	6.7		
contig_1	663584	663913	-	HFCAGB_00654	12.2	10.4	PF02518.31|HATPase_c, PF14501.12|HATPase_c_5	PFAM:PF02518.31, PFAM:PF14501.12
contig_1	672195	672629	+	HFCAGB_00662	15.3	7.7		
contig_1	672607	674181	+	HFCAGB_00663	55.9	5.6	PF03797.25|Autotransporter	PFAM:PF03797.25
contig_1	675197	675565	-	HFCAGB_00665	14.1	8.5		
contig_1	701784	702182	-	HFCAGB_00690	14.6	9.0	PF00465.25|Fe-ADH	PFAM:PF00465.25
contig_1	711122	711478	+	HFCAGB_00700	12.9	9.9	PF04879.21|Molybdop_Fe4S4, PF10518.14|TAT_signal	PFAM:PF04879.21, PFAM:PF10518.14
contig_1	717408	717800	-	HFCAGB_00707	14.1	7.7		
contig_1	717826	718212	-	HFCAGB_00708	14.5	9.3		
contig_1	719681	719785	-	HFCAGB_00710	3.7	5.7		
contig_1	751947	752714	+	HFCAGB_00744	28.2	6.6	PF06506.16|PrpR_N	PFAM:PF06506.16
contig_1	752781	753875	+	HFCAGB_00745	41.1	9.3	PF00004.35|AAA, PF00158.32|Sigma54_activat, PF01078.27|Mg_chelatase, PF07728.20|AAA_5, PF14532.12|Sigma54_activ_2	PFAM:PF00004.35, PFAM:PF00158.32, PFAM:PF01078.27, PFAM:PF07728.20, PFAM:PF14532.12
contig_1	754480	755475	-	HFCAGB_00747	38.0	5.9	PF08238.18|Sel1	PFAM:PF08238.18
contig_1	787152	787535	+	HFCAGB_00781	14.3	9.6		
contig_1	787483	788559	+	HFCAGB_00782	40.7	5.2		
contig_1	796810	797352	+	HFCAGB_00792	20.1	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_1	832908	833033	+	HFCAGB_00820	4.6	9.0		
contig_1	837200	837313	+	HFCAGB_00823	4.0	4.5		
contig_1	847250	847636	-	HFCAGB_00839	13.4	5.2		
contig_1	866001	866909	-	HFCAGB_00857	33.4	5.7		
contig_1	899903	900295	+	HFCAGB_00890	15.0	9.2		
contig_1	931617	932096	+	HFCAGB_00919	17.4	4.8		
contig_1	932086	932256	+	HFCAGB_00920	6.4	9.7		
contig_1	932218	932658	-	HFCAGB_00921	16.4	6.1	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_1	954034	954237	+	HFCAGB_00940	7.7	4.7		
contig_1	958593	958766	+	HFCAGB_00945	6.4	4.6	PF07995.17|GSDH	PFAM:PF07995.17
contig_1	986134	986649	-	HFCAGB_00976	18.9	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_1	1033577	1033744	-	HFCAGB_01015	6.8	10.0		
contig_1	1079813	1080052	-	HFCAGB_01051	8.7	10.4		
contig_1	1080580	1081206	-	HFCAGB_01053	22.2	9.8		
contig_1	1084546	1084716	-	HFCAGB_01055	6.5	6.8		
contig_1	1107998	1108585	+	HFCAGB_01088	21.5	4.8		SO:0001217, UniRef:UniRef50_A0A2Z3XC21
contig_1	1110763	1111260	+	HFCAGB_01090	17.4	6.0		SO:0001217, UniRef:UniRef50_A0A6L5EH95
contig_1	1113513	1113845	+	HFCAGB_01094	12.3	6.5		SO:0001217, UniRef:UniRef50_A0A5C7CRL1
contig_1	1151216	1152004	+	HFCAGB_01129	29.6	9.5	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_1	1184704	1184871	+	HFCAGB_01166	5.7	10.5		
contig_1	1185008	1185646	+	HFCAGB_01167	23.7	8.8	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_1	1200135	1200926	+	HFCAGB_01180	29.1	9.4		
contig_1	1200949	1201416	+	HFCAGB_01181	16.8	9.3		
contig_1	1203024	1203242	+	HFCAGB_01184	8.1	6.6		SO:0001217, UniRef:UniRef50_A0A6C8G5K2
contig_1	1204294	1204383	-	HFCAGB_01186	3.5	5.0		
contig_1	1204425	1204796	-	HFCAGB_01187	14.9	5.3		
contig_1	1226284	1226394	-	HFCAGB_01206	4.4	9.9		
contig_1	1233806	1234138	+	HFCAGB_01210	12.9	9.4		SO:0001217, UniRef:UniRef50_A0A745MVB9
contig_1	1238456	1238734	+	HFCAGB_01215	10.7	9.7		
contig_1	1238731	1239108	+	HFCAGB_01216	14.5	5.4		SO:0001217, UniRef:UniRef50_A0A5Y7AG89
contig_1	1247293	1247478	+	HFCAGB_01228	7.0	5.8		
contig_1	1256161	1257378	-	HFCAGB_01242	41.8	4.9	PF02120.21|Flg_hook	PFAM:PF02120.21
contig_1	1259210	1259917	-	HFCAGB_01245	25.8	4.6		
contig_1	1267503	1267871	-	HFCAGB_01254	13.7	5.1		
contig_1	1269955	1271472	+	HFCAGB_01257	53.0	4.9	PF00700.27|Flagellin_C, PF22370.1|FliC-like_3rd	PFAM:PF00700.27, PFAM:PF22370.1
contig_1	1286810	1288078	-	HFCAGB_01277	44.8	9.6	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_1	1325230	1326726	+	HFCAGB_01316	56.0	6.5		
contig_1	1332968	1334287	+	HFCAGB_01324	49.0	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_1	1343834	1344124	+	HFCAGB_01332	10.7	5.0		
contig_1	1353376	1353561	-	HFCAGB_01346	7.1	9.6		
contig_1	1354431	1357121	-	HFCAGB_01348	100.7	5.0	PF12684.13|DUF3799	PFAM:PF12684.13
contig_1	1357262	1357597	-	HFCAGB_01349	12.2	5.8		
contig_1	1358507	1358773	-	HFCAGB_01352	9.6	4.6		SO:0001217, UniRef:UniRef50_A0A927DL32
contig_1	1358770	1358877	-	HFCAGB_01353	4.0	4.1		
contig_1	1359176	1359508	-	HFCAGB_01354	12.4	5.4	PF01381.28|HTH_3	PFAM:PF01381.28
contig_1	1359673	1359927	+	HFCAGB_01355	9.6	9.5	PF01381.28|HTH_3	PFAM:PF01381.28
contig_1	1381784	1382182	+	HFCAGB_01383	14.7	4.4	PF06894.17|Phage_TAC_2	PFAM:PF06894.17
contig_1	1382257	1382508	+	HFCAGB_01384	9.1	4.1		
contig_1	1386003	1386500	+	HFCAGB_01387	17.5	4.7	PF13505.12|OMP_b-brl	PFAM:PF13505.12
contig_1	1392747	1392989	+	HFCAGB_01395	8.6	9.8		
contig_1	1397433	1397714	-	HFCAGB_01400	11.1	4.6		
contig_1	1400263	1401210	-	HFCAGB_01402	34.7	4.4		
contig_1	1401400	1401687	+	HFCAGB_01403	10.5	10.3		
contig_1	1402706	1402831	-	HFCAGB_01406	4.8	10.3		
contig_1	1403370	1403795	+	HFCAGB_01408	15.0	5.9	PF01661.27|Macro	PFAM:PF01661.27
contig_1	1405821	1405943	+	HFCAGB_01409	4.6	6.7		
contig_1	1407959	1408222	-	HFCAGB_01413	10.0	10.9	PF00892.27|EamA	PFAM:PF00892.27
contig_1	1410867	1411013	+	HFCAGB_01415	5.6	9.2		
contig_1	1413087	1413563	-	HFCAGB_01417	17.5	9.6		
contig_1	1413945	1414286	-	HFCAGB_01418	13.2	9.2		
contig_1	1429130	1429237	+	HFCAGB_01433	4.2	9.6		SO:0001217, UniRef:UniRef50_A0A455RYX3
contig_1	1430244	1430483	-	HFCAGB_01435	8.4	9.6		
contig_1	1542867	1543049	-	HFCAGB_01547	6.2	10.0		
contig_1	1558771	1558923	-	HFCAGB_01562	5.7	9.4		
contig_1	1604593	1605351	+	HFCAGB_01608	26.5	5.3		
contig_1	1609022	1609360	-	HFCAGB_01612	13.2	5.0		
contig_1	1626758	1627024	+	HFCAGB_01630	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_1	1640085	1640180	+	HFCAGB_01643	3.4	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_1	1643955	1644479	-	HFCAGB_01648	19.9	9.0	PF00497.25|SBP_bac_3	PFAM:PF00497.25
contig_1	1644486	1644716	-	HFCAGB_01649	8.2	7.8		
contig_1	1647740	1648156	+	HFCAGB_01652	16.0	6.7		
contig_1	1648156	1648455	+	HFCAGB_01653	12.1	9.4		
contig_1	1675410	1676030	-	HFCAGB_01681	23.1	5.2		
contig_1	1676027	1676200	-	HFCAGB_01682	6.9	10.0		
contig_1	1687443	1688771	-	HFCAGB_01690	47.7	6.2		
contig_1	1736626	1736907	+	HFCAGB_01729	10.3	7.7		
contig_1	1748864	1749274	+	HFCAGB_01741	15.3	5.8		
contig_1	1753573	1754100	+	HFCAGB_01746	19.2	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_1	1764350	1764838	+	HFCAGB_01759	17.3	7.9		
contig_1	1765086	1765181	+	HFCAGB_01760	3.5	5.4		
contig_1	1766996	1767178	-	HFCAGB_01764	6.1	9.9		
contig_1	1774162	1774626	-	HFCAGB_01772	16.6	7.7	PF08240.17|ADH_N	PFAM:PF08240.17
contig_1	1804174	1804377	+	HFCAGB_01801	7.1	10.4		
contig_1	1824357	1826471	+	HFCAGB_01820	75.5	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13375.12|RnfC_N, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_1	1832359	1832880	-	HFCAGB_01827	18.9	5.4	PF00294.29|PfkB	PFAM:PF00294.29
contig_1	1832926	1833219	-	HFCAGB_01828	10.5	6.6		
contig_1	1881999	1882241	+	HFCAGB_01890	9.0	10.6		
contig_1	1882256	1882726	+	HFCAGB_01891	17.6	8.9	PF22267.1|MlrA_C, PF22270.1|MlrA_helical	PFAM:PF22267.1, PFAM:PF22270.1
contig_1	1898781	1898996	-	HFCAGB_01905	8.0	7.8		
contig_1	1932397	1932588	+	HFCAGB_01936	7.1	6.7		
contig_1	1949549	1950508	+	HFCAGB_01954	34.8	5.9		
contig_1	1969154	1969369	-	HFCAGB_01975	8.5	8.5		SO:0001217, UniRef:UniRef50_A0A4Z0P2U0
contig_1	2021348	2021674	-	HFCAGB_02031	12.1	5.1	PF03860.21|DUF326	PFAM:PF03860.21
contig_1	2028550	2028864	+	HFCAGB_02038	10.6	8.8	PF13146.11|TRL	PFAM:PF13146.11
contig_1	2029626	2030408	-	HFCAGB_02040	29.2	5.7	PF13088.12|BNR_2	PFAM:PF13088.12
contig_1	2030410	2030670	-	HFCAGB_02041	9.7	5.9	PF13088.12|BNR_2	PFAM:PF13088.12
contig_1	2031796	2031969	+	HFCAGB_02043	6.5	11.0		
contig_1	2039112	2039318	+	HFCAGB_02054	8.1	9.5		SO:0001217, UniRef:UniRef50_A0A659M0N4
contig_1	2092580	2092804	-	HFCAGB_02108	8.4	4.5		SO:0001217, UniRef:UniRef50_G5NAS5
contig_1	2093007	2093267	-	HFCAGB_02109	10.0	5.5		
contig_1	2093486	2093767	-	HFCAGB_02110	10.3	5.6		
contig_1	2134912	2135367	-	HFCAGB_02153	15.3	5.0	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_1	2143127	2143276	+	HFCAGB_02165	5.7	9.1		
contig_1	2144933	2145751	-	HFCAGB_02167	31.1	4.9		SO:0001217, UniRef:UniRef50_A0A657FSQ1
contig_1	2148536	2148685	-	HFCAGB_02170	5.5	6.0		
contig_1	2160157	2160321	-	HFCAGB_02183	6.1	10.0		
contig_1	2162093	2162293	-	HFCAGB_02188	7.3	6.6		
contig_1	2163564	2163788	-	HFCAGB_02190	8.1	8.1		
contig_1	2163852	2164214	-	HFCAGB_02191	13.3	5.5		
contig_1	2165433	2165615	-	HFCAGB_02193	6.4	9.1		
contig_1	2170751	2170993	-	HFCAGB_02201	9.0	6.3		
contig_1	2179938	2180222	-	HFCAGB_02217	10.7	8.8		
contig_1	2180363	2180608	-	HFCAGB_02218	9.4	4.6		SO:0001217, UniRef:UniRef50_A0A637XP56
contig_1	2184362	2185111	+	HFCAGB_02224	27.5	4.7		
contig_1	2186081	2186935	+	HFCAGB_02227	33.0	9.6	PF22022.2|Phage_int_M	PFAM:PF22022.2
contig_1	2190456	2190953	-	HFCAGB_02232	19.7	5.1		SO:0001217, UniRef:UniRef50_A0A3V4PLU5
contig_1	2190964	2191293	-	HFCAGB_02233	12.9	7.8		SO:0001217, UniRef:UniRef50_A0A6X7FPC4
contig_1	2191315	2191923	-	HFCAGB_02234	24.0	5.9		SO:0001217, UniRef:UniRef50_A0A6D0KBU5
contig_1	2192289	2193170	+	HFCAGB_02235	33.6	9.4	PF13676.11|TIR_2	PFAM:PF13676.11
contig_1	2201364	2201837	+	HFCAGB_02243	18.1	8.5		
contig_1	2202325	2203935	-	HFCAGB_02245	62.4	5.5		
contig_1	2205476	2205745	-	HFCAGB_02248	10.3	6.4		SO:0001217, UniRef:UniRef50_A0A5U4Q9T5
contig_1	2210204	2210356	-	HFCAGB_02253	5.8	4.9	PF18186.6|SLATT_4	PFAM:PF18186.6
contig_1	2214834	2215358	+	HFCAGB_02259	18.3	4.5		
contig_1	2215833	2216051	+	HFCAGB_02261	8.1	10.2	PF12834.13|Phage_int_SAM_2	PFAM:PF12834.13
contig_1	2215993	2216529	+	HFCAGB_02262	19.7	10.0	PF12834.13|Phage_int_SAM_2, PF12835.12|Integrase_1	PFAM:PF12834.13, PFAM:PF12835.12
contig_1	2221037	2221210	+	HFCAGB_02265	6.6	4.9		
contig_1	2296682	2297743	-	HFCAGB_02346	40.7	9.2	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_1	2329103	2329591	-	HFCAGB_02375	17.6	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_1	2344127	2345041	+	HFCAGB_02387	33.7	8.1		
contig_1	2345605	2345802	+	HFCAGB_02390	7.3	9.4		
contig_1	2383774	2384241	-	HFCAGB_02422	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_1	2417163	2417360	-	HFCAGB_02456	6.9	8.0		
contig_1	2453057	2454247	-	HFCAGB_02487	43.3	9.8		
contig_1	2457007	2457291	+	HFCAGB_02490	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_1	2461715	2461864	-	HFCAGB_02496	5.8	9.5	PF13438.11|DUF4113	PFAM:PF13438.11
contig_1	2465388	2465852	-	HFCAGB_02499	15.9	4.7	PF03406.18|Phage_fiber_2	PFAM:PF03406.18
contig_1	2472553	2472726	-	HFCAGB_02508	6.3	11.9		
contig_1	2475457	2475906	-	HFCAGB_02513	16.4	6.9		
contig_1	2491899	2494745	-	HFCAGB_02529	106.2	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_1	2517010	2517186	-	HFCAGB_02547	6.7	5.6		
contig_1	2539930	2540235	-	HFCAGB_02570	11.3	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_1	2564157	2564372	+	HFCAGB_02591	8.6	6.2		
contig_1	2605756	2606625	-	HFCAGB_02632	29.8	10.1		
contig_1	2606641	2606934	-	HFCAGB_02633	10.3	9.7		
contig_1	2607661	2607798	+	HFCAGB_02635	5.2	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_1	2622904	2623188	-	HFCAGB_02651	10.3	4.1		
contig_1	2633174	2633269	+	HFCAGB_02661	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_1	2636642	2637403	-	HFCAGB_02664	28.4	9.6		
contig_1	2649474	2649800	+	HFCAGB_02676	13.3	10.0		
contig_1	2688370	2688699	+	HFCAGB_02722	12.0	8.7		
contig_1	2688828	2689550	+	HFCAGB_02723	27.5	5.5		
contig_1	2724381	2724581	+	HFCAGB_02755	8.1	8.0		
contig_1	2750147	2750338	+	HFCAGB_02777	7.4	11.9		
contig_1	2750491	2750724	-	HFCAGB_02778	8.6	5.5		
contig_1	2750795	2751061	+	HFCAGB_02779	10.2	10.9		
contig_1	2769554	2771245	-	HFCAGB_02788	60.7	4.8	PF05688.17|BIg21, PF05689.17|InvE_AD	PFAM:PF05688.17, PFAM:PF05689.17
contig_1	2800209	2800373	-	HFCAGB_02808	5.7	7.8		
contig_1	2801404	2801628	-	HFCAGB_02810	8.6	10.7		
contig_1	2803698	2803877	+	HFCAGB_02814	6.5	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_1	2900475	2901257	-	HFCAGB_02909	29.0	4.7		
contig_1	2919160	2919690	+	HFCAGB_02919	20.0	6.3		
contig_1	2937062	2937439	-	HFCAGB_02939	14.0	10.5		
contig_1	2947869	2948156	+	HFCAGB_02952	11.1	10.8		
contig_1	2948137	2948325	-	HFCAGB_02953	7.3	4.8		
contig_1	2953528	2953974	-	HFCAGB_02960	16.4	8.3		
contig_1	2954366	2954998	+	HFCAGB_02962	23.2	5.3	PF07022.19|Phage_CI_repr, PF16452.10|Phage_CI_C	PFAM:PF07022.19, PFAM:PF16452.10
contig_1	2982182	2982316	-	HFCAGB_02986	4.8	10.0		SO:0001217, UniRef:UniRef50_A0A379WNS4
contig_1	2982536	2982925	+	HFCAGB_02987	14.1	8.9	PF08943.16|CsiD	PFAM:PF08943.16
contig_1	2987264	2987542	+	HFCAGB_02992	10.0	5.0	PF00202.27|Aminotran_3	PFAM:PF00202.27
contig_1	2990362	2990520	-	HFCAGB_02996	6.0	11.0		
contig_1	3010436	3010585	-	HFCAGB_03018	5.5	6.5	PF11471.13|Sugarporin_N	PFAM:PF11471.13
contig_1	3035259	3036068	-	HFCAGB_03048	30.2	9.4		
contig_1	3068505	3068765	-	HFCAGB_03085	10.1	9.3		
contig_1	3090967	3091107	-	HFCAGB_03109	5.1	11.6		
contig_1	3097770	3098978	-	HFCAGB_03115	43.4	9.9		
contig_1	3102606	3103298	-	HFCAGB_03119	25.4	6.1	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
contig_1	3127144	3127500	-	HFCAGB_03148	13.3	4.9		
contig_1	3160739	3160990	-	HFCAGB_03173	8.7	5.3		
contig_1	3182893	3183015	-	HFCAGB_03195	4.7	10.6		
contig_1	3254903	3255094	-	HFCAGB_03269	6.6	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_1	3274676	3274969	-	HFCAGB_03289	10.8	10.9		
contig_1	3301912	3302367	+	HFCAGB_03313	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_1	3340204	3341082	-	HFCAGB_03355	33.1	5.9		
contig_1	3353125	3353265	-	HFCAGB_03364	5.6	5.6		
contig_1	3353410	3354177	-	HFCAGB_03365	28.2	8.9	PF01497.23|Peripla_BP_2	PFAM:PF01497.23
contig_1	3361375	3363018	-	HFCAGB_03375	59.0	5.7	PF00672.30|HAMP, PF02203.21|TarH	PFAM:PF00672.30, PFAM:PF02203.21
contig_1	3427208	3427852	+	HFCAGB_03439	24.0	6.8	PF03551.20|PadR	PFAM:PF03551.20
contig_1	3509303	3509404	-	HFCAGB_03523	3.7	6.5		
contig_1	3515383	3515670	+	HFCAGB_03530	10.9	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_1	3528821	3528925	-	HFCAGB_03549	3.9	9.5		
contig_1	3552288	3553082	-	HFCAGB_03569	30.5	4.8	PF06877.16|RraB	PFAM:PF06877.16
contig_1	3595519	3595662	-	HFCAGB_03610	5.3	9.2		SO:0001217, UniRef:UniRef50_A0A8D5DXP7
contig_1	3601927	3602472	+	HFCAGB_03617	19.1	5.9	PF13533.12|Biotin_lipoyl_2	PFAM:PF13533.12
contig_1	3602484	3603080	+	HFCAGB_03618	21.2	5.7		
contig_1	3625805	3626185	+	HFCAGB_03646	14.0	7.6		
contig_1	3663949	3664218	-	HFCAGB_03702	10.3	9.1		
contig_1	3720299	3720733	-	HFCAGB_03747	15.2	5.2	PF01137.26|RTC, PF05189.18|RTC_insert	PFAM:PF01137.26, PFAM:PF05189.18
contig_1	3754962	3755087	+	HFCAGB_03778	4.6	11.0		SO:0001217, UniRef:UniRef50_A0A379T4N8
contig_1	3758168	3759139	+	HFCAGB_03783	34.4	9.3		
contig_1	3767714	3768082	-	HFCAGB_03792	13.7	5.6		
contig_1	3781002	3781373	-	HFCAGB_03807	13.9	10.4		
contig_1	3786287	3786622	-	HFCAGB_03811	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_1	3792735	3793292	-	HFCAGB_03819	20.0	8.8	PF01061.29|ABC2_membrane, PF12679.13|ABC2_membrane_2	PFAM:PF01061.29, PFAM:PF12679.13
contig_1	3843991	3844194	-	HFCAGB_03857	7.6	4.7		
contig_1	3846007	3846198	+	HFCAGB_03859	7.3	11.0		
contig_1	3950506	3950634	-	HFCAGB_03957	5.0	4.1		
contig_1	3950631	3951314	-	HFCAGB_03958	26.0	9.4		
contig_1	3986760	3987167	-	HFCAGB_03993	15.0	7.7		
contig_1	3988888	3989064	+	HFCAGB_03996	6.5	9.3	PF13175.12|AAA_15, PF13476.12|AAA_23, PF13514.12|AAA_27, PF13555.12|AAA_29	PFAM:PF13175.12, PFAM:PF13476.12, PFAM:PF13514.12, PFAM:PF13555.12
contig_1	3989573	3990073	+	HFCAGB_03998	18.5	7.0	PF13175.12|AAA_15, PF13304.12|AAA_21	PFAM:PF13175.12, PFAM:PF13304.12
contig_1	3990073	3990420	+	HFCAGB_03999	13.9	6.1	PF13708.11|DUF4942	PFAM:PF13708.11
contig_1	3991756	3991929	-	HFCAGB_04001	6.5	10.0		
contig_1	3997072	3997407	-	HFCAGB_04005	12.5	8.4		
contig_1	3997404	3997928	-	HFCAGB_04006	20.0	8.7	PF00486.34|Trans_reg_C	PFAM:PF00486.34
contig_1	4011361	4012362	-	HFCAGB_04020	37.6	5.0	PF00874.25|PRD	PFAM:PF00874.25
contig_1	4012334	4013788	-	HFCAGB_04021	54.1	6.5	PF00004.35|AAA, PF00158.32|Sigma54_activat, PF01078.27|Mg_chelatase, PF07728.20|AAA_5, PF14532.12|Sigma54_activ_2	PFAM:PF00004.35, PFAM:PF00158.32, PFAM:PF01078.27, PFAM:PF07728.20, PFAM:PF14532.12
contig_1	4013858	4014016	-	HFCAGB_04022	5.7	5.1		
contig_1	4031680	4032513	+	HFCAGB_04042	29.1	9.7	PF00892.27|EamA	PFAM:PF00892.27
contig_1	4049365	4049538	-	HFCAGB_04060	6.3	11.9		
contig_1	4093351	4094007	-	HFCAGB_04099	22.4	6.5		
contig_1	4093959	4094723	-	HFCAGB_04100	26.9	9.4	PF02302.22|PTS_IIB	PFAM:PF02302.22
contig_1	4178638	4178889	-	HFCAGB_04184	9.6	8.8		
