#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_33	3485	3691	+	PKJKAM_00229	7.7	5.0		
contig_33	4686	4967	+	PKJKAM_00230	11.1	4.6		
contig_33	9432	9674	-	PKJKAM_00235	8.6	9.6		
contig_33	39346	39606	-	PKJKAM_00274	10.0	5.2		
contig_33	40251	40484	-	PKJKAM_00276	8.7	5.0		
contig_34	61	387	+	PKJKAM_00277	12.0	9.3		
contig_34	17020	17475	-	PKJKAM_00298	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_35	87	440	+	PKJKAM_00333	12.4	5.4		
contig_35	37171	38166	+	PKJKAM_00370	38.0	6.0	PF08238.18|Sel1	PFAM:PF08238.18
contig_35	52826	53218	+	PKJKAM_00385	14.0	6.6	PF00905.27|Transpeptidase	PFAM:PF00905.27
contig_36	3266	3808	+	PKJKAM_00396	20.1	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_36	10032	10136	-	PKJKAM_00401	4.3	11.8		
contig_36	39362	39487	+	PKJKAM_00426	4.6	9.0		
contig_36	43654	43767	+	PKJKAM_00429	4.0	4.5		
contig_36	63444	64082	-	PKJKAM_00455	22.3	10.8		
contig_37	23932	24258	-	PKJKAM_00486	12.1	5.0	PF03860.21|DUF326	PFAM:PF03860.21
contig_37	31134	31448	+	PKJKAM_00493	10.6	8.8	PF13146.11|TRL	PFAM:PF13146.11
contig_37	32209	33252	-	PKJKAM_00495	39.0	5.9	PF13088.12|BNR_2	PFAM:PF13088.12
contig_37	34377	34550	+	PKJKAM_00497	6.5	11.0		
contig_37	41694	41900	+	PKJKAM_00508	8.1	9.5		SO:0001217, UniRef:UniRef50_A0A659M0N4
contig_38	41653	42108	-	PKJKAM_00599	15.3	5.0	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_38	47735	47860	-	PKJKAM_00609	4.5	6.5		
contig_38	55104	55292	+	PKJKAM_00617	7.1	5.8		
contig_38	66211	66849	-	PKJKAM_00627	23.7	8.8	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_38	66986	67153	-	PKJKAM_00628	5.7	10.5		
contig_38	71445	72791	-	PKJKAM_00635	49.8	9.7	PF02683.22|DsbD_TM, PF11412.14|DsbD_N	PFAM:PF02683.22, PFAM:PF11412.14
contig_38	99833	100621	-	PKJKAM_00666	29.6	9.5	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_38	110314	110472	+	PKJKAM_00677	5.8	6.1		SO:0001217, UniRef:UniRef50_A0A379XT47
contig_38	111575	111934	-	PKJKAM_00679	12.8	6.0		
contig_39	60907	61968	+	PKJKAM_00735	37.8	4.8	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_39	84323	84424	+	PKJKAM_00757	3.8	4.7		
contig_39	114547	114675	-	PKJKAM_00784	4.9	10.9		
contig_39	116531	117394	-	PKJKAM_00787	30.4	4.7	PF00091.31|Tubulin, PF12327.13|FtsZ_C	PFAM:PF00091.31, PFAM:PF12327.13
contig_40	74	1018	+	PKJKAM_00788	33.8	9.4		
contig_40	47331	47636	+	PKJKAM_00840	11.2	9.6	PF04728.18|LPP	PFAM:PF04728.18
contig_40	47717	47956	+	PKJKAM_00841	8.5	9.2	PF04728.18|LPP	PFAM:PF04728.18
contig_40	81772	81963	+	PKJKAM_00872	7.1	6.7		
contig_40	96379	97338	+	PKJKAM_00889	34.8	5.9		
contig_40	115984	116199	-	PKJKAM_00910	8.6	8.5		SO:0001217, UniRef:UniRef50_A0A4Z0P2U0
contig_41	26726	26893	+	PKJKAM_00959	6.8	10.0		
contig_41	74414	74929	+	PKJKAM_00998	18.8	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_41	102308	102481	-	PKJKAM_01029	6.3	4.6	PF07995.17|GSDH	PFAM:PF07995.17
contig_41	106850	107041	-	PKJKAM_01034	7.4	5.1		
contig_41	128415	128852	+	PKJKAM_01053	16.2	6.9	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_41	128724	128984	-	PKJKAM_01054	10.0	10.3		
contig_41	194193	195101	+	PKJKAM_01116	33.3	5.7		
contig_42	13741	14904	-	PKJKAM_01143	45.3	4.8	PF03738.19|GSP_synth	PFAM:PF03738.19
contig_42	28399	28707	-	PKJKAM_01158	11.1	7.0	PF17209.9|Hfq	PFAM:PF17209.9
contig_42	68996	69286	+	PKJKAM_01199	11.3	9.3		
contig_42	71255	71461	-	PKJKAM_01201	8.2	10.2		
contig_42	172208	172336	-	PKJKAM_01278	5.0	8.7		
contig_42	191182	191427	-	PKJKAM_01295	7.5	5.8		
contig_42	198286	199713	+	PKJKAM_01305	51.6	5.5	PF04984.19|Phage_sheath_1, PF17482.7|Phage_sheath_1C	PFAM:PF04984.19, PFAM:PF17482.7, SO:0001217, UniRef:UniRef50_U3U6A9
contig_42	207686	209233	+	PKJKAM_01314	58.2	9.3		SO:0001217, UniRef:UniRef50_A0A7H0MG07
contig_42	209747	210862	+	PKJKAM_01316	40.0	4.8		
contig_43	79634	79984	+	PKJKAM_01411	13.0	5.7	PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF16867.11|DMSP_lyase	PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF16867.11
contig_43	106423	106737	+	PKJKAM_01438	12.4	5.6	PF05336.19|rhaM	PFAM:PF05336.19
contig_43	144982	145497	-	PKJKAM_01478	19.2	5.8		
contig_43	174503	175051	-	PKJKAM_01508	19.6	4.9		
contig_43	178618	180048	-	PKJKAM_01514	54.6	5.5		
contig_43	203972	204223	+	PKJKAM_01538	9.6	8.8		
contig_43	213445	213960	-	PKJKAM_01553	18.9	9.9	PF00324.27|AA_permease	PFAM:PF00324.27
contig_44	59743	60537	+	PKJKAM_01681	30.5	4.8	PF06877.16|RraB	PFAM:PF06877.16
contig_44	97154	97441	-	PKJKAM_01719	10.9	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_44	102869	103339	-	PKJKAM_01726	16.9	11.0		
contig_44	103432	103533	+	PKJKAM_01727	3.7	6.5		
contig_44	189488	190132	-	PKJKAM_01814	24.0	7.0	PF03551.20|PadR	PFAM:PF03551.20
contig_44	194456	194638	+	PKJKAM_01822	7.1	11.0		
contig_44	194643	195068	+	PKJKAM_01823	16.4	10.5		
contig_44	199482	199688	+	PKJKAM_01830	7.6	8.1		SO:0001217, UniRef:UniRef50_A0A4Q2R3F8
contig_44	284348	285991	+	PKJKAM_01918	58.9	5.5	PF00672.30|HAMP, PF02203.21|TarH	PFAM:PF00672.30, PFAM:PF02203.21
contig_44	306292	307170	+	PKJKAM_01937	33.1	5.9		
contig_44	325208	325906	+	PKJKAM_01957	26.9	9.1		SO:0001217, UniRef:UniRef50_A0AAN1A6P9
contig_44	329685	329840	+	PKJKAM_01960	5.9	7.9		
contig_44	330964	331629	-	PKJKAM_01964	24.6	6.3	PF13614.12|AAA_31	PFAM:PF13614.12
contig_45	49913	50323	+	PKJKAM_02007	15.1	6.6	PF09312.16|SurA_N, PF13623.11|SurA_N_2, PF13624.11|SurA_N_3	PFAM:PF09312.16, PFAM:PF13623.11, PFAM:PF13624.11
contig_45	50406	51203	+	PKJKAM_02008	29.0	6.4	PF00639.27|Rotamase, PF13145.12|Rotamase_2, PF13616.12|Rotamase_3	PFAM:PF00639.27, PFAM:PF13145.12, PFAM:PF13616.12
contig_45	61273	61695	-	PKJKAM_02018	15.7	9.0		
contig_45	74885	75280	-	PKJKAM_02032	15.4	9.4		
contig_45	80565	80852	+	PKJKAM_02035	10.6	5.2		
contig_45	125300	125818	-	PKJKAM_02075	17.7	4.3	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_45	138786	139319	+	PKJKAM_02085	19.9	5.5	PF05838.17|Glyco_hydro_108, PF09374.15|PG_binding_3	PFAM:PF05838.17, PFAM:PF09374.15
contig_45	140991	141131	+	PKJKAM_02088	5.3	10.7		
contig_45	144568	144972	+	PKJKAM_02092	14.5	9.1		
contig_45	169503	169610	-	PKJKAM_02116	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3
contig_45	193872	194459	+	PKJKAM_02138	21.4	7.8	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_45	202648	202884	-	PKJKAM_02151	8.4	9.8		
contig_45	210511	210972	+	PKJKAM_02161	15.9	8.7		
contig_45	237453	237617	-	PKJKAM_02182	6.8	10.5	PF06568.16|DUF1127	PFAM:PF06568.16
contig_45	250001	250447	-	PKJKAM_02193	16.7	9.4	PF05638.18|T6SS_HCP	PFAM:PF05638.18
contig_45	253532	254059	+	PKJKAM_02197	19.7	5.7	PF01738.24|DLH	PFAM:PF01738.24
contig_45	261363	261470	+	PKJKAM_02206	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6
contig_45	264683	264874	+	PKJKAM_02210	6.8	4.5		
contig_45	265331	266218	-	PKJKAM_02211	34.6	5.7		
contig_45	338168	338362	+	PKJKAM_02279	7.2	8.1		SO:0001217, UniRef:UniRef50_A0A5V6ND51
contig_45	341087	341401	+	PKJKAM_02282	12.1	8.7		SO:0001217, UniRef:UniRef50_A0A3U8EHJ2
contig_46	10783	10974	+	PKJKAM_02312	6.6	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_46	22469	22675	-	PKJKAM_02327	7.4	4.7		
contig_46	81841	81963	+	PKJKAM_02383	4.7	10.6		
contig_46	177404	177544	+	PKJKAM_02467	5.1	10.9		
contig_46	201397	201657	+	PKJKAM_02494	10.1	9.3		
contig_46	234090	234899	+	PKJKAM_02531	30.1	9.5		
contig_46	279770	279928	+	PKJKAM_02583	6.0	11.0		
contig_47	93	917	+	PKJKAM_02656	29.9	5.7	PF08032.17|SpoU_sub_bind	PFAM:PF08032.17
contig_47	64959	65135	-	PKJKAM_02720	6.4	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_47	67205	67429	+	PKJKAM_02724	8.7	11.3		
contig_47	112172	112438	-	PKJKAM_02752	10.2	10.6		
contig_47	112885	113076	-	PKJKAM_02753	7.4	11.9		
contig_47	138636	138836	-	PKJKAM_02775	8.1	8.0		
contig_47	173094	173792	+	PKJKAM_02807	26.0	4.8		SO:0001217, UniRef:UniRef50_A0A5X0DKG2
contig_47	206544	207569	+	PKJKAM_02849	39.0	9.8	PF05231.19|MASE1	PFAM:PF05231.19
contig_47	207612	208733	+	PKJKAM_02850	42.4	7.7	PF00563.25|EAL	PFAM:PF00563.25
contig_47	211633	211959	-	PKJKAM_02853	13.3	10.0		
contig_47	228164	228259	-	PKJKAM_02866	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_47	233269	233553	+	PKJKAM_02872	10.3	4.1		
contig_47	313407	313712	+	PKJKAM_02949	11.3	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_47	336456	336632	+	PKJKAM_02972	6.7	5.6		
contig_47	358897	361743	+	PKJKAM_02990	106.3	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_47	377737	378186	+	PKJKAM_03006	16.4	6.9		
contig_47	387770	388234	+	PKJKAM_03020	16.0	4.7	PF03406.18|Phage_fiber_2	PFAM:PF03406.18
contig_47	396271	396555	-	PKJKAM_03028	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_47	399315	400505	+	PKJKAM_03031	43.3	9.8		
contig_48	13	276	+	PKJKAM_03041	9.8	6.2		
contig_48	56994	57362	+	PKJKAM_03097	14.2	8.6		
contig_48	76221	76550	+	PKJKAM_03114	12.2	10.9	PF02518.31|HATPase_c, PF14501.12|HATPase_c_5	PFAM:PF02518.31, PFAM:PF14501.12
contig_48	81846	83699	-	PKJKAM_03120	65.4	5.5	PF09008.15|Head_binding	PFAM:PF09008.15
contig_48	97031	97453	-	PKJKAM_03133	15.5	6.6		
contig_48	99189	99374	-	PKJKAM_03137	6.7	6.1		
contig_48	101522	101701	-	PKJKAM_03141	6.9	6.1		
contig_48	101682	101885	-	PKJKAM_03142	7.9	9.7		
contig_48	102707	102883	-	PKJKAM_03145	6.5	4.2		
contig_48	109878	110072	+	PKJKAM_03158	7.3	8.4		
contig_48	111479	111643	+	PKJKAM_03160	6.2	10.4		
contig_48	111777	111884	+	PKJKAM_03162	4.1	4.1		
contig_48	113056	113538	+	PKJKAM_03165	17.8	5.4		
contig_48	113881	114051	+	PKJKAM_03166	6.5	10.1		
contig_48	114048	114986	+	PKJKAM_03167	35.2	6.1	PF13392.12|HNH_3	PFAM:PF13392.12
contig_48	115224	115955	+	PKJKAM_03169	26.8	4.4		
contig_48	116568	117128	+	PKJKAM_03171	21.0	4.3		
contig_48	120353	120661	+	PKJKAM_03177	11.5	4.7		
contig_48	163229	163333	-	PKJKAM_03220	3.8	6.7		SO:0001217, UniRef:UniRef50_V1H4Y4
contig_48	178491	179228	-	PKJKAM_03237	27.5	5.6	PF00149.33|Metallophos	PFAM:PF00149.33
contig_48	208584	208895	+	PKJKAM_03265	11.4	10.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_48	294809	295129	-	PKJKAM_03349	11.6	9.5	PF07769.19|PsiF_repeat	PFAM:PF07769.19
contig_48	327557	329515	-	PKJKAM_03376	73.3	5.4	PF01555.25|N6_N4_Mtase, PF18273.6|T3RM_EcoP15I_C	PFAM:PF01555.25, PFAM:PF18273.6
contig_48	360205	360819	-	PKJKAM_03404	22.7	9.4		
contig_48	360816	361445	-	PKJKAM_03405	22.5	6.4		
contig_48	362226	362354	-	PKJKAM_03407	4.2	9.7		
contig_48	362958	363359	-	PKJKAM_03410	15.0	6.9		
contig_48	363372	363641	-	PKJKAM_03411	9.9	10.5	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
contig_48	391234	391512	-	PKJKAM_03436	11.0	9.5	PF13683.12|rve_3	PFAM:PF13683.12
contig_48	392964	393395	-	PKJKAM_03440	16.7	5.7		
contig_48	393550	393849	-	PKJKAM_03441	11.6	7.7		SO:0001217, UniRef:UniRef50_A0A3R0S9T3
contig_48	396664	396966	+	PKJKAM_03446	11.4	9.7		
contig_48	397167	397673	-	PKJKAM_03447	19.5	4.5		SO:0001217, UniRef:UniRef50_A0A3V2W8Q6
contig_48	397675	398871	-	PKJKAM_03448	45.0	7.2	PF03527.20|RHS, PF05593.20|RHS_repeat	PFAM:PF03527.20, PFAM:PF05593.20
contig_48	419303	419635	-	PKJKAM_03466	12.8	5.9	PF16695.10|Tai4	PFAM:PF16695.10
contig_49	59679	60512	-	PKJKAM_03552	29.2	9.7	PF00892.27|EamA	PFAM:PF00892.27
contig_49	105831	105962	-	PKJKAM_03597	4.9	5.5		
contig_49	152403	152522	+	PKJKAM_03641	4.7	8.0		
contig_49	249721	249912	-	PKJKAM_03731	7.3	11.0		
contig_49	251725	251928	+	PKJKAM_03733	7.6	4.7		
contig_49	251929	252483	+	PKJKAM_03734	20.1	5.0	PF06564.18|CBP_BcsQ	PFAM:PF06564.18
contig_49	309315	309650	+	PKJKAM_03778	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_49	327855	328223	+	PKJKAM_03797	13.6	6.1		
contig_49	336815	337786	-	PKJKAM_03806	34.4	9.3		
contig_49	455245	455742	-	PKJKAM_03913	18.7	10.1		
contig_50	491	757	+	PKJKAM_03914	9.3	10.3		
contig_50	781	1110	+	PKJKAM_03915	12.5	6.0		
contig_50	49680	50147	+	PKJKAM_03961	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_50	89198	89395	-	PKJKAM_03994	7.3	9.4		
contig_50	97293	97442	+	PKJKAM_04006	5.6	7.9		
contig_50	97693	97938	+	PKJKAM_04007	9.3	5.6		SO:0001217, UniRef:UniRef50_A0A075MCE2
contig_50	97958	99175	+	PKJKAM_04008	44.9	7.7		
contig_50	108801	109562	-	PKJKAM_04017	28.0	6.4		
contig_50	124085	124573	+	PKJKAM_04028	17.6	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_50	233304	233477	-	PKJKAM_04139	6.6	4.9		
contig_50	237985	238533	-	PKJKAM_04142	20.2	10.1	PF12834.13|Phage_int_SAM_2, PF12835.12|Integrase_1	PFAM:PF12834.13, PFAM:PF12835.12
contig_50	238552	238683	-	PKJKAM_04143	4.9	10.4	PF12834.13|Phage_int_SAM_2	PFAM:PF12834.13
contig_50	239158	239682	-	PKJKAM_04145	18.4	4.5		
contig_50	240332	240547	+	PKJKAM_04147	8.1	10.2		
contig_50	252334	252519	+	PKJKAM_04163	7.0	5.8		
contig_50	261181	262404	-	PKJKAM_04177	42.0	4.9	PF02120.21|Flg_hook	PFAM:PF02120.21
contig_50	264236	264943	-	PKJKAM_04180	25.8	4.6		
contig_50	272538	272906	-	PKJKAM_04189	13.7	5.1		
contig_50	273328	274731	-	PKJKAM_04191	49.8	5.3	PF07196.18|Flagellin_IN	PFAM:PF07196.18
contig_50	288367	288651	+	PKJKAM_04208	10.6	4.9		
contig_50	291822	293090	-	PKJKAM_04213	44.8	9.6	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_50	294873	295283	+	PKJKAM_04217	14.6	6.0		
contig_50	330115	331611	+	PKJKAM_04252	56.0	6.7		
contig_50	337853	339172	+	PKJKAM_04260	49.0	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_50	348719	349009	+	PKJKAM_04268	10.7	5.0		
contig_50	356220	356348	+	PKJKAM_04280	4.9	5.9		
contig_50	356333	356602	-	PKJKAM_04281	10.1	9.3		
contig_50	357931	358161	+	PKJKAM_04284	8.3	10.0		
contig_50	360527	362131	+	PKJKAM_04289	56.0	5.2	PF01661.27|Macro, PF07484.17|Collar	PFAM:PF01661.27, PFAM:PF07484.17
contig_50	362344	362580	+	PKJKAM_04290	8.7	6.3		
contig_50	364150	364272	+	PKJKAM_04292	4.6	6.7		
contig_50	368352	368462	+	PKJKAM_04298	4.2	9.7		
contig_50	371275	371739	-	PKJKAM_04301	17.4	5.4	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_50	371742	371996	-	PKJKAM_04302	9.6	6.9		
contig_50	377654	377827	+	PKJKAM_04306	6.3	8.9		
contig_50	378090	378566	-	PKJKAM_04307	17.5	9.6		
contig_50	394135	394242	+	PKJKAM_04323	4.2	9.6		SO:0001217, UniRef:UniRef50_A0A455RYX3
contig_50	395249	395488	-	PKJKAM_04325	8.4	9.6		
contig_50	507166	507348	-	PKJKAM_04436	6.2	10.0		
contig_50	523070	523222	-	PKJKAM_04451	5.7	9.4		
contig_50	534088	534258	-	PKJKAM_04464	6.0	4.3		
contig_50	536162	536359	-	PKJKAM_04466	7.4	5.1		
contig_50	568796	569641	+	PKJKAM_04498	29.6	5.5		
contig_50	573311	573649	-	PKJKAM_04502	13.1	5.0		
contig_50	591049	591315	+	PKJKAM_04520	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_50	604377	604472	+	PKJKAM_04533	3.4	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_50	612032	612448	+	PKJKAM_04541	16.0	6.7		
contig_50	639769	640389	-	PKJKAM_04569	23.1	5.2		
contig_50	640386	640559	-	PKJKAM_04570	6.9	10.0		
contig_50	701033	701251	+	PKJKAM_04617	8.7	9.5		
contig_50	703231	703473	+	PKJKAM_04621	9.5	10.9		SO:0001217, UniRef:UniRef50_A0A5Y0LFH2
contig_50	720747	721157	+	PKJKAM_04640	15.2	5.8		
contig_50	725456	725983	+	PKJKAM_04646	19.2	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_50	736972	737067	+	PKJKAM_04659	3.5	5.4		
contig_50	738880	739062	-	PKJKAM_04663	6.1	9.9		
contig_50	741587	741877	+	PKJKAM_04665	10.4	6.3	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_50	741922	742332	+	PKJKAM_04666	14.7	6.0	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_50	759904	760476	+	PKJKAM_04684	21.8	9.6		
contig_50	760486	760806	+	PKJKAM_04685	11.6	4.5		
