#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	404127	405317	+	GEGEGB_00375	42.3	6.8	PF05688.17|BIg21, PF05689.17|InvE_AD	PFAM:PF05688.17, PFAM:PF05689.17
contig_1	405399	406904	+	GEGEGB_00376	53.3	5.0	PF05688.17|BIg21, PF05689.17|InvE_AD	PFAM:PF05688.17, PFAM:PF05689.17
contig_1	411623	412393	+	GEGEGB_00378	27.8	4.2	PF03797.25|Autotransporter	PFAM:PF03797.25
contig_1	417501	418190	-	GEGEGB_00382	25.7	6.2	PF22945.2|LEM-3_GIY-YIG	PFAM:PF22945.2
contig_1	419732	419905	-	GEGEGB_00385	6.8	11.9		
contig_1	434720	435097	+	GEGEGB_00397	14.0	7.0		
contig_1	435176	435901	+	GEGEGB_00398	27.8	8.4	PF13556.12|HTH_30, PF17853.6|GGDEF_2	PFAM:PF13556.12, PFAM:PF17853.6
contig_1	445487	445687	-	GEGEGB_00408	8.1	8.0		
contig_1	447615	447746	+	GEGEGB_00411	4.9	4.5		
contig_1	482043	482372	-	GEGEGB_00442	12.0	8.7		
contig_1	520444	520770	-	GEGEGB_00487	13.3	10.0		
contig_1	537647	537742	-	GEGEGB_00502	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_1	539584	539856	+	GEGEGB_00504	9.9	5.7		
contig_1	539929	540084	+	GEGEGB_00505	5.7	9.7		
contig_1	547719	548003	+	GEGEGB_00513	10.3	4.1		
contig_1	557182	557337	+	GEGEGB_00523	6.1	8.2		
contig_1	628038	628343	+	GEGEGB_00592	11.3	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_1	651081	651257	+	GEGEGB_00615	6.7	5.6		
contig_1	667752	668006	+	GEGEGB_00630	9.6	9.5		
contig_1	668232	669077	+	GEGEGB_00631	31.0	8.7		
contig_1	674170	677016	+	GEGEGB_00637	106.2	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_1	693018	693467	+	GEGEGB_00653	16.4	6.9		
contig_1	696198	696371	+	GEGEGB_00658	6.3	11.9		
contig_1	703050	703841	+	GEGEGB_00666	27.8	5.0	PF03406.18|Phage_fiber_2	PFAM:PF03406.18
contig_1	711610	711894	-	GEGEGB_00673	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_1	714654	715844	+	GEGEGB_00676	43.3	9.8		
contig_1	739503	739616	+	GEGEGB_00697	4.2	4.1		
contig_1	741849	742223	-	GEGEGB_00699	13.5	9.2		
contig_1	742278	743171	-	GEGEGB_00700	33.1	9.5		
contig_1	755535	755726	-	GEGEGB_00713	6.8	8.4		
contig_1	784658	785125	+	GEGEGB_00743	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_1	792011	792121	+	GEGEGB_00751	4.1	4.9		
contig_1	810444	810746	+	GEGEGB_00769	11.9	7.8		SO:0001217, UniRef:UniRef50_A0A6C8GAN9
contig_1	811451	812143	+	GEGEGB_00771	26.8	8.9		SO:0001217, UniRef:UniRef50_Q8Z5E1
contig_1	812442	813062	+	GEGEGB_00772	24.7	7.1		
contig_1	820143	820445	-	GEGEGB_00781	11.8	9.5		
contig_1	831794	831991	-	GEGEGB_00788	7.2	9.4		
contig_1	848004	848492	+	GEGEGB_00801	17.6	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_1	849681	850052	+	GEGEGB_00803	14.1	10.6		
contig_1	850052	850894	+	GEGEGB_00804	31.2	9.4		
contig_1	862002	862406	+	GEGEGB_00815	15.2	10.4		
contig_1	862570	863280	+	GEGEGB_00816	26.4	6.4		
contig_1	879848	880909	+	GEGEGB_00832	40.5	9.2	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_1	903244	904203	-	GEGEGB_00855	35.5	5.5	PF13979.11|SopA_C, PF13981.11|SopA	PFAM:PF13979.11, PFAM:PF13981.11
contig_1	904718	905269	-	GEGEGB_00856	20.4	7.0	PF00805.28|Pentapeptide	PFAM:PF00805.28
contig_1	905428	905586	-	GEGEGB_00857	5.7	10.5		
contig_1	909959	910912	+	GEGEGB_00861	34.7	6.8	PF00768.25|Peptidase_S11, PF07943.18|PBP5_C, PF13354.11|Beta-lactamase2	PFAM:PF00768.25, PFAM:PF07943.18, PFAM:PF13354.11
contig_1	910913	911131	+	GEGEGB_00862	8.2	8.0	PF07943.18|PBP5_C	PFAM:PF07943.18
contig_1	935898	936377	+	GEGEGB_00891	17.6	6.0		
contig_1	941991	942128	+	GEGEGB_00899	5.1	8.8		
contig_1	942125	942784	+	GEGEGB_00900	24.3	5.8	PF01903.22|CbiX	PFAM:PF01903.22
contig_1	943491	943769	+	GEGEGB_00902	10.7	10.4		
contig_1	943721	944227	+	GEGEGB_00903	17.6	9.2		
contig_1	958089	958400	+	GEGEGB_00919	12.4	7.8		SO:0001217, UniRef:UniRef50_A0A485X3Q0
contig_1	958415	958801	+	GEGEGB_00920	15.1	4.8		SO:0001217, UniRef:UniRef50_A0A0J1NE76
contig_1	958818	959105	+	GEGEGB_00921	11.3	7.8		SO:0001217, UniRef:UniRef50_A0A2X3D831
contig_1	959191	959484	+	GEGEGB_00922	11.5	4.6		
contig_1	959597	959992	+	GEGEGB_00923	15.4	5.1		SO:0001217, UniRef:UniRef50_A0A6N8MCK5
contig_1	960089	960382	-	GEGEGB_00924	11.7	7.8		SO:0001217, UniRef:UniRef50_A0A2V4GMB8
contig_1	965065	965574	+	GEGEGB_00927	20.3	9.9		SO:0001217, UniRef:UniRef50_A0A1X3JFI1
contig_1	966843	968279	+	GEGEGB_00930	51.3	8.6		
contig_1	968796	969110	+	GEGEGB_00931	12.3	7.7		SO:0001217, UniRef:UniRef50_A0A3Y0J0L8
contig_1	969249	970553	+	GEGEGB_00932	46.2	7.5		
contig_1	990086	990340	+	GEGEGB_00952	8.7	6.0		
contig_1	990359	990997	+	GEGEGB_00953	22.5	9.0		
contig_1	991074	991259	+	GEGEGB_00954	7.0	5.8		
contig_1	999912	1001141	-	GEGEGB_00968	42.3	4.9	PF02120.21|Flg_hook	PFAM:PF02120.21
contig_1	1002973	1003680	-	GEGEGB_00971	25.8	4.6		
contig_1	1011338	1011706	-	GEGEGB_00980	13.7	5.1		
contig_1	1012128	1013531	-	GEGEGB_00982	49.8	5.3	PF07196.18|Flagellin_IN	PFAM:PF07196.18
contig_1	1015387	1015671	+	GEGEGB_00984	10.7	9.3		
contig_1	1015650	1016591	+	GEGEGB_00985	35.3	6.3		
contig_1	1029339	1029530	+	GEGEGB_01001	7.3	9.9		
contig_1	1030643	1031911	-	GEGEGB_01004	44.8	9.6	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_1	1074442	1075761	+	GEGEGB_01050	48.9	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_1	1085308	1085598	+	GEGEGB_01058	10.7	5.0		
contig_1	1093186	1093386	-	GEGEGB_01071	7.4	6.1		
contig_1	1097911	1098138	+	GEGEGB_01074	8.8	6.9		
contig_1	1101918	1102043	+	GEGEGB_01078	4.6	8.1		
contig_1	1103075	1103188	+	GEGEGB_01080	4.4	11.4		
contig_1	1104917	1105393	-	GEGEGB_01082	17.4	9.7		
contig_1	1119522	1120268	-	GEGEGB_01097	25.9	8.7		
contig_1	1120389	1120817	-	GEGEGB_01098	14.9	7.8		
contig_1	1122073	1122312	-	GEGEGB_01100	8.4	9.6		
contig_1	1164184	1164459	-	GEGEGB_01145	10.0	4.8		
contig_1	1165843	1165947	-	GEGEGB_01147	3.8	4.3		
contig_1	1173584	1174102	-	GEGEGB_01156	19.1	7.0		
contig_1	1178689	1178910	+	GEGEGB_01161	7.8	9.8		
contig_1	1198892	1199020	+	GEGEGB_01185	4.6	4.2		SO:0001217, UniRef:UniRef50_Q8Z6B1
contig_1	1202168	1202341	-	GEGEGB_01190	6.5	11.0		
contig_1	1203467	1204510	+	GEGEGB_01192	38.9	6.1	PF13088.12|BNR_2	PFAM:PF13088.12
contig_1	1205272	1205586	-	GEGEGB_01194	10.6	8.8	PF13146.11|TRL	PFAM:PF13146.11
contig_1	1212484	1212810	+	GEGEGB_01201	12.1	5.0	PF03860.21|DUF326	PFAM:PF03860.21
contig_1	1227949	1228155	+	GEGEGB_01227	7.5	6.0		
contig_1	1236094	1236243	-	GEGEGB_01234	5.5	6.0		
contig_1	1251289	1251906	+	GEGEGB_01249	22.8	6.9	PF04958.18|AstA	PFAM:PF04958.18
contig_1	1256135	1256350	+	GEGEGB_01254	8.5	8.5		SO:0001217, UniRef:UniRef50_A0A4Z0P2U0
contig_1	1275560	1276519	-	GEGEGB_01277	34.9	6.1		
contig_1	1276662	1276976	+	GEGEGB_01278	12.3	9.2		
contig_1	1276973	1277536	+	GEGEGB_01279	20.2	9.1	PF01223.29|Endonuclease_NS	PFAM:PF01223.29
contig_1	1279934	1280062	-	GEGEGB_01281	5.1	8.0		
contig_1	1293494	1293685	-	GEGEGB_01296	7.1	6.7		
contig_1	1312671	1313084	+	GEGEGB_01314	15.2	9.3	PF01476.26|LysM	PFAM:PF01476.26
contig_1	1313069	1313671	+	GEGEGB_01315	21.6	9.6	PF03734.19|YkuD, PF17969.6|Ldt_C	PFAM:PF03734.19, PFAM:PF17969.6
contig_1	1313738	1313977	-	GEGEGB_01316	8.5	9.2	PF04728.18|LPP	PFAM:PF04728.18
contig_1	1317812	1318474	-	GEGEGB_01320	24.8	9.8	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
contig_1	1319282	1319476	-	GEGEGB_01322	6.8	8.4	PF00294.29|PfkB	PFAM:PF00294.29
contig_1	1376689	1376976	+	GEGEGB_01389	11.1	6.2	PF09864.15|MliC	PFAM:PF09864.15
contig_1	1409849	1410466	+	GEGEGB_01420	22.4	4.4		
contig_1	1413722	1413988	+	GEGEGB_01424	9.4	4.5		
contig_1	1415723	1415935	-	GEGEGB_01427	8.0	4.5	PF05489.18|Phage_tail_X	PFAM:PF05489.18
contig_1	1419378	1419515	-	GEGEGB_01430	5.3	4.1		
contig_1	1420698	1422125	-	GEGEGB_01434	51.4	5.2	PF04984.19|Phage_sheath_1, PF17482.7|Phage_sheath_1C	PFAM:PF04984.19, PFAM:PF17482.7, SO:0001217, UniRef:UniRef50_U3U6A9
contig_1	1425924	1426382	-	GEGEGB_01441	16.6	5.0		
contig_1	1430275	1430820	-	GEGEGB_01445	20.1	9.2		SO:0001217, UniRef:UniRef50_Q1GXS2
contig_1	1433413	1433943	-	GEGEGB_01451	19.8	4.8		
contig_1	1434005	1434436	+	GEGEGB_01452	15.8	5.0		
contig_1	1434446	1434610	+	GEGEGB_01453	5.9	4.1		
contig_1	1438488	1438682	+	GEGEGB_01458	7.3	6.8		SO:0001217, UniRef:UniRef50_A0A2X1JUC2
contig_1	1438679	1438951	+	GEGEGB_01459	10.0	6.5		SO:0001217, UniRef:UniRef50_A0A3Z8M4T4
contig_1	1440528	1440758	+	GEGEGB_01464	8.6	10.1		SO:0001217, UniRef:UniRef50_A0A744KKQ0
contig_1	1450263	1450355	+	GEGEGB_01475	3.3	4.4		
contig_1	1450352	1450603	+	GEGEGB_01476	NA	10.1		
contig_1	1468064	1468285	-	GEGEGB_01493	7.5	10.0		
contig_1	1471906	1472769	+	GEGEGB_01499	31.4	6.5	PF08240.17|ADH_N	PFAM:PF08240.17
contig_1	1474346	1474891	+	GEGEGB_01501	19.6	5.9	PF01232.29|Mannitol_dh	PFAM:PF01232.29
contig_1	1480351	1480533	+	GEGEGB_01507	6.1	9.9		
contig_1	1482328	1482423	-	GEGEGB_01511	3.5	5.4		
contig_1	1493412	1493939	-	GEGEGB_01524	19.3	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_1	1496893	1497303	-	GEGEGB_01529	15.3	5.8		
contig_1	1498907	1500136	-	GEGEGB_01533	45.5	6.0		
contig_1	1500176	1500709	-	GEGEGB_01534	19.8	6.5		
contig_1	1509550	1509858	-	GEGEGB_01542	11.6	6.0		
contig_1	1510038	1510712	-	GEGEGB_01543	24.6	9.4	PF00070.33|Pyr_redox, PF01266.30|DAO, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF13450.12
contig_1	1513186	1513389	-	GEGEGB_01547	7.5	7.9		
contig_1	1514810	1515343	+	GEGEGB_01549	18.9	5.3	PF03553.21|Na_H_antiporter	PFAM:PF03553.21
contig_1	1531534	1532667	-	GEGEGB_01563	42.3	6.4	PF00384.28|Molybdopterin	PFAM:PF00384.28
contig_1	1532732	1533034	+	GEGEGB_01564	11.2	5.1	PF04828.22|GFA	PFAM:PF04828.22
contig_1	1554932	1555165	-	GEGEGB_01582	8.8	5.6		
contig_1	1567828	1568001	+	GEGEGB_01590	6.9	10.0		
contig_1	1567998	1568618	+	GEGEGB_01591	23.2	5.1		
contig_1	1595915	1596010	-	GEGEGB_01620	3.5	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_1	1597722	1597841	-	GEGEGB_01624	4.5	10.0		
contig_1	1604641	1605009	-	GEGEGB_01631	13.7	6.7	PF11739.14|YdbH-like	PFAM:PF11739.14
contig_1	1609099	1609365	-	GEGEGB_01635	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_1	1613718	1613921	-	GEGEGB_01638	7.7	10.3		
contig_1	1620178	1620330	-	GEGEGB_01646	5.3	4.3		
contig_1	1629918	1630256	+	GEGEGB_01658	13.2	5.0		
contig_1	1633929	1634774	-	GEGEGB_01662	29.6	5.3		
contig_1	1646818	1647045	+	GEGEGB_01675	8.6	9.8		
contig_1	1658083	1658244	+	GEGEGB_01689	6.2	6.7		
contig_1	1660437	1660931	+	GEGEGB_01692	17.9	9.4		SO:0001217, UniRef:UniRef50_Q8Z7C0
contig_1	1685159	1685311	+	GEGEGB_01715	5.7	9.4		
contig_1	1701033	1701215	+	GEGEGB_01730	6.2	10.0		
contig_1	1713117	1713530	-	GEGEGB_01747	14.9	5.2		
contig_1	1713527	1714024	-	GEGEGB_01748	18.3	7.9	PF12911.12|OppC_N	PFAM:PF12911.12
contig_1	1726541	1726795	+	GEGEGB_01758	9.4	6.2	PF02810.21|SEC-C, PF17775.7|YchJ_M-like	PFAM:PF02810.21, PFAM:PF17775.7
contig_1	1775663	1775788	+	GEGEGB_01802	4.4	4.7		
contig_1	1781457	1782464	+	GEGEGB_01810	37.3	5.3	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1825071	1825475	+	GEGEGB_01858	14.7	9.0	PF01292.26|Ni_hydr_CYTB	PFAM:PF01292.26
contig_1	1838822	1839277	-	GEGEGB_01872	15.3	5.0	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_1	1852783	1853310	+	GEGEGB_01889	19.9	9.7		
contig_1	1853378	1854280	+	GEGEGB_01890	32.4	6.3		
contig_1	1863577	1864215	-	GEGEGB_01899	23.8	9.1	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_1	1864352	1864519	-	GEGEGB_01900	5.8	10.9		
contig_1	1880918	1881217	-	GEGEGB_01918	10.8	6.3		
contig_1	1897542	1898045	-	GEGEGB_01938	19.0	9.7	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_1	1898645	1898827	-	GEGEGB_01940	6.9	10.3		
contig_1	1898778	1899041	-	GEGEGB_01942	9.7	7.0		
contig_1	1899168	1899605	-	GEGEGB_01943	15.6	9.3	PF01161.25|PBP	PFAM:PF01161.25
contig_1	1908733	1908873	+	GEGEGB_01953	5.3	6.0		SO:0001217, UniRef:UniRef50_A0A379XT47
contig_1	1928058	1928336	+	GEGEGB_01968	10.9	9.6		
contig_1	1936029	1936760	-	GEGEGB_01977	27.0	4.8		
contig_1	1936955	1937290	-	GEGEGB_01978	12.8	9.5		SO:0001217, UniRef:UniRef50_A0A1C4GPW5
contig_1	1966384	1966584	+	GEGEGB_02023	7.5	9.8		
contig_1	1970462	1970704	+	GEGEGB_02029	8.8	10.3		
contig_1	1975487	1975963	-	GEGEGB_02034	17.1	4.4		
contig_1	1975947	1976702	-	GEGEGB_02035	27.9	8.5		
contig_1	1996133	1996582	-	GEGEGB_02051	16.9	9.2		
contig_1	1996643	1997365	-	GEGEGB_02052	28.2	9.5		
contig_1	2015546	2016205	-	GEGEGB_02066	26.0	4.7		
contig_1	2016280	2016504	-	GEGEGB_02067	9.0	9.9		
contig_1	2016791	2016958	+	GEGEGB_02068	6.6	9.5		
contig_1	2043621	2043833	+	GEGEGB_02090	8.0	5.4		
contig_1	2064138	2064653	+	GEGEGB_02108	18.8	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_1	2116993	2117175	-	GEGEGB_02160	6.9	10.3		
contig_1	2124876	2125619	-	GEGEGB_02169	27.7	9.1		
contig_1	2125675	2125797	-	GEGEGB_02170	4.6	10.3		
contig_1	2127743	2127943	-	GEGEGB_02174	7.5	5.3	PF02885.22|Glycos_trans_3N	PFAM:PF02885.22
contig_1	2142417	2142758	-	GEGEGB_02189	12.8	9.6		
contig_1	2142721	2143122	-	GEGEGB_02190	15.1	9.3		
contig_1	2147273	2149024	-	GEGEGB_02197	66.5	4.9	PF00560.39|LRR_1, PF12799.13|LRR_4, PF13516.12|LRR_6, PF13855.12|LRR_8, PF14496.11|NEL	PFAM:PF00560.39, PFAM:PF12799.13, PFAM:PF13516.12, PFAM:PF13855.12, PFAM:PF14496.11
contig_1	2149079	2149318	-	GEGEGB_02198	8.6	4.5	PF12468.15|LRR_TTSS	PFAM:PF12468.15
contig_1	2173765	2174673	+	GEGEGB_02220	33.4	5.5		
contig_1	2183601	2183987	+	GEGEGB_02229	13.3	5.2		
contig_1	2193922	2194035	-	GEGEGB_02244	4.0	4.5		
contig_1	2198206	2198331	-	GEGEGB_02247	4.6	9.0		
contig_1	2212638	2213090	-	GEGEGB_02260	16.8	9.3		
contig_1	2213338	2214114	-	GEGEGB_02261	29.5	7.7		
contig_1	2215144	2216277	-	GEGEGB_02263	44.4	9.1		
contig_1	2216498	2216923	-	GEGEGB_02264	16.6	7.7	PF17994.7|Glft2_N	PFAM:PF17994.7
contig_1	2217938	2218501	-	GEGEGB_02266	21.2	7.7	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_1	2220752	2221819	-	GEGEGB_02269	41.2	8.4	PF01593.30|Amino_oxidase, PF13450.12|NAD_binding_8	PFAM:PF01593.30, PFAM:PF13450.12
contig_1	2222847	2223068	-	GEGEGB_02271	8.0	6.5		
contig_1	2240014	2240292	+	GEGEGB_02287	9.8	10.2	PF01276.26|OKR_DC_1	PFAM:PF01276.26
contig_1	2245352	2245894	-	GEGEGB_02292	20.1	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_1	2278864	2279244	+	GEGEGB_02328	14.2	5.1		
contig_1	2301992	2302651	-	GEGEGB_02351	23.6	5.0		
contig_1	2312525	2312926	+	GEGEGB_02362	14.6	6.0		
contig_1	2346250	2347131	-	GEGEGB_02396	32.8	6.9		
contig_1	2347150	2347386	-	GEGEGB_02397	8.7	7.9		
contig_1	2351517	2351735	-	GEGEGB_02399	8.2	5.0	PF03621.18|MbtH	PFAM:PF03621.18
contig_1	2358837	2359205	+	GEGEGB_02408	14.1	8.8		
contig_1	2365600	2366310	+	GEGEGB_02413	27.5	5.4		
contig_1	2366335	2366775	+	GEGEGB_02414	16.8	5.8		
contig_1	2374727	2374945	+	GEGEGB_02424	8.1	9.8		
contig_1	2376602	2376910	+	GEGEGB_02428	11.3	5.1		
contig_1	2403999	2404862	-	GEGEGB_02456	31.1	6.4		
contig_1	2405025	2405453	-	GEGEGB_02457	15.7	9.6		
contig_1	2411393	2411686	-	GEGEGB_02463	10.9	5.3	PF04115.18|Ureidogly_lyase	PFAM:PF04115.18
contig_1	2411785	2411874	-	GEGEGB_02464	3.4	4.3		
contig_1	2418240	2418344	-	GEGEGB_02471	3.9	6.7		SO:0001217, UniRef:UniRef50_V1H4Y4
contig_1	2463972	2464283	+	GEGEGB_02516	11.4	10.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_1	2473673	2473906	-	GEGEGB_02526	9.0	10.2		
contig_1	2495647	2496786	-	GEGEGB_02548	42.4	5.6	PF08238.18|Sel1	PFAM:PF08238.18
contig_1	2496853	2497116	-	GEGEGB_02549	9.7	5.3	PF08238.18|Sel1	PFAM:PF08238.18
contig_1	2497128	2497562	-	GEGEGB_02550	15.9	5.9		
contig_1	2497508	2497969	-	GEGEGB_02551	17.0	8.9	PF08238.18|Sel1	PFAM:PF08238.18
contig_1	2543539	2544144	+	GEGEGB_02598	21.7	10.0		
contig_1	2544163	2544711	+	GEGEGB_02599	19.3	9.4		
contig_1	2547643	2547753	-	GEGEGB_02604	3.9	4.4		
contig_1	2551575	2551895	-	GEGEGB_02610	11.6	9.5	PF07769.19|PsiF_repeat	PFAM:PF07769.19
contig_1	2583692	2584234	-	GEGEGB_02637	20.7	7.1		
contig_1	2584244	2586202	-	GEGEGB_02638	73.3	5.4	PF01555.25|N6_N4_Mtase, PF18273.6|T3RM_EcoP15I_C	PFAM:PF01555.25, PFAM:PF18273.6
contig_1	2587778	2587891	+	GEGEGB_02640	4.5	9.8		
contig_1	2588430	2588816	+	GEGEGB_02642	14.6	6.3		
contig_1	2594440	2594718	-	GEGEGB_02649	10.7	10.2		
contig_1	2594675	2594941	-	GEGEGB_02650	10.2	9.1		
contig_1	2597654	2598118	+	GEGEGB_02654	16.9	5.4	PF13954.11|PapC_N	PFAM:PF13954.11
contig_1	2598224	2600215	+	GEGEGB_02655	73.2	9.2	PF13953.12|PapC_C	PFAM:PF13953.12
contig_1	2628013	2628531	-	GEGEGB_02681	18.0	5.7		
contig_1	2632756	2633367	+	GEGEGB_02686	22.2	9.7		
contig_1	2638512	2638817	-	GEGEGB_02691	10.4	6.5	PF09460.16|Saf-Nte_pilin	PFAM:PF09460.16
contig_1	2640200	2640481	-	GEGEGB_02693	11.2	9.4	PF13683.12|rve_3	PFAM:PF13683.12
contig_1	2645055	2645732	-	GEGEGB_02699	26.4	6.6		SO:0001217, UniRef:UniRef50_A0A7D8INP9
contig_1	2652955	2653392	-	GEGEGB_02703	16.2	7.6	PF03734.19|YkuD	PFAM:PF03734.19
contig_1	2665037	2665462	-	GEGEGB_02716	15.3	5.9		
contig_1	2667256	2667396	-	GEGEGB_02719	4.7	4.4		
contig_1	2668319	2668417	-	GEGEGB_02722	3.5	6.7		
contig_1	2676539	2676961	+	GEGEGB_02729	15.4	4.7		
contig_1	2676961	2677593	+	GEGEGB_02730	22.9	5.0		
contig_1	2712081	2712638	+	GEGEGB_02768	21.3	4.1	PF20335.4|DUF6630	PFAM:PF20335.4
contig_1	2712720	2713502	-	GEGEGB_02769	29.0	4.7		
contig_1	2737011	2737832	-	GEGEGB_02784	30.7	6.3		SO:0001217, UniRef:UniRef50_A0A2M8HB11
contig_1	2746332	2746505	-	GEGEGB_02798	6.2	9.0		SO:0001217, UniRef:UniRef50_A0A725GBL7
contig_1	2781762	2782493	+	GEGEGB_02826	25.9	5.2	PF00324.27|AA_permease	PFAM:PF00324.27
contig_1	2783903	2784184	-	GEGEGB_02829	10.0	5.4	PF01476.26|LysM	PFAM:PF01476.26
contig_1	2784257	2784352	-	GEGEGB_02830	3.5	5.5		
contig_1	2784452	2784610	-	GEGEGB_02831	6.0	11.0		
contig_1	2785712	2785957	-	GEGEGB_02834	9.4	9.6		
contig_1	2788484	2789284	-	GEGEGB_02839	29.6	9.5	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_1	2795264	2795905	+	GEGEGB_02847	23.4	4.9	PF00571.33|CBS	PFAM:PF00571.33
