#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	717574	718569	-	AJBGEP_00678	38.0	5.9	PF08238.18|Sel1	PFAM:PF08238.18
contig_1	720910	721539	+	AJBGEP_00681	24.3	5.6		
contig_1	759688	760230	+	AJBGEP_00722	20.1	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_1	766454	766558	-	AJBGEP_00727	4.3	11.8		
contig_1	783265	783486	+	AJBGEP_00741	8.0	6.5		
contig_1	794236	794373	+	AJBGEP_00751	5.4	6.0		
contig_1	808472	808597	+	AJBGEP_00764	4.6	9.0		
contig_1	812764	812877	+	AJBGEP_00767	4.0	4.5		
contig_1	823408	823794	-	AJBGEP_00784	13.3	5.2		
contig_1	842160	843068	-	AJBGEP_00802	33.3	5.7		
contig_1	874485	874667	+	AJBGEP_00832	6.9	10.3		
contig_1	930960	931151	+	AJBGEP_00886	7.4	5.1		SO:0001217, UniRef:UniRef50_A9MMV4
contig_1	963053	963568	-	AJBGEP_00921	18.8	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_1	1011963	1012130	-	AJBGEP_00963	6.8	10.0		
contig_1	1058213	1058452	-	AJBGEP_01000	8.7	10.4		
contig_1	1066693	1067004	+	AJBGEP_01012	11.3	4.5		
contig_1	1070831	1071049	+	AJBGEP_01019	8.1	6.7		
contig_1	1083564	1083962	+	AJBGEP_01037	14.7	4.4	PF06894.17|Phage_TAC_2	PFAM:PF06894.17
contig_1	1084037	1084288	+	AJBGEP_01038	9.1	4.1		
contig_1	1087783	1088280	+	AJBGEP_01041	17.4	4.6	PF13505.12|OMP_b-brl	PFAM:PF13505.12
contig_1	1094525	1094767	+	AJBGEP_01047	8.6	9.6		
contig_1	1131081	1131869	+	AJBGEP_01080	29.6	9.5	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_1	1164548	1164715	+	AJBGEP_01117	5.7	10.5		
contig_1	1164852	1165490	+	AJBGEP_01118	23.8	9.1	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_1	1189792	1190247	+	AJBGEP_01144	15.3	5.0	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_1	1232358	1232582	+	AJBGEP_01188	8.4	4.5		SO:0001217, UniRef:UniRef50_G5NAS5
contig_1	1290505	1290804	-	AJBGEP_01249	11.3	4.7		
contig_1	1290945	1291115	-	AJBGEP_01250	6.5	6.4		
contig_1	1295815	1296480	+	AJBGEP_01258	25.0	4.6		
contig_1	1298000	1298185	+	AJBGEP_01262	7.4	6.6		
contig_1	1299673	1299867	+	AJBGEP_01265	7.8	9.0		
contig_1	1302108	1302326	+	AJBGEP_01274	7.9	6.9		SO:0001217, UniRef:UniRef50_A0A5U3I4D7
contig_1	1304083	1304181	+	AJBGEP_01278	3.9	8.3		
contig_1	1312760	1312939	+	AJBGEP_01288	6.9	5.4		
contig_1	1312903	1313124	+	AJBGEP_01289	8.0	4.5		
contig_1	1321447	1322052	-	AJBGEP_01300	22.8	11.8		
contig_1	1326207	1326449	+	AJBGEP_01303	8.6	9.6		
contig_1	1330854	1331156	+	AJBGEP_01307	11.3	9.5	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13551.12|HTH_29	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13551.12
contig_1	1331110	1331370	+	AJBGEP_01308	10.2	10.9		
contig_1	1337639	1337842	-	AJBGEP_01315	7.9	9.2		SO:0001217, UniRef:UniRef50_A0A659M0N4
contig_1	1344999	1345172	-	AJBGEP_01326	6.7	11.0		
contig_1	1346297	1347340	+	AJBGEP_01328	39.0	6.0	PF13088.12|BNR_2	PFAM:PF13088.12
contig_1	1348102	1348416	-	AJBGEP_01330	10.6	8.8	PF13146.11|TRL	PFAM:PF13146.11
contig_1	1355292	1355618	+	AJBGEP_01337	12.1	5.1	PF03860.21|DUF326	PFAM:PF03860.21
contig_1	1398234	1398449	+	AJBGEP_01385	8.5	8.5		SO:0001217, UniRef:UniRef50_A0A4Z0P2U0
contig_1	1417094	1418053	-	AJBGEP_01406	34.8	5.9		
contig_1	1418196	1418510	+	AJBGEP_01407	12.3	8.7		
contig_1	1421467	1421595	-	AJBGEP_01410	5.1	6.7		
contig_1	1435026	1435217	-	AJBGEP_01425	7.1	6.7		
contig_1	1469033	1469335	-	AJBGEP_01456	11.1	9.4	PF04728.18|LPP	PFAM:PF04728.18
contig_1	1541546	1543753	-	AJBGEP_01539	78.7	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13375.12|RnfC_N, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_1	1594524	1595501	+	AJBGEP_01586	35.2	9.5		
contig_1	1595505	1595903	+	AJBGEP_01587	14.2	5.2		
contig_1	1602052	1602234	+	AJBGEP_01593	6.1	9.9		
contig_1	1604048	1604143	-	AJBGEP_01597	3.5	5.4		
contig_1	1615133	1615660	-	AJBGEP_01610	19.2	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_1	1619959	1620369	-	AJBGEP_01616	15.3	5.8		
contig_1	1625009	1625161	-	AJBGEP_01622	5.9	9.7		SO:0001217, UniRef:UniRef50_B5F5Z7
contig_1	1639212	1639565	-	AJBGEP_01637	13.4	10.8	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13551.12|HTH_29	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13551.12
contig_1	1639903	1640112	-	AJBGEP_01639	7.5	8.8		
contig_1	1702318	1702491	+	AJBGEP_01687	6.9	10.0		
contig_1	1702488	1703108	+	AJBGEP_01688	23.1	5.2		
contig_1	1730128	1730844	-	AJBGEP_01716	27.9	9.2		
contig_1	1738404	1738499	-	AJBGEP_01724	3.5	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_1	1751560	1751826	-	AJBGEP_01737	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_1	1773234	1774079	-	AJBGEP_01758	29.6	5.5		
contig_1	1774614	1775231	+	AJBGEP_01759	24.2	8.2	PF06445.20|GyrI-like, PF14526.11|Cass2	PFAM:PF06445.20, PFAM:PF14526.11
contig_1	1836247	1836429	+	AJBGEP_01820	6.2	10.0		
contig_1	1948625	1948864	+	AJBGEP_01933	8.4	9.6		
contig_1	1965548	1966024	+	AJBGEP_01950	17.4	9.6		
contig_1	1968113	1968259	-	AJBGEP_01952	5.6	9.2		
contig_1	1973190	1973312	-	AJBGEP_01958	4.6	6.7		
contig_1	1973913	1974071	+	AJBGEP_01959	5.7	9.7		
contig_1	1977499	1977729	-	AJBGEP_01964	8.3	10.0		
contig_1	1986648	1986938	-	AJBGEP_01978	10.7	5.0		
contig_1	1996485	1997804	-	AJBGEP_01986	49.0	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_1	2002422	2002667	+	AJBGEP_01992	9.0	6.5		
contig_1	2002754	2003404	+	AJBGEP_01993	25.3	5.7		
contig_1	2041748	2043016	+	AJBGEP_02034	44.8	9.6	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_1	2046185	2046469	-	AJBGEP_02039	10.7	4.9		
contig_1	2060807	2062210	+	AJBGEP_02058	49.8	5.3	PF07196.18|Flagellin_IN	PFAM:PF07196.18
contig_1	2062632	2063000	+	AJBGEP_02060	13.7	5.1		
contig_1	2070607	2071314	+	AJBGEP_02068	25.8	4.6		
contig_1	2073146	2074363	+	AJBGEP_02071	41.8	4.9	PF02120.21|Flg_hook	PFAM:PF02120.21
contig_1	2083025	2083210	-	AJBGEP_02085	7.0	5.8		
contig_1	2095348	2095497	-	AJBGEP_02100	5.5	6.0		
contig_1	2106970	2107134	-	AJBGEP_02114	6.1	10.0		
contig_1	2108906	2109106	-	AJBGEP_02119	7.3	6.6		
contig_1	2112246	2112428	-	AJBGEP_02123	6.4	9.1		
contig_1	2115723	2116142	-	AJBGEP_02128	15.5	9.7	PF04383.19|KilA-N	PFAM:PF04383.19
contig_1	2118324	2118581	-	AJBGEP_02132	9.9	5.1		SO:0001217, UniRef:UniRef50_A0A378BXD3
contig_1	2129593	2129823	+	AJBGEP_02150	8.3	4.7		
contig_1	2130332	2130949	+	AJBGEP_02152	23.1	5.7		
contig_1	2132756	2133610	+	AJBGEP_02156	33.0	9.6	PF22022.2|Phage_int_M	PFAM:PF22022.2
contig_1	2136009	2136482	+	AJBGEP_02161	16.6	4.6		
contig_1	2142163	2142336	+	AJBGEP_02166	6.6	4.9		
contig_1	2217790	2218851	-	AJBGEP_02247	40.7	9.2	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_1	2249033	2249521	-	AJBGEP_02275	17.5	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_1	2265535	2265732	+	AJBGEP_02288	7.2	9.4		
contig_1	2304783	2305250	-	AJBGEP_02321	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_1	2358975	2359082	-	AJBGEP_02371	4.2	9.3		
contig_1	2374036	2375226	-	AJBGEP_02385	43.3	9.8		
contig_1	2377986	2378270	+	AJBGEP_02388	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_1	2386917	2388158	-	AJBGEP_02398	44.0	5.5		
contig_1	2388219	2388737	-	AJBGEP_02399	19.5	5.0		
contig_1	2388751	2389080	-	AJBGEP_02400	12.1	5.7		
contig_1	2392117	2392347	-	AJBGEP_02404	8.7	9.7		
contig_1	2392337	2392438	-	AJBGEP_02405	3.7	4.4		
contig_1	2395473	2396264	-	AJBGEP_02407	27.8	5.0	PF03406.18|Phage_fiber_2	PFAM:PF03406.18
contig_1	2405848	2406297	-	AJBGEP_02421	16.4	6.9		
contig_1	2422300	2425146	-	AJBGEP_02437	106.3	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_1	2447411	2447587	-	AJBGEP_02455	6.7	5.6		
contig_1	2470331	2470636	-	AJBGEP_02478	11.3	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_1	2471350	2472129	+	AJBGEP_02480	27.8	6.4	PF12706.13|Lactamase_B_2	PFAM:PF12706.13
contig_1	2553292	2553576	-	AJBGEP_02557	10.3	4.1		
contig_1	2558585	2558680	+	AJBGEP_02563	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_1	2574884	2575210	+	AJBGEP_02576	13.3	10.0		
contig_1	2602158	2602520	+	AJBGEP_02608	13.2	8.6		
contig_1	2613677	2614006	+	AJBGEP_02622	12.0	8.7		
contig_1	2650401	2650601	+	AJBGEP_02657	8.1	8.0		
contig_1	2657708	2657950	-	AJBGEP_02665	8.3	4.6		
contig_1	2672763	2672954	+	AJBGEP_02677	7.4	11.9		
contig_1	2685955	2687421	-	AJBGEP_02684	51.6	4.8	PF05688.17|BIg21, PF05689.17|InvE_AD	PFAM:PF05688.17, PFAM:PF05689.17
contig_1	2725280	2725504	-	AJBGEP_02706	8.8	11.0		
contig_1	2727575	2727754	+	AJBGEP_02710	6.5	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_1	2783545	2783730	+	AJBGEP_02762	7.4	11.8		
contig_1	2788681	2788923	-	AJBGEP_02767	8.6	9.3		
contig_1	2793078	2793683	+	AJBGEP_02770	22.8	11.8		
contig_1	2802006	2802227	-	AJBGEP_02781	8.0	4.5		
contig_1	2802191	2802370	-	AJBGEP_02782	6.9	5.4		
contig_1	2823013	2823675	+	AJBGEP_02818	25.9	9.3		SO:0001217, UniRef:UniRef50_C6CLL4
contig_1	2828879	2829118	+	AJBGEP_02824	8.7	10.4		
contig_1	2899641	2900279	+	AJBGEP_02886	24.1	8.5		
contig_1	2909049	2909333	+	AJBGEP_02894	10.5	10.1	PF13693.12|HTH_35	PFAM:PF13693.12
contig_1	2916104	2917135	-	AJBGEP_02903	37.5	6.5	PF00367.25|PTS_EIIB	PFAM:PF00367.25
contig_1	2917175	2917645	-	AJBGEP_02904	16.5	8.1		
contig_1	2917868	2919547	+	AJBGEP_02905	65.4	6.7	PF00496.27|SBP_bac_5	PFAM:PF00496.27
contig_1	2919547	2919729	+	AJBGEP_02906	6.8	7.8		
contig_1	2925700	2926296	+	AJBGEP_02912	22.6	10.1	PF13356.12|Arm-DNA-bind_3, PF22022.2|Phage_int_M	PFAM:PF13356.12, PFAM:PF22022.2
contig_1	2926750	2927079	-	AJBGEP_02913	12.7	11.0	PF00665.32|rve	PFAM:PF00665.32
contig_1	2957723	2957857	-	AJBGEP_02939	4.8	10.0		SO:0001217, UniRef:UniRef50_A0A379WNS4
contig_1	2965935	2966093	-	AJBGEP_02947	6.0	11.0		
contig_1	3011104	3011913	-	AJBGEP_02999	30.2	9.4		
contig_1	3044345	3044605	-	AJBGEP_03036	10.1	9.3		
contig_1	3068456	3068632	-	AJBGEP_03063	6.5	10.9		
contig_1	3073516	3074724	-	AJBGEP_03067	43.5	10.1		
contig_1	3121988	3122284	-	AJBGEP_03111	11.5	6.5	PF05016.21|ParE_toxin	PFAM:PF05016.21
contig_1	3154955	3155077	-	AJBGEP_03140	4.7	10.6		
contig_1	3226954	3227145	-	AJBGEP_03213	6.6	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_1	3241561	3242037	+	AJBGEP_03227	18.1	5.9		
contig_1	3273976	3274431	+	AJBGEP_03256	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_1	3290577	3290807	+	AJBGEP_03277	8.6	9.2		
contig_1	3290734	3290961	-	AJBGEP_03278	8.2	5.9		
contig_1	3311398	3311859	-	AJBGEP_03299	16.9	6.2		
contig_1	3312071	3312274	-	AJBGEP_03300	7.9	7.9		
contig_1	3332575	3334218	-	AJBGEP_03319	58.9	5.5	PF00672.30|HAMP, PF02203.21|TarH	PFAM:PF00672.30, PFAM:PF02203.21
contig_1	3398414	3399058	+	AJBGEP_03383	24.0	6.8	PF03551.20|PadR	PFAM:PF03551.20
contig_1	3482355	3482456	-	AJBGEP_03469	3.7	6.5		
contig_1	3488446	3488733	+	AJBGEP_03476	10.9	10.4	PF13693.12|HTH_35	PFAM:PF13693.12
contig_1	3525350	3526144	-	AJBGEP_03514	30.5	4.7	PF06877.16|RraB	PFAM:PF06877.16
contig_1	3568595	3568738	-	AJBGEP_03555	5.3	9.2		SO:0001217, UniRef:UniRef50_A0A8D5DXP7
contig_1	3598864	3599244	+	AJBGEP_03590	14.0	7.6		
contig_1	3728906	3729031	+	AJBGEP_03723	4.6	11.0		SO:0001217, UniRef:UniRef50_A0A379T4N8
contig_1	3732113	3733084	+	AJBGEP_03728	34.4	9.3		
contig_1	3741634	3742002	-	AJBGEP_03737	13.6	6.8		
contig_1	3752444	3753919	-	AJBGEP_03749	53.7	4.6	PF00448.28|SRP54, PF02881.24|SRP54_N, PF06414.18|Zeta_toxin	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF06414.18
contig_1	3754922	3755293	-	AJBGEP_03752	13.9	10.4		
contig_1	3760207	3760542	-	AJBGEP_03756	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_1	3817917	3818120	-	AJBGEP_03801	7.6	4.7		
contig_1	3819933	3820124	+	AJBGEP_03803	7.3	11.0		
contig_1	3837387	3837788	-	AJBGEP_03820	14.1	4.5		
contig_1	3964891	3965238	+	AJBGEP_03940	13.9	6.1	PF13708.11|DUF4942	PFAM:PF13708.11
contig_1	3966574	3966747	-	AJBGEP_03942	6.5	10.0		
contig_1	4012345	4013178	+	AJBGEP_03987	29.1	9.7	PF00892.27|EamA	PFAM:PF00892.27
contig_1	4063526	4064020	+	AJBGEP_04033	19.1	9.9	PF13356.12|Arm-DNA-bind_3, PF14659.12|Phage_int_SAM_3, PF22022.2|Phage_int_M	PFAM:PF13356.12, PFAM:PF14659.12, PFAM:PF22022.2
contig_1	4066916	4067077	-	AJBGEP_04039	6.0	9.3		
contig_1	4078387	4078488	+	AJBGEP_04051	3.7	5.5		
contig_1	4165145	4165237	-	AJBGEP_04138	3.5	8.4		
contig_1	4165276	4165527	-	AJBGEP_04139	9.6	8.8		
contig_1	4189456	4190886	+	AJBGEP_04163	54.6	5.5		
contig_1	4194453	4195001	+	AJBGEP_04169	19.6	4.9		
contig_1	4224051	4224566	+	AJBGEP_04199	19.2	5.8		
contig_1	4267080	4267394	-	AJBGEP_04243	12.3	5.6	PF05336.19|rhaM	PFAM:PF05336.19
contig_1	4293826	4294176	-	AJBGEP_04270	13.0	5.7	PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF16867.11|DMSP_lyase	PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF16867.11
contig_1	4388486	4388623	-	AJBGEP_04356	5.5	5.0		
contig_1	4392505	4392678	-	AJBGEP_04360	6.3	4.4	PF02597.26|ThiS	PFAM:PF02597.26
contig_1	4432921	4433376	-	AJBGEP_04396	17.6	9.1		
contig_1	4433983	4435728	-	AJBGEP_04398	59.0	5.6	PF03406.18|Phage_fiber_2, PF12571.13|Phage_tail_fib	PFAM:PF03406.18, PFAM:PF12571.13
contig_1	4436356	4437471	-	AJBGEP_04400	40.0	4.8		
contig_1	4437985	4439532	-	AJBGEP_04402	58.2	9.3		SO:0001217, UniRef:UniRef50_A0A7H0MG07
contig_1	4447505	4448932	-	AJBGEP_04411	51.6	5.5	PF04984.19|Phage_sheath_1, PF17482.7|Phage_sheath_1C	PFAM:PF04984.19, PFAM:PF17482.7, SO:0001217, UniRef:UniRef50_U3U6A9
contig_1	4455793	4456038	+	AJBGEP_04421	7.5	5.8		
contig_1	4474884	4475012	+	AJBGEP_04438	5.0	8.7		
contig_1	4617406	4617714	+	AJBGEP_04559	11.1	7.0	PF17209.9|Hfq	PFAM:PF17209.9
contig_1	4631196	4632359	+	AJBGEP_04574	45.3	4.8	PF03738.19|GSP_synth	PFAM:PF03738.19
contig_1	4670877	4671191	-	AJBGEP_04615	12.1	8.7		SO:0001217, UniRef:UniRef50_A0A3U8EHJ2
contig_1	4673931	4674110	-	AJBGEP_04618	6.8	6.8		SO:0001217, UniRef:UniRef50_A0A5V6ND51
contig_1	4710471	4711052	-	AJBGEP_04653	21.6	9.1	PF00367.25|PTS_EIIB	PFAM:PF00367.25
contig_1	4744147	4744434	+	AJBGEP_04686	10.9	10.3	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
contig_1	4751605	4754208	-	AJBGEP_04690	100.4	5.7	PF08665.17|PglZ	PFAM:PF08665.17
contig_1	4765449	4765556	-	AJBGEP_04698	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6
contig_1	4772861	4773388	-	AJBGEP_04708	19.7	5.7	PF01738.24|DLH	PFAM:PF01738.24
contig_1	4776474	4776920	+	AJBGEP_04712	16.7	9.4	PF05638.18|T6SS_HCP	PFAM:PF05638.18
contig_1	4788866	4789030	+	AJBGEP_04723	6.8	10.8	PF06568.16|DUF1127	PFAM:PF06568.16
contig_1	4798756	4799058	+	AJBGEP_04732	11.4	9.5	PF14384.12|BrnA_antitoxin	PFAM:PF14384.12
contig_1	4815106	4815567	-	AJBGEP_04745	15.9	8.7		
contig_1	4823194	4823430	+	AJBGEP_04755	8.4	9.8		
contig_1	4856468	4856575	+	AJBGEP_04790	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3
contig_2	385	546	+	AJBGEP_04805	5.7	4.8		
contig_2	668	841	+	AJBGEP_04806	6.0	11.8		
contig_2	975	1154	+	AJBGEP_04807	6.4	8.2	PF13091.12|PLDc_2	PFAM:PF13091.12
contig_2	6534	6719	-	AJBGEP_04816	6.7	8.0		
contig_2	8423	8536	+	AJBGEP_04820	4.2	6.5		
contig_2	15554	15763	+	AJBGEP_04827	7.9	5.5	PF04076.19|BOF	PFAM:PF04076.19
contig_2	18898	19386	-	AJBGEP_04829	18.9	9.7		SO:0001217, UniRef:UniRef50_A0A2S8JWE2
contig_2	20095	20313	+	AJBGEP_04830	8.3	4.8	PF07362.18|CcdA	PFAM:PF07362.18
contig_2	20909	21430	+	AJBGEP_04833	19.4	8.6		
contig_2	23476	23961	+	AJBGEP_04837	16.9	11.6		
contig_2	24238	24525	-	AJBGEP_04838	10.6	11.6		SO:0001217, UniRef:UniRef50_A0A736X0J9
contig_2	29989	30201	+	AJBGEP_04845	7.9	10.9		
contig_2	31081	31245	-	AJBGEP_04847	5.9	9.1	PF00959.24|Phage_lysozyme	PFAM:PF00959.24
contig_2	32582	32713	+	AJBGEP_04849	4.9	7.9		SO:0001217, UniRef:UniRef50_E8XLJ5
contig_2	39662	40777	+	AJBGEP_04856	41.5	4.8		
contig_2	41463	41798	+	AJBGEP_04858	13.3	10.7		
contig_2	43535	43675	+	AJBGEP_04861	5.0	6.5		
contig_2	53638	53781	+	AJBGEP_04875	5.8	7.8		
contig_2	58713	58871	+	AJBGEP_04881	5.7	6.5		
contig_2	66840	67355	+	AJBGEP_04896	18.4	9.3		
contig_2	68168	68287	+	AJBGEP_04899	4.7	9.2		
