# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_29	cds	13223	14437	+	PKJKAM_00134		Diaminopropionate ammonia-lyase	SO:0001217, UniRef:UniRef50_P40817
contig_29	cds	14683	16116	+	PKJKAM_00135		Amino acid carrier protein	SO:0001217, UniRef:UniRef50_A0A603RJF1
contig_29	cds	16197	16532	-	PKJKAM_00136		hypothetical protein	
contig_29	cds	16504	17397	-	PKJKAM_00137		hypothetical protein	PFAM:PF17767.7
contig_29	cds	17592	18884	-	PKJKAM_00138	int	FimB-specific integrase	NCBIProtein:CHL97714.1, SO:0001217, UniRef:UniRef50_A0A0P0ZGT7
contig_29	cds	18929	19177	-	PKJKAM_00139	xis	excisionase Xis	NCBIProtein:AAO69544.1
contig_29	cds	19218	19457	-	PKJKAM_00140		hypothetical protein	
contig_29	cds	19500	20609	-	PKJKAM_00141		Enterohemolysin	SO:0001217, UniRef:UniRef50_A0A756I5M3
contig_29	cds	20620	23820	-	PKJKAM_00142		Exodeoxyribonuclease VIII	SO:0001217, UniRef:UniRef50_A0A4V1HP60
contig_30	cds	45	308	+	PKJKAM_00143		hypothetical protein	
contig_30	cds	414	869	+	PKJKAM_00144	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	SO:0001217, UniRef:UniRef50_Q9KPW3
contig_30	cds	873	1661	+	PKJKAM_00145		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	SO:0001217, UniRef:UniRef50_A8GID4
contig_30	cds	1661	2809	+	PKJKAM_00146		Lipid-A-disaccharide synthase	SO:0001217, UniRef:UniRef50_A0A376LI07
contig_30	cds	2806	3402	+	PKJKAM_00147		Ribonuclease HII	SO:0001217, UniRef:UniRef50_Q8EGG1
contig_30	cds	3426	6908	+	PKJKAM_00148		DNA polymerase III subunit alpha	SO:0001217, UniRef:UniRef50_P10443
contig_30	cds	6921	7880	+	PKJKAM_00149		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	SO:0001217, UniRef:UniRef50_Q4ZWR2
contig_30	cds	8061	9824	+	PKJKAM_00150		Chitin-binding type-3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1L3ERG7
contig_30	cds	9900	12041	+	PKJKAM_00151	ldcC	lysine decarboxylase LdcC	BlastRules:WP_001020954, EC:4.1.1.18, SO:0001217, UniRef:UniRef50_A0A2X3GUT2
contig_30	cds	12097	12486	+	PKJKAM_00152		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase	SO:0001217, UniRef:UniRef50_A0A1V5LLX3
contig_30	cds	12549	13841	+	PKJKAM_00153		tRNA(Ile)-lysidine synthase	SO:0001217, UniRef:UniRef50_A0A378BF75
contig_30	cds	13925	14185	-	PKJKAM_00154		hypothetical protein	
contig_30	cds	14172	14372	-	PKJKAM_00155		UPF0253 protein ESA_03148	SO:0001217, UniRef:UniRef50_A7MI25
contig_30	cds	14570	15115	+	PKJKAM_00156	yaeQ	YaeQ family protein	SO:0001217, UniRef:UniRef50_A0A0H3GIN7
contig_30	cds	15112	15534	+	PKJKAM_00157		Peptidyl-tRNA hydrolase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A210VPZ9
contig_30	cds	15566	16285	+	PKJKAM_00158	nlpE	Lipoprotein NlpE	SO:0001217, UniRef:UniRef50_P40710
contig_30	cds	16266	16949	-	PKJKAM_00159		Insertion element, IS3 family protein	SO:0001217, UniRef:UniRef50_M2TLD0
contig_30	cds	17120	17521	-	PKJKAM_00160	tnp	IS3 family ISSen1 transposase ORF A	IS:ISSen1, SO:0001217, UniRef:UniRef50_N8YAU9
contig_30	cds	17656	19374	-	PKJKAM_00161		Proline--tRNA ligase	SO:0001217, UniRef:UniRef50_G2H1A0
contig_30	cds	19485	20192	-	PKJKAM_00162		Methyltransferase	SO:0001217, UniRef:UniRef50_A0A2X3KIH5
contig_30	cds	20189	20593	-	PKJKAM_00163	rcsF	Outer membrane lipoprotein RcsF	SO:0001217, UniRef:UniRef50_P69411
contig_30	cds	20712	21527	-	PKJKAM_00164	metQ	methionine ABC transporter substrate-binding lipoprotein MetQ	BlastRules:WP_000874226, SO:0001217, UniRef:UniRef50_Q9KTJ7
contig_30	cds	21566	22219	-	PKJKAM_00165		hypothetical protein	
contig_30	cds	22212	23243	-	PKJKAM_00166	metN	methionine ABC transporter ATP-binding protein MetN	BlastRules:WP_000594016, BlastRules:WP_000594021, SO:0001217, UniRef:UniRef50_P30750
contig_30	cds	23433	23999	+	PKJKAM_00167		D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase	SO:0001217, UniRef:UniRef50_P63228
contig_31	cds	24	647	+	PKJKAM_00168		hypothetical protein	PFAM:PF07338.18
contig_31	cds	946	2328	+	PKJKAM_00169		Amino acid permease	SO:0001217, UniRef:UniRef50_A0A379TB46
contig_31	cds	2390	2725	-	PKJKAM_00170		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A8S0FUP3
contig_31	cds	2852	3583	+	PKJKAM_00171	rstA	Transcriptional regulatory protein RstA	SO:0001217, UniRef:UniRef50_P52108
contig_31	cds	4063	5226	+	PKJKAM_00172	ompS2	porin OmpS2	BlastRules:WP_000824321, SO:0001217, UniRef:UniRef50_P02931
contig_31	cds	5385	7085	+	PKJKAM_00173		Amidohydrolase 3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0K0HAH3
contig_31	cds	7196	8497	+	PKJKAM_00174		histidine kinase	SO:0001217, UniRef:UniRef50_A0A3N0G4L4
contig_31	cds	8573	9502	+	PKJKAM_00175		DNA replication terminus site-binding protein	SO:0001217, UniRef:UniRef50_A0A2P5GTY5
contig_31	cds	9499	10902	-	PKJKAM_00176		Fumarate hydratase class II	SO:0001217, UniRef:UniRef50_Q9KCX4
contig_31	cds	11070	12716	-	PKJKAM_00177	fumB	class I fumarate hydratase	BlastRules:WP_000066639, BlastRules:WP_000066707, EC:4.2.1.2, SO:0001217, UniRef:UniRef50_A0A5C1MBS7
contig_31	cds	12916	14091	+	PKJKAM_00178		mannose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_G5LP50
contig_31	cds	14194	15702	+	PKJKAM_00179	ydgA	Protein YdgA	SO:0001217, UniRef:UniRef50_P77804
contig_31	cds	16408	17409	+	PKJKAM_00180		Adenosine deaminase	SO:0001217, UniRef:UniRef50_B7LQP7
contig_31	cds	17484	18524	-	PKJKAM_00181	ydgJ	Uncharacterized oxidoreductase YdgJ	SO:0001217, UniRef:UniRef50_P77376
contig_31	cds	19158	19373	+	PKJKAM_00182		H-NS-and StpA-binding protein	SO:0001217, UniRef:UniRef50_A0A2B7MLN2
contig_31	cds	19462	19902	+	PKJKAM_00183	ydgK	Inner membrane protein YdgK	SO:0001217, UniRef:UniRef50_A0A090V4A7
contig_31	cds	19979	20560	+	PKJKAM_00184		Ion-translocating oxidoreductase complex subunit A	SO:0001217, UniRef:UniRef50_Q482U3
contig_31	cds	20560	21138	+	PKJKAM_00185		Ion-translocating oxidoreductase complex subunit B	SO:0001217, UniRef:UniRef50_A0A3N0UX17
contig_31	cds	21131	23338	+	PKJKAM_00186		hypothetical protein	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_31	cds	23339	24397	+	PKJKAM_00187		Ion-translocating oxidoreductase complex subunit D	SO:0001217, UniRef:UniRef50_A0A6N3QZ10
contig_31	cds	24401	25021	+	PKJKAM_00188		Ion-translocating oxidoreductase complex subunit G	SO:0001217, UniRef:UniRef50_P77285
contig_31	cds	25024	25716	+	PKJKAM_00189		Ion-translocating oxidoreductase complex subunit E	SO:0001217, UniRef:UniRef50_P77179
contig_31	cds	25716	26351	+	PKJKAM_00190		Endonuclease III	SO:0001217, UniRef:UniRef50_P44319
contig_31	cds	26953	28458	+	PKJKAM_00191		Dipeptide and tripeptide permease A	SO:0001217, UniRef:UniRef50_Q0WEG0
contig_31	cds	28563	29168	+	PKJKAM_00192	gstA	Glutathione S-transferase GstA	SO:0001217, UniRef:UniRef50_P0A9D2
contig_31	cds	29227	30087	-	PKJKAM_00193	pdxY	Pyridoxal kinase PdxY	SO:0001217, UniRef:UniRef50_A0A4T0UYJ7
contig_31	cds	30147	31421	-	PKJKAM_00194		Tyrosine--tRNA ligase	SO:0001217, UniRef:UniRef50_P0AGJ9
contig_31	cds	31548	32204	-	PKJKAM_00195		Pyridoxine/pyridoxamine 5'-phosphate oxidase	SO:0001217, UniRef:UniRef50_Q8ED71
contig_31	cds	32263	32625	-	PKJKAM_00196		Membrane-bound lysozyme inhibitor of C-type lysozyme	SO:0001217, UniRef:UniRef50_A7MMK4
contig_31	cds	32680	33312	-	PKJKAM_00197		hypothetical protein	
contig_32	ncRNA	816	922	-	PKJKAM_00198	StyR-44	Salmonella enterica Typhi npcRNA 44	RFAM:RF01830, SO:0000655
contig_32	tRNA	1000	1075	-	PKJKAM_00199	trnE	tRNA-Glu(ttc)	SO:0000259
contig_32	rRNA	1161	2702	-	PKJKAM_00200	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_32	cds	3326	4915	+	PKJKAM_00201	purH	Bifunctional purine biosynthesis protein PurH	SO:0001217, UniRef:UniRef50_P15639
contig_32	cds	4931	6220	+	PKJKAM_00202		Phosphoribosylamine--glycine ligase	SO:0001217, UniRef:UniRef50_P15640
contig_32	cds	6217	7542	-	PKJKAM_00203		Two-component system response regulator	SO:0001217, UniRef:UniRef50_A0A3S4KDD1
contig_32	cds	7548	9134	-	PKJKAM_00204	zraS	Sensor histidine kinase ZraS	SO:0001217, UniRef:UniRef50_P14377
contig_32	cds	9199	9654	+	PKJKAM_00205		Zinc resistance-associated protein	SO:0001217, UniRef:UniRef50_A0A484Y856
contig_32	cds	9696	10388	-	PKJKAM_00206	yjaH	Uncharacterized protein YjaH	SO:0001217, UniRef:UniRef50_P32681
