# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	rRNA	32254	35243	+	ODDLKH_00038	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_2	rRNA	35337	35452	+	ODDLKH_00039	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_2	cds	35785	36222	-	ODDLKH_00040	yjaB	Peptidyl-lysine N-acetyltransferase YjaB	SO:0001217, UniRef:UniRef50_P09163
contig_2	cds	36379	37308	+	ODDLKH_00041		Homoserine O-succinyltransferase	SO:0001217, UniRef:UniRef50_Q9KRM5
contig_2	cds	37577	39178	+	ODDLKH_00042		Malate synthase	SO:0001217, UniRef:UniRef50_A0A0M0I003
contig_2	cds	39210	40514	+	ODDLKH_00043		Isocitrate lyase	SO:0001217, UniRef:UniRef50_B6BQ52
contig_2	cds	40616	42367	+	ODDLKH_00044		Isocitrate dehydrogenase kinase/phosphatase	SO:0001217, UniRef:UniRef50_P51067
contig_2	cds	42331	42765	-	ODDLKH_00045		ASCH domain-containing protein	SO:0001217, UniRef:UniRef50_Q6DAK1
contig_2	cds	42749	43573	-	ODDLKH_00046	iclR	Transcriptional repressor IclR	SO:0001217, UniRef:UniRef50_P16528
contig_2	cds	43878	47561	+	ODDLKH_00047		Methionine synthase	SO:0001217, UniRef:UniRef50_P13009
contig_2	cds	47828	49459	+	ODDLKH_00048	yjbB	Uncharacterized protein YjbB	SO:0001217, UniRef:UniRef50_P0AF43
contig_2	cds	49549	50238	-	ODDLKH_00049		Peptidase E	SO:0001217, UniRef:UniRef50_P36936
contig_2	cds	50446	50985	+	ODDLKH_00050		Nucleoprotein/polynucleotide-associated enzyme	SO:0001217, UniRef:UniRef50_A0A0U5GKZ0
contig_2	cds	51032	51901	+	ODDLKH_00051	rluF	Dual-specificity RNA pseudouridine synthase RluF	SO:0001217, UniRef:UniRef50_Q8ZKL1
contig_2	cds	51898	52170	-	ODDLKH_00052		DUF3811 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A389MF16
contig_2	cds	52268	53209	-	ODDLKH_00053	panS	ketopantoate/pantoate/pantothenate transporter PanS	BlastRules:WP_000881652, SO:0001217, UniRef:UniRef50_Q8ZKL0
contig_2	cds	53471	54199	-	ODDLKH_00054		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_B7LKX4
contig_2	cds	54778	55254	-	ODDLKH_00055		Serine acetyltransferase	SO:0001217, UniRef:UniRef50_A0A447TQ20
contig_2	cds	55575	56030	-	ODDLKH_00056		hypothetical protein	
contig_2	cds	56027	56641	-	ODDLKH_00057		DUF4376 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A636VKE2
contig_2	cds	56648	58306	-	ODDLKH_00058		Phage tail protein	SO:0001217, UniRef:UniRef50_A0A6C8Y9W3
contig_2	cds	58309	58941	-	ODDLKH_00059		Phage tail protein	SO:0001217, UniRef:UniRef50_Q8ZKK4
contig_2	cds	58934	60049	-	ODDLKH_00060		hypothetical protein	
contig_2	cds	60040	60399	-	ODDLKH_00061		Putative phage baseplate protein gpW	SO:0001217, UniRef:UniRef50_A0A6P2SE40
contig_2	cds	60460	60582	+	ODDLKH_00062		hypothetical protein	SO:0001217, UniRef:UniRef50_B5F1L8
contig_2	cds	60563	62110	-	ODDLKH_00063		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7H0MG07
contig_2	cds	62110	63039	-	ODDLKH_00064		Glycosyltransferase 2-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2H2Z5B5
contig_2	cds	63726	64448	-	ODDLKH_00065		Phage baseplate assembly protein V	SO:0001217, UniRef:UniRef50_A0A482IM78
contig_2	cds	64458	65501	-	ODDLKH_00066		Phage protein D	SO:0001217, UniRef:UniRef50_A0A4R3VQD7
contig_2	cds	65489	65698	-	ODDLKH_00067		Tail protein X	SO:0001217, UniRef:UniRef50_A0A0C5E3Z1
contig_2	cds	65698	66651	-	ODDLKH_00068		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_Q8ZKJ5
contig_2	cds	66651	69005	-	ODDLKH_00069		Putative phage tail protein	SO:0001217, UniRef:UniRef50_A0A376VPW4
contig_2	cds	69190	69507	-	ODDLKH_00070		Phage tail assembly protein	SO:0001217, UniRef:UniRef50_A0A379QRV4
contig_2	cds	69559	70083	-	ODDLKH_00071		Phage major tail tube protein	SO:0001217, UniRef:UniRef50_U3U8B9
contig_2	cds	70083	71510	-	ODDLKH_00072		hypothetical protein	PFAM:PF04984.19, PFAM:PF17482.7, SO:0001217, UniRef:UniRef50_U3U6A9
contig_2	cds	71500	71697	-	ODDLKH_00073		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A9X0Q0W5
contig_2	cds	71694	72149	-	ODDLKH_00074		Gp37 protein	SO:0001217, UniRef:UniRef50_B7LKZ1
contig_2	cds	72309	72623	-	ODDLKH_00075		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A9X0PZZ0
contig_2	cds	72636	73208	-	ODDLKH_00076		Soluble lytic murein transglycosylase	SO:0001217, UniRef:UniRef50_Q8ZKI8
contig_2	cds	73244	73531	-	ODDLKH_00077		Holin	SO:0001217, UniRef:UniRef50_A0A5Y3MJA4
contig_2	cds	74107	74454	+	ODDLKH_00078		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A1X0YKA7
contig_2	cds	74587	75936	-	ODDLKH_00079		Aspartokinase	SO:0001217, UniRef:UniRef50_A0A379U5H8
contig_2	cds	76281	77930	+	ODDLKH_00080		Glucose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_O25781
contig_2	ncRNA	78017	78178	-	ODDLKH_00081	STnc430	Enterobacterial sRNA STnc430	RFAM:RF02053, SO:0000655
contig_2	cds	78371	78616	+	ODDLKH_00082		hypothetical protein	
contig_2	cds	78680	79318	+	ODDLKH_00083	yjbF	Uncharacterized lipoprotein YjbF	SO:0001217, UniRef:UniRef50_P32687
contig_2	cds	79315	80052	+	ODDLKH_00084	yjbG	Uncharacterized protein YjbG	SO:0001217, UniRef:UniRef50_P32688
contig_2	cds	80052	82148	+	ODDLKH_00085		Lipoprotein	SO:0001217, UniRef:UniRef50_B2VKA7
contig_2	cds	82291	82701	+	ODDLKH_00086	psiE	Protein PsiE	SO:0001217, UniRef:UniRef50_P0A7C8
contig_2	cds	82867	83757	-	ODDLKH_00087	malG	Maltose/maltodextrin transport system permease protein MalG	SO:0001217, UniRef:UniRef50_A0A845SKQ7
contig_2	cds	83772	85316	-	ODDLKH_00088		Maltose/maltodextrin transport system permease protein	SO:0001217, UniRef:UniRef50_A0A379YFR7
contig_2	cds	85448	86638	-	ODDLKH_00089		Maltose/maltodextrin-binding periplasmic protein	SO:0001217, UniRef:UniRef50_P19576
contig_2	cds	87000	88109	+	ODDLKH_00090	malK	Maltose/maltodextrin import ATP-binding protein MalK	SO:0001217, UniRef:UniRef50_P68187
contig_2	cds	88198	89556	+	ODDLKH_00091		Maltoporin	SO:0001217, UniRef:UniRef50_A0A2P7RBI5
contig_2	cds	89720	90637	+	ODDLKH_00092		Maltose operon periplasmic protein	SO:0001217, UniRef:UniRef50_P03841
contig_2	cds	90818	91315	+	ODDLKH_00093		Chorismate pyruvate-lyase	SO:0001217, UniRef:UniRef50_A0A0F0VL15
contig_2	cds	91329	92201	+	ODDLKH_00094		4-hydroxybenzoate octaprenyltransferase	SO:0001217, UniRef:UniRef50_Q15ZT9
contig_2	cds	92300	94720	-	ODDLKH_00095		Glycerol-3-phosphate acyltransferase	SO:0001217, UniRef:UniRef50_P0A7A7
contig_2	cds	94891	95259	+	ODDLKH_00096		Diacylglycerol kinase	SO:0001217, UniRef:UniRef50_Q7CPB3
contig_2	cds	95368	95976	+	ODDLKH_00097	lexA	LexA repressor	SO:0001217, UniRef:UniRef50_Q6D9I5
contig_2	cds	96155	97480	+	ODDLKH_00098		DNA damage-inducible protein F	SO:0001217, UniRef:UniRef50_P28303
contig_2	cds	97462	97590	+	ODDLKH_00099		hypothetical protein	
contig_2	cds	97609	97821	+	ODDLKH_00100	yjbJ	UPF0337 protein YjbJ	SO:0001217, UniRef:UniRef50_A0A485BC09
contig_2	cds	97920	98435	-	ODDLKH_00101		Zinc uptake regulation protein	SO:0001217, UniRef:UniRef50_C9Y1F8
contig_2	cds	98682	99992	+	ODDLKH_00102		Conjugal transfer protein	SO:0001217, UniRef:UniRef50_L0MBG7
contig_2	cds	100080	101078	+	ODDLKH_00103		tRNA-dihydrouridine(20/20a) synthase	SO:0001217, UniRef:UniRef50_P32695
contig_2	cds	101246	101488	+	ODDLKH_00104		Phage shock protein G	SO:0001217, UniRef:UniRef50_B2VKD5
contig_2	cds	101662	102645	-	ODDLKH_00105		Quinone oxidoreductase 1	SO:0001217, UniRef:UniRef50_P28304
contig_2	cds	102710	104125	+	ODDLKH_00106	dnaB	Replicative DNA helicase DnaB	SO:0001217, UniRef:UniRef50_P0ACB0
contig_2	cds	104157	105236	+	ODDLKH_00107		Alanine racemase, biosynthetic	SO:0001217, UniRef:UniRef50_P0A6B4
contig_2	cds	105422	106615	+	ODDLKH_00108	tyrB	aromatic amino acid transaminase	BlastRules:WP_000486903, EC:2.6.1.57, SO:0001217, UniRef:UniRef50_A0A378B534
contig_2	cds	106802	107515	+	ODDLKH_00109		Class B acid phosphatase	SO:0001217, UniRef:UniRef50_Q59544
contig_2	cds	107644	108060	+	ODDLKH_00110		Secondary thiamine-phosphate synthase enzyme	SO:0001217, UniRef:UniRef50_A0A2K4X6A9
contig_2	cds	108063	108419	+	ODDLKH_00111	yjbR	Uncharacterized protein YjbR	SO:0001217, UniRef:UniRef50_P0AF50
contig_2	cds	108420	108758	-	ODDLKH_00112		Inner membrane protein	SO:0001217, UniRef:UniRef50_A9MGN1
contig_2	cds	108745	109188	-	ODDLKH_00113		Lipoprotein	SO:0001217, UniRef:UniRef50_A9MGN0
contig_2	cds	109332	112157	-	ODDLKH_00114		UvrABC system protein A	SO:0001217, UniRef:UniRef50_P57979
contig_2	cds	112405	112935	+	ODDLKH_00115	ssb1	single-stranded DNA-binding protein SSB1	BlastRules:WP_000168322, SO:0001217, UniRef:UniRef50_P25762
contig_2	ncRNA-region	113856	113893	+			JUMPstart RNA	RFAM:RF01707, SO:0005836
contig_2	cds	113976	114608	+	ODDLKH_00116	siiA	SPI-4 type I secretion system auxiliary protein SiiA	BlastRules:WP_000389233, SO:0001217, UniRef:UniRef50_A0A248KE65
contig_2	cds	114605	115993	+	ODDLKH_00117		MotA/TolQ/ExbB proton channel domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Z1PNX2
contig_2	cds	115983	117302	+	ODDLKH_00118	siiC	SPI-4 type I secretion system protein SiiC	BlastRules:WP_001541306, SO:0001217, UniRef:UniRef50_A9MGM4
contig_2	cds	117299	118576	+	ODDLKH_00119	siiD	SPI-4 type I secretion system protein SiiD	BlastRules:WP_001081935, SO:0001217, UniRef:UniRef50_A0A655ERP2
contig_2	cds	118593	135272	+	ODDLKH_00120	siiE	non-fimbrial adhesin SiiE	BlastRules:WP_000527217, SO:0001217, UniRef:UniRef50_A0A8D5CAZ0
contig_2	cds	135312	137378	+	ODDLKH_00121	siiF	SPI-4 type I secretion system protein SiiF	BlastRules:WP_000358566, SO:0001217, UniRef:UniRef50_A9MGM1
contig_2	cds	137656	137937	-	ODDLKH_00122	yjcB	YjcB protein	SO:0001217, UniRef:UniRef50_A0A0H3GHM5
contig_2	cds	138500	140101	+	ODDLKH_00123	pdeC	putative cyclic di-GMP phosphodiesterase PdeC	SO:0001217, UniRef:UniRef50_P32701
contig_2	cds	140089	140412	-	ODDLKH_00124		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A089PGV1
contig_2	cds	140499	140957	+	ODDLKH_00125	soxR	redox-sensitive transcriptional activator SoxR	BlastRules:WP_000412686, SO:0001217, UniRef:UniRef50_A0A6G6IUC2
contig_2	ncRNA	140989	141129	-	ODDLKH_00126	sraL	sraL Hfq binding RNA	RFAM:RF01408, SO:0000655
contig_2	cds	141250	141918	+	ODDLKH_00127		Glutathione S-transferase	SO:0001217, UniRef:UniRef50_A0A157NWX7
contig_2	cds	142265	143614	+	ODDLKH_00128	ghxP	guanine/hypoxanthine transporter GhxP	BlastRules:WP_000106882, SO:0001217, UniRef:UniRef50_A0A377IZ31
contig_2	cds	143764	145410	+	ODDLKH_00129		Sodium, potassium, lithium and rubidium/H(+) antiporter	SO:0001217, UniRef:UniRef50_A0A379Z6K5
contig_2	cds	145505	146392	-	ODDLKH_00130		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A8AN34
contig_2	cds	146496	146906	+	ODDLKH_00131		Murein hydrolase exporter	SO:0001217, UniRef:UniRef50_A0A484YDL8
contig_2	cds	146899	147588	+	ODDLKH_00132	lrgB	LrgB family protein	SO:0001217, UniRef:UniRef50_A0A090UWY2
contig_2	cds	147627	149276	-	ODDLKH_00133	actP	Cation/acetate symporter ActP	SO:0001217, UniRef:UniRef50_P32705
contig_2	cds	149273	149587	-	ODDLKH_00134		DUF485 domain-containing protein	SO:0001217, UniRef:UniRef50_K2K1S2
contig_2	cds	149833	151791	-	ODDLKH_00135		Acetyl-coenzyme A synthetase	SO:0001217, UniRef:UniRef50_Q8ZKF6
contig_2	cds	152223	153659	+	ODDLKH_00136		Cytochrome c-552	SO:0001217, UniRef:UniRef50_P0ABK9
contig_2	cds	153771	154337	+	ODDLKH_00137	nrfB	Cytochrome c-type protein NrfB	SO:0001217, UniRef:UniRef50_P0ABL1
contig_2	cds	154334	155005	+	ODDLKH_00138		Cytochrome c nitrite reductase, Fe-S protein	SO:0001217, UniRef:UniRef50_I3D8T3
contig_2	cds	155002	155958	+	ODDLKH_00139	nrfD	Protein NrfD	SO:0001217, UniRef:UniRef50_P32709
contig_2	cds	155951	158173	+	ODDLKH_00140	nrfEF	heme lyase NrfEFG subunit NrfEF	BlastRules:WP_000551709, SO:0001217, UniRef:UniRef50_A0A2X4WUU5
contig_2	cds	158170	158790	+	ODDLKH_00141	nrfG	Formate-dependent nitrite reductase complex subunit NrfG	SO:0001217, UniRef:UniRef50_A0A2B7LJ99
contig_2	cds	159135	160445	+	ODDLKH_00142		Proton/glutamate-aspartate symporter	SO:0001217, UniRef:UniRef50_P21345
contig_2	cds	160603	161292	-	ODDLKH_00143	yjcO	Sel1-repeat-containing protein YjcO	SO:0001217, UniRef:UniRef50_P0AF56
contig_2	cds	161469	163616	-	ODDLKH_00144		Formate dehydrogenase-H subunit alpha	SO:0001217, UniRef:UniRef50_A0A2X3KNL3
contig_2	ncRNA-region	163150	163204	-			Selenocysteine insertion sequence 2	RFAM:RF01988, SO:1001268
contig_2	cds	163971	164879	-	ODDLKH_00145		Dioxygenase for synthesis of lipid	SO:0001217, UniRef:UniRef50_H9L4A3
contig_2	cds	165137	165571	-	ODDLKH_00146		Aminoalkylphosphonate N-acetyltransferase	SO:0001217, UniRef:UniRef50_Q8ZKE6
contig_2	cds	165723	166166	-	ODDLKH_00147		Glyoxalase/fosfomycin resistance/dioxygenase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A089PXH0
contig_2	cds	166286	166621	-	ODDLKH_00148		Alkylphosphonate utilization protein	SO:0001217, UniRef:UniRef50_W5YGA8
contig_2	cds	167089	168591	+	ODDLKH_00149		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_V2TZ09
contig_2	ncRNA	168592	168757	+	ODDLKH_00150	STnc630	Enterobacterial sRNA STnc630	RFAM:RF02052, SO:0000655
contig_2	cds	168661	168750	+	ODDLKH_00151	pmrR	LpxT activity modulator PmrR	SO:0001217, UniRef:UniRef50_A0A1R0FS77
contig_2	cds	168758	169837	-	ODDLKH_00152	pmrB	sensory kinase PmrB	SO:0001217, UniRef:UniRef50_P30844, VFDB:VFC0301, VFDB:VFG052339
contig_2	cds	169838	170506	-	ODDLKH_00153	pmrA	response regulator PmrA	SO:0001217, UniRef:UniRef50_P36556, VFDB:VFC0301, VFDB:VFG052340
contig_2	cds	170503	172146	-	ODDLKH_00154	eptA	Phosphoethanolamine transferase EptA	SO:0001217, UniRef:UniRef50_P30845
contig_2	cds	172280	173617	-	ODDLKH_00155		Arginine/agmatine antiporter	SO:0001217, UniRef:UniRef50_P60061
contig_2	cds	173757	174518	-	ODDLKH_00156	adiY	HTH-type transcriptional regulator AdiY	SO:0001217, UniRef:UniRef50_P33234
contig_2	cds	174816	177083	-	ODDLKH_00157		Arginine decarboxylase	SO:0001217, UniRef:UniRef50_A0A2X4TLG4
contig_2	cds	177316	178248	-	ODDLKH_00158		Melibiose operon regulatory protein	SO:0001217, UniRef:UniRef50_P0ACH8
contig_2	cds	178520	179872	+	ODDLKH_00159	melA	alpha-galactosidase	BlastRules:WP_000986601, EC:3.2.1.22, SO:0001217, UniRef:UniRef50_P06720
contig_2	cds	179956	181386	+	ODDLKH_00160		Melibiose permease	SO:0001217, UniRef:UniRef50_P30878
contig_2	cds	181475	183121	-	ODDLKH_00161		Fumarate hydratase class I	SO:0001217, UniRef:UniRef50_A0A5C1MBS7
contig_2	cds	183217	184557	-	ODDLKH_00162	dcuB	anaerobic C4-dicarboxylate transporter DcuB	BlastRules:WP_000899522, SO:0001217, UniRef:UniRef50_Q6D6Z6
contig_2	cds	184704	184970	-	ODDLKH_00163		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A5U4SZL3
contig_2	cds	185287	186006	-	ODDLKH_00164		Transcriptional regulatory protein	SO:0001217, UniRef:UniRef50_A0A1M0QMJ0
contig_2	cds	186003	187634	-	ODDLKH_00165		histidine kinase	SO:0001217, UniRef:UniRef50_D4E5B1
contig_2	cds	187990	190419	+	ODDLKH_00166	dmsA	Dimethylsulfoxide (DMSO) reductase, A subunit DmsA	SO:0001217, UniRef:UniRef50_I0HQT6
contig_2	cds	190433	191059	+	ODDLKH_00167		Anaerobic dimethyl sulfoxide reductase chain B	SO:0001217, UniRef:UniRef50_P45003
contig_2	cds	191052	191825	+	ODDLKH_00168		Dimethyl sulfoxide reductase	SO:0001217, UniRef:UniRef50_A9MFV5
contig_2	cds	191901	192494	+	ODDLKH_00169		Molecular chaperone	SO:0001217, UniRef:UniRef50_Q8Z1N2
contig_2	cds	192578	193978	-	ODDLKH_00170		DUF1996 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P5GN72
contig_2	cds	194327	195187	+	ODDLKH_00171	yjiK	Uncharacterized protein YjiK	SO:0001217, UniRef:UniRef50_A0A632U6T3
contig_2	ncRNA	195303	195378	+	ODDLKH_00172	pinT	PinT (STnc440) Hfq binding RNA	RFAM:RF01404, SO:0000655
contig_2	cds	195481	195843	-	ODDLKH_00173		Bacterial Ig-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C7I5D6
contig_2	cds	195996	196268	-	ODDLKH_00174		HTH luxR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A9MFU4
contig_2	cds	196280	197155	-	ODDLKH_00175		HTH araC/xylS-type domain-containing protein	SO:0001217, UniRef:UniRef50_A9MFU3
contig_2	cds	197959	198252	+	ODDLKH_00176	tacA2	Antitoxin TacA2	SO:0001217, UniRef:UniRef50_P0DXX4
contig_2	cds	198249	198740	+	ODDLKH_00177		tRNA-acetylating toxin 2	SO:0001217, UniRef:UniRef50_A0A0F6BAH9
contig_2	cds	198943	199410	+	ODDLKH_00178		hypothetical protein	
contig_2	cds	200288	200578	+	ODDLKH_00179	pefB	PefB	SO:0001217, UniRef:UniRef50_Q5Y1U6
contig_2	cds	200613	201152	+	ODDLKH_00180	cshA	CshA minor pilin	SO:0001217, UniRef:UniRef50_O52997
contig_2	cds	201162	203600	+	ODDLKH_00181	faeD	F4 (K88) fimbrial usher FaeD	BlastRules:WP_000761061, SO:0001217, UniRef:UniRef50_P06970
contig_2	cds	203617	204408	+	ODDLKH_00182	faeE	Chaperone protein FaeE	SO:0001217, UniRef:UniRef50_P25401
contig_2	cds	204441	204935	+	ODDLKH_00183	faeF	K88 minor fimbrial subunit FaeF	SO:0001217, UniRef:UniRef50_P25447
contig_2	cds	205153	205968	+	ODDLKH_00184		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A4Z0KXR6
contig_2	cds	206201	206998	+	ODDLKH_00185	faeH	F4 (K88) fimbria minor subunit FaeH	BlastRules:WP_000704731, SO:0001217, UniRef:UniRef50_P33782
contig_2	cds	207026	207790	+	ODDLKH_00186		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0AAP8ANP0
contig_2	cds	208099	208197	+	ODDLKH_00187		hypothetical protein	
contig_2	cds	208223	208795	+	ODDLKH_00188	araC	AraC family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A659PUP7
contig_2	cds	208868	209080	+	ODDLKH_00189		Plasmid-encoded fimbriae regulatory	SO:0001217, UniRef:UniRef50_A0A3S4FAV0
contig_2	cds	209356	209502	+	ODDLKH_00190		hypothetical protein	
contig_2	cds	209528	210376	+	ODDLKH_00191		SdiA-regulated protein	SO:0001217, UniRef:UniRef50_V9SI94
contig_2	cds	210521	211273	-	ODDLKH_00192		non-specific acid phosphatase	BlastRules:WP_001785756, SO:0001217, UniRef:UniRef50_P26976
contig_2	oriT	211627	211680	?			origin of transfer	
contig_2	tRNA	211984	212059	-	ODDLKH_00193	trnF	tRNA-Phe(gaa)	SO:0000267
contig_2	cds	212175	212750	-	ODDLKH_00194	yjdC	HTH-type transcriptional regulator YjdC	SO:0001217, UniRef:UniRef50_P0ACU7
contig_2	cds	212787	214490	-	ODDLKH_00195	dsbD	Thiol:disulfide interchange protein DsbD	SO:0001217, UniRef:UniRef50_P36655
contig_2	cds	214466	214813	-	ODDLKH_00196	cutA	Divalent-cation tolerance protein CutA	SO:0001217, UniRef:UniRef50_Q6D9J5
contig_2	cds	214934	216235	-	ODDLKH_00197	dcuA	anaerobic C4-dicarboxylate transporter DcuA	BlastRules:WP_000961959, SO:0001217, UniRef:UniRef50_P0ABN5
contig_2	cds	216350	217786	-	ODDLKH_00198		Aspartate ammonia-lyase	SO:0001217, UniRef:UniRef50_A0A4U9HGJ9
contig_2	cds	218088	218603	+	ODDLKH_00199	fxsA	UPF0716 protein FxsA	SO:0001217, UniRef:UniRef50_P37147
