# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	68712	69680	+	AJBGEP_00060	576.0	5.7e-208	0.904	0.874	0.990	UniRef:UniRef50_A0A379WFG3
contig_1	cds	69710	70003	+	AJBGEP_00061	111.0	1.1e-31	0.979	0.969	0.600	UniRef:UniRef50_B7LVP5
contig_1	cds	70000	70869	+	AJBGEP_00062	392.0	1.4e-135	0.993	0.827	0.704	UniRef:UniRef50_P17725
contig_1	cds	70880	72400	+	AJBGEP_00063	652.0	5.9e-232	0.964	0.914	0.682	UniRef:UniRef50_P75726
contig_1	cds	72400	72951	+	AJBGEP_00064	218.0	7.4e-71	0.951	0.883	0.609	UniRef:UniRef50_B7LWL8
contig_1	cds	72929	73837	+	AJBGEP_00065	416.0	8.9e-145	0.977	0.850	0.698	UniRef:UniRef50_B7LWM0
contig_1	cds	74017	74838	+	AJBGEP_00066	355.0	9.0e-122	0.971	0.849	0.683	UniRef:UniRef50_Q2NVY2
contig_1	ncRNA-region	74844	74921	+	-	99.7	2.2e-16	-	-	-	RFAM:RF02551
contig_1	cds	74964	75239	-	AJBGEP_00067	-	-	-	-	-	-
contig_1	cds	75881	77029	+	AJBGEP_00068	655.0	3.0e-236	1.183	1.0	0.743	UniRef:UniRef50_P0A6F1
contig_1	cds	77048	80275	+	AJBGEP_00069	2053.0	0.0	0.999	0.824	0.978	UniRef:UniRef50_P00968
contig_1	ncRNA	80366	80489	+	AJBGEP_00070	149.1	6.5e-24	-	-	-	RFAM:RF01405
contig_1	cds	80499	80957	+	AJBGEP_00071	325.0	8.3e-117	1.0	1.0	1.0	IS:IS200F
contig_1	cds	81260	81655	+	AJBGEP_00072	-	-	-	-	-	-
contig_1	cds	81732	82328	-	AJBGEP_00073	275.0	4.7e-93	1.0	0.892	0.702	UniRef:UniRef50_A0A376W173
contig_1	cds	82437	83222	-	AJBGEP_00074	474.0	2.4e-169	0.981	0.828	0.934	UniRef:UniRef50_P31551
contig_1	cds	83276	84829	-	AJBGEP_00075	606.0	2.7e-213	1.002	0.940	0.577	UniRef:UniRef50_P31552
contig_1	cds	84892	86109	-	AJBGEP_00076	832.0	6.0e-306	1.0	0.918	0.983	UniRef:UniRef50_P31572
contig_1	cds	86221	87363	-	AJBGEP_00077	759.0	1.0e-278	1.029	1.0	0.972	UniRef:UniRef50_P60584
contig_1	cds	87398	88915	-	AJBGEP_00078	771.0	1.8e-278	0.976	0.890	0.740	UniRef:UniRef50_P31553
contig_1	cds	89396	90166	+	AJBGEP_00079	404.0	4.8e-142	1.0	0.921	0.816	UniRef:UniRef50_A0A2X4TIQ2
contig_1	cds	90182	91123	+	AJBGEP_00080	548.0	4.1e-197	1.102	1.0	0.838	UniRef:UniRef50_P31574
contig_1	cds	91173	92459	+	AJBGEP_00081	513.0	1.6e-179	1.035	1.002	0.607	UniRef:UniRef50_A0A6A8QPB3
contig_1	cds	92456	92743	+	AJBGEP_00082	187.0	8.6e-62	1.116	1.0	0.858	UniRef:UniRef50_A0A120M097
contig_1	ncRNA	92768	92850	-	AJBGEP_00083	63.2	6.8e-09	-	-	-	RFAM:RF02564
contig_1	cds	92890	94230	+	AJBGEP_00084	884.0	0.0	1.0	0.809	0.998	UniRef:UniRef50_P31679
contig_1	cds	94319	94549	+	AJBGEP_00085	69.7	1.1e-15	1.013	1.0	0.519	UniRef:UniRef50_A0A0J8YCG2
contig_1	cds	94843	95259	+	AJBGEP_00086	-	-	-	-	-	-
contig_1	ncRNA	95260	95482	+	AJBGEP_00087	264.6	2.7e-40	-	-	-	RFAM:RF02050
contig_1	cds	95483	95773	-	AJBGEP_00088	141.0	2.1e-43	1.0	0.857	0.729	UniRef:UniRef50_A0A0H3GT82
contig_1	cds	96671	98560	+	AJBGEP_00089	1295.0	0.0	1.022	1.0	0.975	UniRef:UniRef50_A0A5E4TG07
contig_1	cds	98967	99497	+	AJBGEP_00090	253.0	1.1e-84	1.040	0.888	0.645	UniRef:UniRef50_Q8ZRW3
contig_1	cds	99490	101352	+	AJBGEP_00091	1023.0	0.0	1.106	0.999	0.815	UniRef:UniRef50_P03819
contig_1	cds	101551	102030	+	AJBGEP_00092	282.0	6.6e-97	1.0	0.874	0.836	UniRef:UniRef50_Q6D0D5
contig_1	cds	102136	102984	-	AJBGEP_00093	484.0	3.7e-173	0.972	0.993	0.818	UniRef:UniRef50_C4L9L6
contig_1	cds	102995	103372	-	AJBGEP_00094	239.0	5.5e-81	0.992	0.855	0.944	UniRef:UniRef50_Q56017
contig_1	cds	103375	104196	-	AJBGEP_00095	359.0	1.8e-123	0.971	0.855	0.660	UniRef:UniRef50_P06992
contig_1	cds	104193	105182	-	AJBGEP_00096	412.0	1.7e-142	1.009	0.902	0.636	UniRef:UniRef50_P58719
contig_1	cds	105182	106468	-	AJBGEP_00097	555.0	8.4e-196	0.995	0.926	0.660	UniRef:UniRef50_P0ABZ6
contig_1	cds	106522	108882	-	AJBGEP_00098	1147.0	0.0	1.015	0.989	0.704	UniRef:UniRef50_B4F2H9
contig_1	cds	109136	109948	+	AJBGEP_00099	257.0	1.2e-83	1.067	1.003	0.507	UniRef:UniRef50_Q74Q30
contig_1	cds	110043	110702	-	AJBGEP_00100	334.0	2.9e-115	1.0	0.811	0.744	UniRef:UniRef50_P0AA37
contig_1	cds	110714	113620	-	AJBGEP_00101	1766.0	0.0	0.985	0.873	0.930	UniRef:UniRef50_P60240
contig_1	cds	113794	116145	-	AJBGEP_00102	1461.0	0.0	1.0	0.812	0.895	UniRef:UniRef50_P21189
contig_1	cds	116189	116809	-	AJBGEP_00103	368.0	5.7e-129	1.0	0.811	0.932	UniRef:UniRef50_A0A6C6YWV0
contig_1	cds	117528	117947	+	AJBGEP_00104	277.0	1.1e-95	0.964	0.870	0.993	UniRef:UniRef50_S5NAE8
contig_1	cds	117953	118648	-	AJBGEP_00105	451.0	5.6e-161	1.0	0.843	0.939	UniRef:UniRef50_P08203
contig_1	cds	118789	120291	-	AJBGEP_00106	988.0	0.0	0.998	0.933	0.950	UniRef:UniRef50_P08202
contig_1	cds	120302	122011	-	AJBGEP_00107	798.0	1.0e-289	0.810	1.0	0.842	UniRef:UniRef50_A0A4P0XR93
contig_1	cds	122352	123197	+	AJBGEP_00108	536.0	1.3e-193	1.0	0.959	0.886	UniRef:UniRef50_A0A090V0Z5
contig_1	cds	123316	124083	+	AJBGEP_00109	347.0	7.9e-120	0.988	0.973	0.671	UniRef:UniRef50_A0A377TMN9
contig_1	cds	124122	124829	-	AJBGEP_00110	219.0	9.4e-70	0.928	0.838	0.532	UniRef:UniRef50_A0A925TCM8
contig_1	cds	124813	126423	-	AJBGEP_00111	623.0	3.5e-219	0.989	0.909	0.628	UniRef:UniRef50_A0A8I1W5K3
contig_1	cds	126399	127382	-	AJBGEP_00112	431.0	2.5e-150	0.997	0.921	0.644	UniRef:UniRef50_A0A0U5LKV3
contig_1	ncRNA-region	127414	127513	-	-	68.5	5.5e-11	-	-	-	RFAM:RF00059
contig_1	cds	127560	129218	-	AJBGEP_00113	957.0	0.0	0.993	0.989	0.828	UniRef:UniRef50_A0A377KCN3
contig_1	ncRNA	129286	129524	+	AJBGEP_00114	199.1	2.8e-31	-	-	-	RFAM:RF00534
contig_1	cds	129311	129433	+	AJBGEP_00115	85.1	9.4e-23	1.0	0.816	0.975	UniRef:UniRef50_A0A0J1LLN9
contig_1	cds	129769	130374	-	AJBGEP_00116	239.0	7.2e-79	0.985	0.938	0.571	UniRef:UniRef50_Q9PLW2
contig_1	cds	130385	131785	-	AJBGEP_00117	882.0	0.0	1.0	0.813	0.953	UniRef:UniRef50_P0A6A6
contig_1	cds	131788	132879	-	AJBGEP_00118	516.0	1.1e-182	0.983	0.884	0.717	UniRef:UniRef50_P56933
contig_1	cds	132879	134450	-	AJBGEP_00119	838.0	1.6e-303	1.0	0.850	0.822	UniRef:UniRef50_P15875
contig_1	ncRNA-region	134491	134638	-	-	149.4	8.8e-26	-	-	-	RFAM:RF00512
contig_1	sorf	134538	134624	-	AJBGEP_00120	55.1	2.2e-16	1.036	1.0	0.966	UniRef:UniRef50_P03062
contig_1	cds	135281	136225	+	AJBGEP_00121	629.0	7.3e-229	1.0	0.897	1.0	UniRef:UniRef50_P46924
contig_1	cds	136547	138271	+	AJBGEP_00122	1006.0	0.0	1.0	0.891	0.876	UniRef:UniRef50_P00893
contig_1	cds	138271	138765	+	AJBGEP_00123	277.0	4.1e-95	1.0	0.943	0.884	UniRef:UniRef50_P00894
contig_1	cds	139049	140053	+	AJBGEP_00124	602.0	4.5e-218	1.0	0.994	0.898	UniRef:UniRef50_A1JJI2
contig_1	cds	140659	141117	+	AJBGEP_00125	264.0	2.2e-90	1.0	0.968	0.855	UniRef:UniRef50_C5B9E7
contig_1	cds	141119	142060	+	AJBGEP_00126	583.0	1.2e-210	1.0	0.902	0.958	UniRef:UniRef50_P60390
contig_1	cds	142057	142422	+	AJBGEP_00127	219.0	1.4e-73	0.950	0.852	0.974	UniRef:UniRef50_Q7CR84
contig_1	cds	142438	144204	+	AJBGEP_00128	1119.0	0.0	1.0	1.0	0.963	BlastRules:WP_000642196
contig_1	cds	144191	145678	+	AJBGEP_00129	648.0	3.4e-230	1.095	1.0	0.614	UniRef:UniRef50_Q8ZRU7
contig_1	cds	145675	147033	+	AJBGEP_00130	759.0	8.2e-275	0.993	0.824	0.878	UniRef:UniRef50_P11880
contig_1	cds	147027	148109	+	AJBGEP_00131	696.0	1.7e-253	0.994	0.880	0.975	UniRef:UniRef50_P0A6W3
contig_1	cds	148112	149428	+	AJBGEP_00132	811.0	4.1e-296	0.975	0.816	0.972	UniRef:UniRef50_Q8ZRU4
contig_1	cds	149428	150672	+	AJBGEP_00133	560.0	2.6e-198	0.911	0.838	0.740	UniRef:UniRef50_Q493Q2
contig_1	cds	150669	151736	+	AJBGEP_00134	566.0	3.5e-203	0.994	0.959	0.807	UniRef:UniRef50_Q8ZIE9
contig_1	cds	151855	153330	+	AJBGEP_00135	842.0	4.1e-307	1.0	0.926	0.862	UniRef:UniRef50_P17952
contig_1	cds	153323	154243	+	AJBGEP_00136	384.0	1.1e-131	1.225	1.0	0.565	UniRef:UniRef50_P07862
contig_1	cds	154245	155075	+	AJBGEP_00137	482.0	2.7e-171	1.279	1.0	0.737	UniRef:UniRef50_P06136
contig_1	cds	155072	156334	+	AJBGEP_00138	813.0	4.2e-298	1.0	0.938	0.988	UniRef:UniRef50_P0ABH0
contig_1	ncRNA	156314	156403	+	AJBGEP_00139	90.6	2.7e-14	-	-	-	RFAM:RF02797
contig_1	cds	156395	157546	+	AJBGEP_00140	439.0	2.4e-151	1.146	1.002	0.604	UniRef:UniRef50_Q9ZAW3
contig_1	cds	157647	158564	+	AJBGEP_00141	586.0	3.9e-212	1.141	1.0	0.871	UniRef:UniRef50_Q6LMG1
contig_1	cds	158843	159340	+	AJBGEP_00142	322.0	3.7e-115	1.0	1.0	0.988	BlastRules:WP_000014335
contig_1	cds	159402	162107	+	AJBGEP_00143	1188.0	0.0	0.984	0.838	0.682	UniRef:UniRef50_P10408
contig_1	ncRNA	162177	162244	+	AJBGEP_00144	59.9	3.9e-09	-	-	-	RFAM:RF02057
contig_1	cds	162259	162654	+	AJBGEP_00145	262.0	5.9e-90	0.977	0.853	0.969	UniRef:UniRef50_P08337
contig_1	cds	162976	163167	-	AJBGEP_00146	79.0	1.3e-19	0.952	0.822	0.667	UniRef:UniRef50_B2VD52
contig_1	cds	163177	163920	-	AJBGEP_00147	383.0	9.8e-134	0.972	0.845	0.800	UniRef:UniRef50_P36680
contig_1	cds	163920	164540	-	AJBGEP_00148	303.0	2.0e-103	0.990	0.843	0.775	UniRef:UniRef50_P56186
contig_1	cds	164766	165809	+	AJBGEP_00149	436.0	6.4e-151	1.020	0.855	0.630	UniRef:UniRef50_P59443
contig_1	cds	165840	167042	-	AJBGEP_00150	416.0	1.4e-142	0.988	0.968	0.542	UniRef:UniRef50_A0A6I2I279
contig_1	cds	167032	168417	-	AJBGEP_00151	869.0	0.0	1.033	1.0	0.945	UniRef:UniRef50_A0A0H3FWD5
contig_1	cds	168427	168864	-	AJBGEP_00152	223.0	6.1e-74	1.124	0.988	0.693	UniRef:UniRef50_P36647
contig_1	cds	169086	169979	-	AJBGEP_00153	349.0	2.6e-119	1.027	0.990	0.626	UniRef:UniRef50_A0A269PUV1
contig_1	cds	170067	170630	+	AJBGEP_00154	274.0	6.9e-93	0.973	0.847	0.692	UniRef:UniRef50_A0A2J5PP37
contig_1	cds	170627	171481	+	AJBGEP_00155	348.0	1.5e-119	1.007	1.0	0.622	UniRef:UniRef50_A1JJL4
contig_1	cds	171573	172523	-	AJBGEP_00156	556.0	4.1e-200	0.968	0.887	0.824	UniRef:UniRef50_A0A1B7JMZ2
contig_1	cds	172523	173929	-	AJBGEP_00157	837.0	1.2e-305	1.0	0.911	0.874	UniRef:UniRef50_A0A0E1GVZ2
contig_1	cds	174093	175463	-	AJBGEP_00158	564.0	6.2e-198	1.033	0.890	0.624	UniRef:UniRef50_A0A0G3EUP7
contig_1	cds	176029	176793	+	AJBGEP_00159	376.0	1.4e-130	1.193	0.997	0.710	UniRef:UniRef50_P0ACL9
contig_1	ncRNA	176837	176949	-	AJBGEP_00160	113.7	8.5e-21	-	-	-	RFAM:RF02030
contig_1	cds	176953	179616	+	AJBGEP_00161	1633.0	0.0	1.080	1.0	0.851	UniRef:UniRef50_A0A6H2F9S0
contig_1	cds	179631	181520	+	AJBGEP_00162	977.0	0.0	1.186	1.0	0.788	UniRef:UniRef50_P06959
contig_1	cds	181720	183144	+	AJBGEP_00163	902.0	0.0	1.084	1.0	0.907	UniRef:UniRef50_P0A9P0
contig_1	ncRNA	183171	183252	-	AJBGEP_00164	109.1	1.4e-18	-	-	-	RFAM:RF02059
contig_1	cds	183433	183717	+	AJBGEP_00165	138.0	2.4e-42	1.0	0.931	0.723	UniRef:UniRef50_A0A0T9T4Y7
contig_1	cds	183755	184546	-	AJBGEP_00166	296.0	4.4e-99	0.992	0.879	0.529	UniRef:UniRef50_C9XVS6
contig_1	cds	184559	185332	-	AJBGEP_00167	-	-	-	-	-	-
contig_1	cds	185316	186173	-	AJBGEP_00168	380.0	2.7e-132	0.874	0.899	0.904	UniRef:UniRef50_A0A379TH09
contig_1	cds	186562	189159	+	AJBGEP_00169	1263.0	0.0	1.012	0.855	0.728	UniRef:UniRef50_A0A2S5M6R7
contig_1	cds	189220	190062	-	AJBGEP_00170	562.0	6.8e-204	0.993	0.955	0.989	UniRef:UniRef50_Q8ZRS7
contig_1	cds	190308	190670	+	AJBGEP_00171	183.0	3.7e-59	0.975	0.818	0.735	UniRef:UniRef50_P0A8E5
contig_1	cds	190905	191858	+	AJBGEP_00172	571.0	2.0e-208	1.0	1.0	1.0	BlastRules:WP_001022089
contig_1	cds	191855	193126	+	AJBGEP_00173	790.0	1.0e-291	1.0	1.0	1.0	BlastRules:WP_000782192
contig_1	cds	193116	194099	+	AJBGEP_00174	521.0	3.1e-186	0.991	0.942	0.778	UniRef:UniRef50_P58718
contig_1	cds	194109	194876	+	AJBGEP_00175	314.0	4.3e-106	1.0	0.839	0.639	UniRef:UniRef50_A0A0H3CK74
contig_1	cds	194906	195700	-	AJBGEP_00176	402.0	1.1e-140	0.989	0.823	0.736	UniRef:UniRef50_P0A7F6
contig_1	cds	195721	196581	-	AJBGEP_00177	408.0	9.0e-144	0.804	0.991	0.835	UniRef:UniRef50_A0A376VY01
contig_1	cds	196688	197074	-	AJBGEP_00178	206.0	2.6e-68	0.898	0.871	0.870	UniRef:UniRef50_E0SBM7
contig_1	cds	197237	198847	+	AJBGEP_00179	820.0	3.9e-296	1.187	1.032	0.681	UniRef:UniRef50_P36649
contig_1	cds	198925	201315	-	AJBGEP_00180	975.0	0.0	0.996	0.995	0.607	UniRef:UniRef50_A0A447QUM1
contig_1	cds	201521	202057	+	AJBGEP_00181	243.0	7.9e-81	0.989	0.893	0.659	UniRef:UniRef50_P18134
contig_1	cds	202115	202777	-	AJBGEP_00182	293.0	3.8e-99	0.968	0.859	0.643	UniRef:UniRef50_P45148
contig_1	cds	202886	203812	+	AJBGEP_00183	367.0	1.5e-125	0.977	0.896	0.625	UniRef:UniRef50_A0A0W0U308
contig_1	cds	203809	204579	+	AJBGEP_00184	384.0	1.7e-133	1.0	0.828	0.742	UniRef:UniRef50_P0AFN6
contig_1	cds	204696	205775	-	AJBGEP_00185	721.0	4.0e-264	1.039	1.0	0.960	UniRef:UniRef50_Q8ZRR7
contig_1	cds	205784	208342	-	AJBGEP_00186	1305.0	0.0	0.804	0.996	0.974	UniRef:UniRef50_A0A5Z4YMN8
contig_1	cds	208357	209040	-	AJBGEP_00187	459.0	3.1e-167	1.0	1.0	1.0	BlastRules:WP_001086408
contig_1	cds	209088	209627	-	AJBGEP_00188	-	-	1.0	1.0	1.0	NCBIProtein:AAL19141.1
contig_1	cds	209997	210437	+	AJBGEP_00189	275.0	9.7e-95	1.0	0.864	0.911	UniRef:UniRef50_P36881
contig_1	cds	210499	211728	+	AJBGEP_00190	667.0	2.1e-241	1.015	1.0	0.776	UniRef:UniRef50_A0A379WZK3
contig_1	cds	211735	212115	-	AJBGEP_00191	205.0	3.1e-68	0.849	1.0	0.953	UniRef:UniRef50_A0A376FKL2
contig_1	cds	212210	213064	-	AJBGEP_00192	420.0	1.3e-147	0.845	0.828	0.888	UniRef:UniRef50_A0A143WS51
contig_1	cds	213190	213981	-	AJBGEP_00193	405.0	7.6e-142	1.0	0.840	0.779	UniRef:UniRef50_P31057
contig_1	cds	214102	214581	-	AJBGEP_00194	260.0	1.8e-88	1.0	0.958	0.811	UniRef:UniRef50_A0A090IJW5
contig_1	cds	214578	215996	-	AJBGEP_00195	705.0	3.1e-253	1.108	0.967	0.711	UniRef:UniRef50_A0A2X3ERX0
contig_1	cds	216137	217078	-	AJBGEP_00196	468.0	4.6e-166	0.907	0.959	0.778	UniRef:UniRef50_Q07Y01
contig_1	cds	217102	217557	-	AJBGEP_00197	290.0	3.1e-100	1.0	0.825	0.960	UniRef:UniRef50_P57294
contig_1	cds	217734	218438	-	AJBGEP_00198	261.0	4.6e-86	1.111	0.981	0.515	UniRef:UniRef50_Q8ZRQ6
contig_1	cds	218455	218985	-	AJBGEP_00199	336.0	7.4e-118	1.068	1.0	0.888	UniRef:UniRef50_A0A379TGX4
contig_1	cds	219013	221487	+	AJBGEP_00200	952.0	0.0	0.988	0.933	0.624	UniRef:UniRef50_P37024
contig_1	cds	221628	224150	+	AJBGEP_00201	1214.0	0.0	1.069	1.003	0.720	UniRef:UniRef50_A0A0U3BXI8
contig_1	cds	224443	226632	+	AJBGEP_00202	1196.0	0.0	1.022	1.0	0.801	UniRef:UniRef50_A0A735A5P7
contig_1	cds	226681	227478	+	AJBGEP_00203	421.0	6.0e-148	0.996	0.852	0.784	UniRef:UniRef50_P07821
contig_1	cds	227478	228368	+	AJBGEP_00204	501.0	3.2e-179	0.980	0.906	0.828	UniRef:UniRef50_P07822
contig_1	cds	228365	230422	+	AJBGEP_00205	1085.0	0.0	1.039	0.996	0.829	UniRef:UniRef50_A0A0J8YC22
contig_1	cds	230459	230665	+	AJBGEP_00206	134.0	1.7e-41	1.0	0.932	0.941	UniRef:UniRef50_A0A712M6F7
contig_1	cds	231361	231921	+	AJBGEP_00207	-	-	1.0	1.0	1.0	NCBIProtein:ELN2249909.1
contig_1	cds	232007	234664	+	AJBGEP_00208	1739.0	0.0	1.028	1.0	0.954	UniRef:UniRef50_P77196
contig_1	cds	234682	235434	+	AJBGEP_00209	255.0	1.3e-83	0.916	0.888	0.559	UniRef:UniRef50_A0A447JN72
