#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1572616	1573143	-	LNHIMF_01580	19.2	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_1	1577441	1577851	-	LNHIMF_01586	15.2	5.8		
contig_1	1596797	1597231	-	LNHIMF_01607	16.5	11.1	PF13518.12|HTH_28, PF13551.12|HTH_29	PFAM:PF13518.12, PFAM:PF13551.12
contig_1	1597267	1597470	+	LNHIMF_01608	7.7	9.4		
contig_1	1597566	1597697	-	LNHIMF_01609	4.7	4.1		
contig_1	1690872	1691588	-	LNHIMF_01687	27.8	9.2		
contig_1	1699167	1699262	-	LNHIMF_01695	3.4	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_1	1712324	1712590	-	LNHIMF_01708	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_1	1732429	1732767	+	LNHIMF_01727	13.1	5.0		
contig_1	1736433	1737278	-	LNHIMF_01731	29.5	5.2		
contig_1	1759818	1759982	+	LNHIMF_01755	6.3	7.9		
contig_1	1787063	1787215	+	LNHIMF_01781	5.9	9.3		
contig_1	1802937	1803119	+	LNHIMF_01796	6.2	10.0		
contig_1	1915233	1915472	+	LNHIMF_01908	8.4	9.6		
contig_1	1932153	1932629	+	LNHIMF_01924	17.6	9.4		
contig_1	1934937	1935593	+	LNHIMF_01928	22.6	9.0	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_1	1936384	1936647	+	LNHIMF_01929	10.0	10.9	PF00892.27|EamA	PFAM:PF00892.27
contig_1	1938663	1938785	-	LNHIMF_01933	4.6	6.7		
contig_1	1939386	1939544	+	LNHIMF_01934	5.7	9.7		
contig_1	1944135	1945406	+	LNHIMF_01941	46.8	4.5		
contig_1	1953806	1954096	-	LNHIMF_01954	10.7	5.0		
contig_1	1963643	1964962	-	LNHIMF_01962	49.0	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_1	1989406	1989600	+	LNHIMF_01988	7.0	9.1		
contig_1	2008191	2009459	+	LNHIMF_02009	44.8	9.6	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_1	2012630	2012914	-	LNHIMF_02014	10.7	4.9		
contig_1	2026574	2027977	+	LNHIMF_02031	49.8	5.3	PF07196.18|Flagellin_IN	PFAM:PF07196.18
contig_1	2028399	2028767	+	LNHIMF_02033	13.7	5.1		
contig_1	2036363	2037070	+	LNHIMF_02041	25.8	4.6		
contig_1	2038902	2040125	+	LNHIMF_02044	42.0	4.9	PF02120.21|Flg_hook	PFAM:PF02120.21
contig_1	2048787	2048972	-	LNHIMF_02058	7.0	5.8		
contig_1	2063780	2064112	-	LNHIMF_02077	11.9	9.3		
contig_1	2066604	2066753	+	LNHIMF_02081	5.6	10.0	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
contig_1	2066963	2067337	+	LNHIMF_02082	14.1	8.7	PF22022.2|Phage_int_M	PFAM:PF22022.2
contig_1	2074894	2074995	+	LNHIMF_02089	4.0	6.0		
contig_1	2125692	2125898	-	LNHIMF_02147	8.1	10.2		
contig_1	2127327	2127500	-	LNHIMF_02149	6.4	6.7		
contig_1	2138816	2138980	-	LNHIMF_02162	6.1	10.3		
contig_1	2140752	2140952	-	LNHIMF_02167	7.3	6.6		
contig_1	2144092	2144274	-	LNHIMF_02171	6.4	9.1		
contig_1	2152934	2153245	-	LNHIMF_02187	11.3	4.5		
contig_1	2161579	2161818	+	LNHIMF_02199	8.7	10.4		
contig_1	2185516	2186577	-	LNHIMF_02224	40.6	9.0	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_1	2188125	2188316	-	LNHIMF_02226	7.2	5.2	PF13683.12|rve_3	PFAM:PF13683.12
contig_1	2219024	2219512	-	LNHIMF_02256	17.6	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_1	2235526	2235723	+	LNHIMF_02269	7.3	9.4		
contig_1	2273696	2274163	-	LNHIMF_02301	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_1	2327888	2327995	-	LNHIMF_02351	4.2	9.3		
contig_1	2342949	2344139	-	LNHIMF_02365	43.3	9.8		
contig_1	2346899	2347183	+	LNHIMF_02368	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_1	2357169	2357342	-	LNHIMF_02380	6.3	11.9		
contig_1	2360073	2360522	-	LNHIMF_02385	16.4	6.9		
contig_1	2360638	2361507	-	LNHIMF_02386	32.2	9.2	PF00037.32|Fer4, PF12801.12|Fer4_5, PF13237.11|Fer4_10	PFAM:PF00037.32, PFAM:PF12801.12, PFAM:PF13237.11
contig_1	2376525	2379371	-	LNHIMF_02401	106.2	5.9	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_1	2385316	2385621	+	LNHIMF_02405	11.7	5.6	PF00392.27|GntR	PFAM:PF00392.27
contig_1	2385644	2386012	+	LNHIMF_02406	13.9	9.3	PF07729.17|FCD	PFAM:PF07729.17
contig_1	2390963	2391268	-	LNHIMF_02411	10.6	8.1		
contig_1	2401759	2401935	-	LNHIMF_02421	6.7	5.6		
contig_1	2424680	2424985	-	LNHIMF_02444	11.3	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_1	2504447	2504731	-	LNHIMF_02520	10.3	4.1		
contig_1	2509739	2509834	+	LNHIMF_02526	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_1	2526013	2526339	+	LNHIMF_02539	13.3	10.0		
contig_1	2598530	2598730	+	LNHIMF_02615	8.1	8.0		
contig_1	2624314	2624487	+	LNHIMF_02637	6.8	11.9		
contig_1	2677321	2677500	+	LNHIMF_02668	6.5	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_1	2745151	2745285	+	LNHIMF_02734	5.0	5.0		
contig_1	2798975	2800318	-	LNHIMF_02778	51.3	5.3		SO:0001217, UniRef:UniRef50_A0A246VX28
contig_1	2800315	2800407	-	LNHIMF_02779	3.9	6.7		
contig_1	2800659	2800856	-	LNHIMF_02780	7.6	9.9		
contig_1	2807754	2807978	+	LNHIMF_02784	8.6	7.0		
contig_1	2812593	2812823	+	LNHIMF_02791	8.7	9.4		
contig_1	2847260	2847685	+	LNHIMF_02818	15.8	5.7		
contig_1	2852826	2852984	-	LNHIMF_02824	6.0	11.0		
contig_1	2854082	2854261	+	LNHIMF_02827	6.5	4.4		
contig_1	2898063	2898872	-	LNHIMF_02876	30.2	9.3		
contig_1	2931313	2931573	-	LNHIMF_02913	10.1	9.3		
contig_1	2953456	2953596	-	LNHIMF_02937	5.2	10.9		
contig_1	3000654	3000800	-	LNHIMF_02981	5.6	9.4		SO:0001217, UniRef:UniRef50_A0A0N1QX22
contig_1	3006452	3006748	-	LNHIMF_02986	11.5	5.7	PF05016.21|ParE_toxin	PFAM:PF05016.21
contig_1	3039422	3039544	-	LNHIMF_03015	4.7	10.6		
contig_1	3098208	3098483	-	LNHIMF_03070	10.2	9.3		
contig_1	3098661	3098867	+	LNHIMF_03072	7.5	5.5		
contig_1	3110352	3110543	-	LNHIMF_03087	6.6	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_1	3117147	3117545	-	LNHIMF_03093	14.5	9.5	PF02347.22|GDC-P	PFAM:PF02347.22
contig_1	3124957	3125433	+	LNHIMF_03102	18.0	5.8		
contig_1	3154852	3155307	+	LNHIMF_03130	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_1	3193140	3194018	-	LNHIMF_03172	33.1	5.9		
contig_1	3194331	3194804	-	LNHIMF_03173	17.2	5.2	PF00440.29|TetR_N, PF13977.11|TetR_C_6	PFAM:PF00440.29, PFAM:PF13977.11
contig_1	3219766	3221409	-	LNHIMF_03195	58.9	5.5	PF00672.30|HAMP, PF02203.21|TarH	PFAM:PF00672.30, PFAM:PF02203.21
contig_1	3236206	3237627	-	LNHIMF_03212	55.4	6.0	PF13308.11|YARHG, PF14485.11|DUF4431, PF14673.11|DUF4459	PFAM:PF13308.11, PFAM:PF14485.11, PFAM:PF14673.11
contig_1	3240949	3241602	-	LNHIMF_03215	25.0	9.5		
contig_1	3287686	3288330	+	LNHIMF_03260	24.0	7.0	PF03551.20|PadR	PFAM:PF03551.20
contig_1	3367592	3367693	-	LNHIMF_03341	3.7	6.5		
contig_1	3373682	3373969	+	LNHIMF_03348	10.9	10.4	PF13693.12|HTH_35	PFAM:PF13693.12
contig_1	3387119	3387223	-	LNHIMF_03367	3.9	9.5		
contig_1	3482920	3483300	+	LNHIMF_03462	14.0	7.6		
contig_1	3602364	3603335	+	LNHIMF_03585	34.4	9.3		
contig_1	3625180	3625551	-	LNHIMF_03608	13.9	10.4		
contig_1	3630465	3630800	-	LNHIMF_03612	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_1	3688189	3688392	-	LNHIMF_03656	7.6	4.7		
contig_1	3690205	3690396	+	LNHIMF_03658	7.3	11.0		
contig_1	3724010	3724561	-	LNHIMF_03694	20.6	7.8	PF00370.27|FGGY_N	PFAM:PF00370.27
contig_1	3811188	3811790	-	LNHIMF_03778	23.4	6.9		
contig_1	3833765	3833896	+	LNHIMF_03795	4.9	5.4		
contig_1	3859101	3859190	+	LNHIMF_03817	3.3	6.5		
contig_1	3860939	3861100	-	LNHIMF_03821	6.0	6.7		
contig_1	3880444	3881277	+	LNHIMF_03843	29.1	9.7	PF00892.27|EamA	PFAM:PF00892.27
contig_1	3898109	3898282	-	LNHIMF_03861	6.3	11.9		
contig_1	3915409	3915603	+	LNHIMF_03876	7.5	9.9		
contig_1	3992238	3992612	-	LNHIMF_03947	14.3	6.1		SO:0001217, UniRef:UniRef50_A0A5Y6ERN7
contig_1	4054146	4055576	+	LNHIMF_04008	54.6	5.5		
contig_1	4059144	4059692	+	LNHIMF_04014	19.7	4.8		
contig_1	4088804	4089319	+	LNHIMF_04044	19.2	5.8		
contig_1	4130545	4130859	-	LNHIMF_04087	12.3	5.6	PF05336.19|rhaM	PFAM:PF05336.19
contig_1	4157291	4157641	-	LNHIMF_04115	13.0	5.7	PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF16867.11|DMSP_lyase	PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF16867.11
contig_1	4190628	4190882	-	LNHIMF_04147	9.4	7.7		
contig_1	4199274	4199396	+	LNHIMF_04154	4.7	8.8		
contig_1	4244926	4245126	-	LNHIMF_04197	7.3	5.3	PF02597.26|ThiS	PFAM:PF02597.26
contig_1	4291085	4291330	+	LNHIMF_04238	7.5	5.8		
contig_1	4311850	4311978	+	LNHIMF_04256	5.0	8.5		
contig_1	4316061	4316429	-	LNHIMF_04263	13.5	4.2		
contig_1	4316761	4317063	-	LNHIMF_04265	11.5	7.8		SO:0001217, UniRef:UniRef50_A0A6D2GB82
contig_1	4317067	4317768	-	LNHIMF_04266	26.0	4.3		
contig_1	4321769	4321969	+	LNHIMF_04273	7.4	7.9	PF14549.12|P22_Cro	PFAM:PF14549.12
contig_1	4322555	4322893	+	LNHIMF_04275	12.2	9.1		
contig_1	4337396	4337665	+	LNHIMF_04296	10.2	4.6		
contig_1	4337665	4337988	+	LNHIMF_04297	12.4	4.4	PF05135.19|Phage_connect_1	PFAM:PF05135.19
contig_1	4339461	4339625	+	LNHIMF_04301	6.1	10.0		
contig_1	4349321	4350415	+	LNHIMF_04313	39.7	5.2	PF21882.2|Gp53-like_C	PFAM:PF21882.2
contig_1	4350422	4350829	+	LNHIMF_04314	15.6	4.6		
contig_1	4372646	4373011	+	LNHIMF_04336	13.7	5.1		
contig_1	4453447	4453926	+	LNHIMF_04395	17.6	9.5		
contig_1	4454560	4454691	+	LNHIMF_04396	5.3	4.4		
contig_1	4462594	4462692	+	LNHIMF_04405	3.4	8.3		
contig_1	4463853	4463999	+	LNHIMF_04408	5.3	5.9		
contig_1	4503858	4504166	+	LNHIMF_04447	11.1	7.0	PF17209.9|Hfq	PFAM:PF17209.9
contig_1	4514869	4515105	+	LNHIMF_04458	8.9	7.8		
contig_1	4516828	4517991	+	LNHIMF_04462	45.3	4.8	PF03738.19|GSP_synth	PFAM:PF03738.19
contig_1	4583288	4583476	-	LNHIMF_04530	6.9	5.0	PF00185.30|OTCace	PFAM:PF00185.30
contig_1	4616888	4616995	-	LNHIMF_04559	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6
contig_1	4622764	4623132	+	LNHIMF_04566	13.6	8.1	PF03625.19|DUF302	PFAM:PF03625.19
contig_1	4626742	4627188	+	LNHIMF_04571	16.7	9.4	PF05638.18|T6SS_HCP	PFAM:PF05638.18
contig_1	4639571	4639735	+	LNHIMF_04582	6.8	10.5	PF06568.16|DUF1127	PFAM:PF06568.16
contig_1	4641143	4641784	-	LNHIMF_04584	23.1	9.6		
contig_1	4666773	4667009	+	LNHIMF_04608	8.4	10.0		
contig_1	4695277	4695384	+	LNHIMF_04639	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3
contig_2	2114	2419	+	LNHIMF_04656	11.7	8.6		SO:0001217, UniRef:UniRef50_A0A7T8TIZ2
contig_2	14315	14464	-	LNHIMF_04667	5.9	6.9		
contig_2	45214	45330	+	LNHIMF_04696	4.5	7.8		
contig_2	51588	51704	+	LNHIMF_04702	4.1	7.9		
contig_2	52993	53241	+	LNHIMF_04705	9.5	10.2		
contig_2	61754	62386	+	LNHIMF_04715	22.4	9.2	PF00563.25|EAL	PFAM:PF00563.25
contig_2	65850	66419	-	LNHIMF_04720	20.2	5.6		
contig_2	75588	75764	-	LNHIMF_04735	6.6	7.8		
contig_2	80240	80731	+	LNHIMF_04741	17.3	11.9		
contig_2	81549	82049	+	LNHIMF_04743	18.6	4.6		
contig_2	88617	88832	+	LNHIMF_04751	7.7	5.6		
contig_2	96402	97598	+	LNHIMF_04761	41.9	5.7		
contig_2	99474	99809	+	LNHIMF_04765	12.6	4.4		SO:0001217, UniRef:UniRef50_A0A4R6DSR8
contig_2	99785	100093	+	LNHIMF_04766	11.7	5.1		
contig_2	106609	107040	-	LNHIMF_04772	15.8	6.0		
contig_3	1983	2306	-	LNHIMF_04776	11.9	8.2		SO:0001217, UniRef:UniRef50_A0A732EMV9
contig_3	2398	3933	-	LNHIMF_04777	58.8	9.2	PF03432.20|Relaxase	PFAM:PF03432.20
