# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	161440	161835	+	LNHIMF_00143	268.0	3.1e-92	0.985	0.860	0.977	UniRef:UniRef50_P08337
contig_1	cds	162150	162341	-	LNHIMF_00144	79.0	1.3e-19	0.952	0.822	0.667	UniRef:UniRef50_B2VD52
contig_1	cds	162351	163094	-	LNHIMF_00145	383.0	9.8e-134	0.972	0.845	0.800	UniRef:UniRef50_P36680
contig_1	cds	163094	163714	-	LNHIMF_00146	301.0	8.2e-103	0.990	0.843	0.770	UniRef:UniRef50_P56186
contig_1	cds	163940	164983	+	LNHIMF_00147	435.0	9.1e-151	1.020	0.855	0.630	UniRef:UniRef50_P59443
contig_1	cds	165014	166216	-	LNHIMF_00148	417.0	7.2e-143	0.988	0.968	0.542	UniRef:UniRef50_A0A6I2I279
contig_1	cds	166206	167591	-	LNHIMF_00149	869.0	0.0	1.033	1.0	0.941	UniRef:UniRef50_A0A0H3FWD5
contig_1	cds	167601	168038	-	LNHIMF_00150	222.0	1.2e-73	1.124	0.988	0.693	UniRef:UniRef50_P36647
contig_1	cds	168260	169153	-	LNHIMF_00151	350.0	9.1e-120	1.027	0.990	0.626	UniRef:UniRef50_A0A269PUV1
contig_1	cds	169241	169804	+	LNHIMF_00152	274.0	9.8e-93	0.973	0.847	0.692	UniRef:UniRef50_A0A2J5PP37
contig_1	cds	169801	170655	+	LNHIMF_00153	348.0	1.5e-119	1.007	1.0	0.622	UniRef:UniRef50_A1JJL4
contig_1	cds	170747	171697	-	LNHIMF_00154	556.0	5.8e-200	0.968	0.887	0.824	UniRef:UniRef50_A0A1B7JMZ2
contig_1	cds	171697	173103	-	LNHIMF_00155	838.0	4.3e-306	1.0	0.911	0.876	UniRef:UniRef50_A0A0E1GVZ2
contig_1	cds	173267	174637	-	LNHIMF_00156	564.0	6.2e-198	1.033	0.890	0.624	UniRef:UniRef50_A0A0G3EUP7
contig_1	cds	175203	175967	+	LNHIMF_00157	376.0	1.4e-130	1.193	0.997	0.710	UniRef:UniRef50_P0ACL9
contig_1	ncRNA	176011	176123	-	LNHIMF_00158	115.0	4.4e-21	-	-	-	RFAM:RF02030
contig_1	cds	176127	178790	+	LNHIMF_00159	1631.0	0.0	1.080	1.0	0.850	UniRef:UniRef50_A0A6H2F9S0
contig_1	cds	178805	180691	+	LNHIMF_00160	978.0	0.0	1.188	1.0	0.795	UniRef:UniRef50_P06959
contig_1	cds	180891	182315	+	LNHIMF_00161	904.0	0.0	1.084	1.0	0.907	UniRef:UniRef50_P0A9P0
contig_1	ncRNA	182342	182423	-	LNHIMF_00162	105.7	6.8e-18	-	-	-	RFAM:RF02059
contig_1	cds	182604	182888	+	LNHIMF_00163	138.0	2.4e-42	1.0	0.931	0.723	UniRef:UniRef50_A0A0T9T4Y7
contig_1	cds	182926	183717	-	LNHIMF_00164	298.0	7.7e-100	0.992	0.879	0.536	UniRef:UniRef50_C9XVS6
contig_1	cds	183730	185325	-	LNHIMF_00165	552.0	8.7e-194	0.812	1.041	0.775	UniRef:UniRef50_A0A078LHZ5
contig_1	cds	185714	188311	+	LNHIMF_00166	1262.0	0.0	1.012	0.855	0.727	UniRef:UniRef50_A0A2S5M6R7
contig_1	cds	188500	188862	+	LNHIMF_00167	181.0	2.1e-58	0.975	0.818	0.726	UniRef:UniRef50_P0A8E5
contig_1	cds	189096	190049	+	LNHIMF_00168	570.0	5.7e-208	1.0	1.0	0.997	BlastRules:WP_001022089
contig_1	cds	190046	191317	+	LNHIMF_00169	788.0	8.4e-291	1.0	1.0	0.995	BlastRules:WP_000782192
contig_1	cds	191307	192290	+	LNHIMF_00170	521.0	3.1e-186	0.991	0.942	0.778	UniRef:UniRef50_P58718
contig_1	cds	192300	193067	+	LNHIMF_00171	315.0	2.1e-106	1.0	0.839	0.639	UniRef:UniRef50_A0A0H3CK74
contig_1	cds	193097	193891	-	LNHIMF_00172	402.0	1.1e-140	0.989	0.823	0.736	UniRef:UniRef50_P0A7F6
contig_1	cds	193912	194772	-	LNHIMF_00173	408.0	9.0e-144	0.804	0.991	0.835	UniRef:UniRef50_A0A376VY01
contig_1	cds	194879	195265	-	LNHIMF_00174	206.0	2.6e-68	0.898	0.871	0.870	UniRef:UniRef50_E0SBM7
contig_1	cds	195428	197038	+	LNHIMF_00175	817.0	4.5e-295	1.187	1.032	0.679	UniRef:UniRef50_P36649
contig_1	cds	197116	199506	-	LNHIMF_00176	974.0	0.0	0.996	0.995	0.609	UniRef:UniRef50_A0A447QUM1
contig_1	cds	199712	200248	+	LNHIMF_00177	243.0	7.9e-81	0.989	0.893	0.659	UniRef:UniRef50_P18134
contig_1	cds	200306	200968	-	LNHIMF_00178	290.0	6.3e-98	0.968	0.859	0.634	UniRef:UniRef50_P45148
contig_1	cds	201077	202003	+	LNHIMF_00179	367.0	1.5e-125	0.977	0.896	0.625	UniRef:UniRef50_A0A0W0U308
contig_1	cds	202000	202770	+	LNHIMF_00180	384.0	1.2e-133	1.0	0.828	0.746	UniRef:UniRef50_P0AFN6
contig_1	cds	202888	203964	-	LNHIMF_00181	616.0	1.1e-222	1.042	1.0	0.826	UniRef:UniRef50_Q8ZRR7
contig_1	cds	203973	206531	-	LNHIMF_00182	1337.0	0.0	0.804	0.996	0.997	UniRef:UniRef50_A0A5Z4YMN8
contig_1	cds	206546	207229	-	LNHIMF_00183	452.0	1.2e-164	1.0	1.0	0.982	BlastRules:WP_001086408
contig_1	cds	207277	207828	-	LNHIMF_00184	341.0	9.2e-120	1.011	1.0	0.989	UniRef:UniRef50_Q8ZRR4
contig_1	cds	208194	208634	+	LNHIMF_00185	297.0	2.0e-103	1.0	0.864	0.993	UniRef:UniRef50_P36881
contig_1	cds	208696	209925	+	LNHIMF_00186	671.0	1.3e-242	1.015	1.0	0.781	UniRef:UniRef50_A0A379WZK3
contig_1	cds	209932	210312	-	LNHIMF_00187	205.0	3.1e-68	0.849	1.0	0.953	UniRef:UniRef50_A0A376FKL2
contig_1	cds	210407	211261	-	LNHIMF_00188	416.0	4.2e-146	0.845	0.828	0.883	UniRef:UniRef50_A0A143WS51
contig_1	cds	211387	212181	-	LNHIMF_00189	412.0	1.4e-144	0.992	0.837	0.794	UniRef:UniRef50_P31057
contig_1	cds	212303	213571	-	LNHIMF_00190	443.0	5.1e-152	0.955	0.892	0.561	UniRef:UniRef50_A0A659S699
contig_1	cds	213593	214189	-	LNHIMF_00191	291.0	8.4e-100	1.0	1.0	0.768	UniRef:UniRef50_A0A379QA97
contig_1	cds	214189	214797	-	LNHIMF_00192	197.0	3.1e-62	1.010	0.990	0.544	UniRef:UniRef50_A0A379SE72
contig_1	cds	214812	215378	-	LNHIMF_00193	282.0	3.2e-96	1.0	0.969	0.798	UniRef:UniRef50_A0A5W1VE69
contig_1	cds	215365	218031	-	LNHIMF_00194	1067.0	0.0	0.979	0.975	0.598	UniRef:UniRef50_P33129
contig_1	cds	218031	218768	-	LNHIMF_00195	320.0	2.3e-109	1.004	0.992	0.638	UniRef:UniRef50_A0A0D7LPL0
contig_1	cds	219034	219627	-	LNHIMF_00196	165.0	9.6e-50	1.010	0.966	0.538	UniRef:UniRef50_A0A2P5GMF8
contig_1	cds	220030	220509	-	LNHIMF_00197	248.0	6.9e-84	1.006	0.964	0.794	UniRef:UniRef50_A0A090IJW5
contig_1	cds	220506	221924	-	LNHIMF_00198	703.0	1.8e-252	1.108	0.967	0.711	UniRef:UniRef50_A0A2X3ERX0
contig_1	cds	222065	223006	-	LNHIMF_00199	462.0	6.2e-164	0.907	0.959	0.771	UniRef:UniRef50_Q07Y01
contig_1	cds	223030	223485	-	LNHIMF_00200	290.0	3.1e-100	1.0	0.825	0.960	UniRef:UniRef50_P57294
contig_1	cds	223662	224366	-	LNHIMF_00201	261.0	4.6e-86	1.111	0.981	0.515	UniRef:UniRef50_Q8ZRQ6
contig_1	cds	224383	224913	-	LNHIMF_00202	341.0	5.4e-120	1.068	1.0	0.899	UniRef:UniRef50_A0A379TGX4
contig_1	cds	224941	227415	+	LNHIMF_00203	946.0	0.0	0.988	0.933	0.619	UniRef:UniRef50_P37024
contig_1	cds	227556	230078	+	LNHIMF_00204	1212.0	0.0	1.069	1.003	0.719	UniRef:UniRef50_A0A0U3BXI8
contig_1	cds	230371	232560	+	LNHIMF_00205	1196.0	0.0	1.022	1.0	0.801	UniRef:UniRef50_A0A735A5P7
contig_1	cds	232609	233406	+	LNHIMF_00206	421.0	6.0e-148	0.996	0.852	0.784	UniRef:UniRef50_P07821
contig_1	cds	233406	234296	+	LNHIMF_00207	503.0	1.1e-179	0.980	0.906	0.831	UniRef:UniRef50_P07822
