# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	ncRNA	58792	58923	+	AJBGEP_00051	STnc30	Salmonella enterica conserved region STnc30	RFAM:RF02048, SO:0000655
contig_1	cds	58946	60148	+	AJBGEP_00052		Nitrite reductase	SO:0001217, UniRef:UniRef50_M7RH86
contig_1	cds	60164	61084	+	AJBGEP_00053	rihC	Non-specific ribonucleoside hydrolase RihC	SO:0001217, UniRef:UniRef50_P22564
contig_1	cds	61106	61792	-	AJBGEP_00054	citB	Transcriptional regulatory protein CitB	SO:0001217, UniRef:UniRef50_P52688
contig_1	cds	61794	63452	-	AJBGEP_00055	citA	Sensor histidine kinase CitA	SO:0001217, UniRef:UniRef50_P52687
contig_1	cds	63548	64849	-	AJBGEP_00056		Oxaloacetate decarboxylase beta chain	SO:0001217, UniRef:UniRef50_P13156
contig_1	cds	64862	66637	-	AJBGEP_00057		Oxaloacetate decarboxylase alpha subunit	SO:0001217, UniRef:UniRef50_A0A379XLB9
contig_1	cds	66654	66893	-	AJBGEP_00058		putative oxaloacetate decarboxylase gamma chain	SO:0001217, UniRef:UniRef50_A0A379UMS0
contig_1	cds	67052	68392	-	AJBGEP_00059	citS	citrate/sodium symporter CitS	BlastRules:WP_000183602, BlastRules:WP_004151375, SO:0001217, UniRef:UniRef50_P31602
contig_1	cds	68712	69680	+	AJBGEP_00060		[citrate (Pro-3S)-lyase] ligase	SO:0001217, UniRef:UniRef50_A0A379WFG3
contig_1	cds	69710	70003	+	AJBGEP_00061		Citrate lyase acyl carrier protein	SO:0001217, UniRef:UniRef50_B7LVP5
contig_1	cds	70000	70869	+	AJBGEP_00062		Citrate lyase subunit beta	SO:0001217, UniRef:UniRef50_P17725
contig_1	cds	70880	72400	+	AJBGEP_00063		Citrate lyase alpha chain	SO:0001217, UniRef:UniRef50_P75726
contig_1	cds	72400	72951	+	AJBGEP_00064		Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	SO:0001217, UniRef:UniRef50_B7LWL8
contig_1	cds	72929	73837	+	AJBGEP_00065		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	SO:0001217, UniRef:UniRef50_B7LWM0
contig_1	cds	74017	74838	+	AJBGEP_00066		4-hydroxy-tetrahydrodipicolinate reductase	SO:0001217, UniRef:UniRef50_Q2NVY2
contig_1	ncRNA-region	74844	74921	+			ABC transporter regulator	RFAM:RF02551, SO:0005836
contig_1	cds	74964	75239	-	AJBGEP_00067		hypothetical protein	
contig_1	cds	75881	77029	+	AJBGEP_00068		Carbamoyl phosphate synthase small chain	SO:0001217, UniRef:UniRef50_P0A6F1
contig_1	cds	77048	80275	+	AJBGEP_00069		Carbamoyl phosphate synthase large chain	SO:0001217, UniRef:UniRef50_P00968
contig_1	ncRNA	80366	80489	+	AJBGEP_00070	STnc490	STnc490 Hfq binding RNA	RFAM:RF01405, SO:0000655
contig_1	cds	80499	80957	+	AJBGEP_00071	tnp	IS200/IS605 family IS200F transposase	IS:IS200F, SO:0001217, UniRef:UniRef50_A0A0H2V3X5
contig_1	cds	81260	81655	+	AJBGEP_00072		hypothetical protein	
contig_1	cds	81732	82328	-	AJBGEP_00073	caiE	Carnitine operon protein CaiE	SO:0001217, UniRef:UniRef50_A0A376W173
contig_1	cds	82437	83222	-	AJBGEP_00074		Carnitinyl-CoA dehydratase	SO:0001217, UniRef:UniRef50_P31551
contig_1	cds	83276	84829	-	AJBGEP_00075		Crotonobetaine/carnitine--CoA ligase	SO:0001217, UniRef:UniRef50_P31552
contig_1	cds	84892	86109	-	AJBGEP_00076		L-carnitine CoA-transferase	SO:0001217, UniRef:UniRef50_P31572
contig_1	cds	86221	87363	-	AJBGEP_00077		Crotonobetainyl-CoA reductase	SO:0001217, UniRef:UniRef50_P60584
contig_1	cds	87398	88915	-	AJBGEP_00078		L-carnitine/gamma-butyrobetaine antiporter	SO:0001217, UniRef:UniRef50_P31553
contig_1	cds	89396	90166	+	AJBGEP_00079	fixA	Protein FixA	SO:0001217, UniRef:UniRef50_A0A2X4TIQ2
contig_1	cds	90182	91123	+	AJBGEP_00080	fixB	Protein FixB	SO:0001217, UniRef:UniRef50_P31574
contig_1	cds	91173	92459	+	AJBGEP_00081	fixC	Protein FixC	SO:0001217, UniRef:UniRef50_A0A6A8QPB3
contig_1	cds	92456	92743	+	AJBGEP_00082		Ferredoxin-like protein	SO:0001217, UniRef:UniRef50_A0A120M097
contig_1	ncRNA	92768	92850	-	AJBGEP_00083	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
contig_1	cds	92890	94230	+	AJBGEP_00084	yaaU	Putative metabolite transport protein YaaU	SO:0001217, UniRef:UniRef50_P31679
contig_1	cds	94319	94549	+	AJBGEP_00085		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0J8YCG2
contig_1	cds	94843	95259	+	AJBGEP_00086		hypothetical protein	
contig_1	ncRNA	95260	95482	+	AJBGEP_00087	STnc470	Salmonella enterica sRNA STnc470	RFAM:RF02050, SO:0000655
contig_1	cds	95483	95773	-	AJBGEP_00088		YdgH/BhsA/McbA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3GT82
contig_1	cds	96671	98560	+	AJBGEP_00089		Choline-sulfatase	SO:0001217, UniRef:UniRef50_A0A5E4TG07
contig_1	cds	98967	99497	+	AJBGEP_00090	kefF	Glutathione-regulated potassium-efflux system ancillary protein KefF	SO:0001217, UniRef:UniRef50_Q8ZRW3
contig_1	cds	99490	101352	+	AJBGEP_00091	kefC	Glutathione-regulated potassium-efflux system protein KefC	SO:0001217, UniRef:UniRef50_P03819
contig_1	cds	101551	102030	+	AJBGEP_00092		Dihydrofolate reductase	SO:0001217, UniRef:UniRef50_Q6D0D5
contig_1	cds	102136	102984	-	AJBGEP_00093		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	SO:0001217, UniRef:UniRef50_C4L9L6
contig_1	cds	102995	103372	-	AJBGEP_00094	apaG	Protein ApaG	SO:0001217, UniRef:UniRef50_Q56017
contig_1	cds	103375	104196	-	AJBGEP_00095		Ribosomal RNA small subunit methyltransferase A	SO:0001217, UniRef:UniRef50_P06992
contig_1	cds	104193	105182	-	AJBGEP_00096		4-hydroxythreonine-4-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P58719
contig_1	cds	105182	106468	-	AJBGEP_00097	surA	Chaperone SurA	SO:0001217, UniRef:UniRef50_P0ABZ6
contig_1	cds	106522	108882	-	AJBGEP_00098	lptD	LPS-assembly protein LptD	SO:0001217, UniRef:UniRef50_B4F2H9
contig_1	cds	109136	109948	+	AJBGEP_00099	djlA	Co-chaperone protein DjlA	SO:0001217, UniRef:UniRef50_Q74Q30
contig_1	cds	110043	110702	-	AJBGEP_00100	rluA	Dual-specificity RNA pseudouridine synthase RluA	SO:0001217, UniRef:UniRef50_P0AA37
contig_1	cds	110714	113620	-	AJBGEP_00101	rapA	RNA polymerase-associated protein RapA	SO:0001217, UniRef:UniRef50_P60240
contig_1	cds	113794	116145	-	AJBGEP_00102		DNA polymerase II	SO:0001217, UniRef:UniRef50_P21189
contig_1	cds	116189	116809	-	AJBGEP_00103		DUF218 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6C6YWV0
contig_1	cds	117528	117947	+	AJBGEP_00104		DUF4751 domain-containing protein	SO:0001217, UniRef:UniRef50_S5NAE8
contig_1	cds	117953	118648	-	AJBGEP_00105	araD	L-ribulose-5-phosphate 4-epimerase AraD	SO:0001217, UniRef:UniRef50_P08203
contig_1	cds	118789	120291	-	AJBGEP_00106		L-arabinose isomerase	SO:0001217, UniRef:UniRef50_P08202
contig_1	cds	120302	122011	-	AJBGEP_00107		Ribulokinase	SO:0001217, UniRef:UniRef50_A0A4P0XR93
contig_1	cds	122352	123197	+	AJBGEP_00108		Arabinose operon regulatory protein	SO:0001217, UniRef:UniRef50_A0A090V0Z5
contig_1	cds	123316	124083	+	AJBGEP_00109	yabI	DedA family inner membrane protein YabI	SO:0001217, UniRef:UniRef50_A0A377TMN9
contig_1	cds	124122	124829	-	AJBGEP_00110		Thiamine ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A925TCM8
contig_1	cds	124813	126423	-	AJBGEP_00111	thiP	Thiamine transport system permease protein ThiP	SO:0001217, UniRef:UniRef50_A0A8I1W5K3
contig_1	cds	126399	127382	-	AJBGEP_00112		Thiamine-binding periplasmic protein	SO:0001217, UniRef:UniRef50_A0A0U5LKV3
contig_1	ncRNA-region	127414	127513	-			TPP riboswitch aptamer (THI element)	RFAM:RF00059, SO:0000035
contig_1	cds	127560	129218	-	AJBGEP_00113		Putative substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A377KCN3
contig_1	ncRNA	129286	129524	+	AJBGEP_00114	sgrS	SgrS RNA	RFAM:RF00534, SO:0000655
contig_1	cds	129311	129433	+	AJBGEP_00115	sgrT	Inhibitor of glucose uptake transporter SgrT	SO:0001217, UniRef:UniRef50_A0A0J1LLN9
contig_1	cds	129769	130374	-	AJBGEP_00116		3-isopropylmalate dehydratase small subunit	SO:0001217, UniRef:UniRef50_Q9PLW2
contig_1	cds	130385	131785	-	AJBGEP_00117		3-isopropylmalate dehydratase large subunit	SO:0001217, UniRef:UniRef50_P0A6A6
contig_1	cds	131788	132879	-	AJBGEP_00118		3-isopropylmalate dehydrogenase	SO:0001217, UniRef:UniRef50_P56933
contig_1	cds	132879	134450	-	AJBGEP_00119		2-isopropylmalate synthase	SO:0001217, UniRef:UniRef50_P15875
contig_1	ncRNA-region	134491	134638	-			Leucine operon leader	RFAM:RF00512, SO:0000140
contig_1	sorf	134538	134624	-	AJBGEP_00120		leu operon leader peptide	SO:0001217, UniRef:UniRef50_P03062
contig_1	cds	135281	136225	+	AJBGEP_00121	leuO	putative HTH-type transcriptional regulator LeuO	SO:0001217, UniRef:UniRef50_P46924
contig_1	cds	136547	138271	+	AJBGEP_00122		Acetolactate synthase isozyme 3 large subunit	SO:0001217, UniRef:UniRef50_P00893
contig_1	cds	138271	138765	+	AJBGEP_00123		Acetolactate synthase isozyme 3 small subunit	SO:0001217, UniRef:UniRef50_P00894
contig_1	cds	139049	140053	+	AJBGEP_00124		Catabolite repressor/activator	SO:0001217, UniRef:UniRef50_A1JJI2
contig_1	cds	140659	141117	+	AJBGEP_00125	mraZ	Transcriptional regulator MraZ	SO:0001217, UniRef:UniRef50_C5B9E7
contig_1	cds	141119	142060	+	AJBGEP_00126		Ribosomal RNA small subunit methyltransferase H	SO:0001217, UniRef:UniRef50_P60390
contig_1	cds	142057	142422	+	AJBGEP_00127	ftsL	Cell division protein FtsL	SO:0001217, UniRef:UniRef50_Q7CR84
contig_1	cds	142438	144204	+	AJBGEP_00128	ftsI	peptidoglycan glycosyltransferase FtsI	BlastRules:WP_000642196, EC:3.4.16.4, SO:0001217, UniRef:UniRef50_P0AD68
contig_1	cds	144191	145678	+	AJBGEP_00129		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	SO:0001217, UniRef:UniRef50_Q8ZRU7
contig_1	cds	145675	147033	+	AJBGEP_00130		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	SO:0001217, UniRef:UniRef50_P11880
contig_1	cds	147027	148109	+	AJBGEP_00131		Phospho-N-acetylmuramoyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_P0A6W3
contig_1	cds	148112	149428	+	AJBGEP_00132		UDP-N-acetylmuramoylalanine--D-glutamate ligase	SO:0001217, UniRef:UniRef50_Q8ZRU4
contig_1	cds	149428	150672	+	AJBGEP_00133	ftsW	putative peptidoglycan glycosyltransferase FtsW	SO:0001217, UniRef:UniRef50_Q493Q2
contig_1	cds	150669	151736	+	AJBGEP_00134		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	SO:0001217, UniRef:UniRef50_Q8ZIE9
contig_1	cds	151855	153330	+	AJBGEP_00135		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_P17952
contig_1	cds	153323	154243	+	AJBGEP_00136		D-alanine--D-alanine ligase B	SO:0001217, UniRef:UniRef50_P07862
contig_1	cds	154245	155075	+	AJBGEP_00137	ftsQ	Cell division protein FtsQ	SO:0001217, UniRef:UniRef50_P06136
contig_1	cds	155072	156334	+	AJBGEP_00138	ftsA	Cell division protein FtsA	SO:0001217, UniRef:UniRef50_P0ABH0
contig_1	ncRNA	156314	156403	+	AJBGEP_00139	PssrA	Plasmid-encoded Shigella sRNA A	RFAM:RF02797, SO:0000655
contig_1	cds	156395	157546	+	AJBGEP_00140	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_Q9ZAW3
contig_1	cds	157647	158564	+	AJBGEP_00141		UDP-3-O-acyl-N-acetylglucosamine deacetylase	SO:0001217, UniRef:UniRef50_Q6LMG1
contig_1	cds	158843	159340	+	AJBGEP_00142	secM	secA regulator SecM	BlastRules:WP_000014335, SO:0001217, UniRef:UniRef50_A6T4P0
contig_1	cds	159402	162107	+	AJBGEP_00143	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_P10408
contig_1	ncRNA	162177	162244	+	AJBGEP_00144	STnc40	Salmonella enterica sRNA STnc40	RFAM:RF02057, SO:0000655
contig_1	cds	162259	162654	+	AJBGEP_00145		8-oxo-dGTP diphosphatase	SO:0001217, UniRef:UniRef50_P08337
contig_1	cds	162976	163167	-	AJBGEP_00146	yacG	DNA gyrase inhibitor YacG	SO:0001217, UniRef:UniRef50_B2VD52
contig_1	cds	163177	163920	-	AJBGEP_00147	zapD	Cell division protein ZapD	SO:0001217, UniRef:UniRef50_P36680
contig_1	cds	163920	164540	-	AJBGEP_00148		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_P56186
contig_1	cds	164766	165809	+	AJBGEP_00149		GMP reductase	SO:0001217, UniRef:UniRef50_P59443
contig_1	cds	165840	167042	-	AJBGEP_00150	hofC	Protein transport protein HofC	SO:0001217, UniRef:UniRef50_A0A6I2I279
contig_1	cds	167032	168417	-	AJBGEP_00151		Bacterial type II secretion system protein E domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3FWD5
contig_1	cds	168427	168864	-	AJBGEP_00152		Prepilin peptidase-dependent protein D	SO:0001217, UniRef:UniRef50_P36647
contig_1	cds	169086	169979	-	AJBGEP_00153		nicotinate-nucleotide diphosphorylase (carboxylating)	SO:0001217, UniRef:UniRef50_A0A269PUV1
contig_1	cds	170067	170630	+	AJBGEP_00154	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	SO:0001217, UniRef:UniRef50_A0A2J5PP37
contig_1	cds	170627	171481	+	AJBGEP_00155		Membrane-bound sensory transducer in beta-lactamase regulation	SO:0001217, UniRef:UniRef50_A1JJL4
contig_1	cds	171573	172523	-	AJBGEP_00156		Alpha-L-arabinofuranosidase	SO:0001217, UniRef:UniRef50_A0A1B7JMZ2
contig_1	cds	172523	173929	-	AJBGEP_00157		GPH family transporter	SO:0001217, UniRef:UniRef50_A0A0E1GVZ2
contig_1	cds	174093	175463	-	AJBGEP_00158		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G3EUP7
contig_1	cds	176029	176793	+	AJBGEP_00159		Pyruvate dehydrogenase complex repressor	SO:0001217, UniRef:UniRef50_P0ACL9
contig_1	ncRNA	176837	176949	-	AJBGEP_00160	tp2	tp2	RFAM:RF02030, SO:0000655
contig_1	cds	176953	179616	+	AJBGEP_00161		Pyruvate dehydrogenase E1 component	SO:0001217, UniRef:UniRef50_A0A6H2F9S0
contig_1	cds	179631	181520	+	AJBGEP_00162		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	SO:0001217, UniRef:UniRef50_P06959
contig_1	cds	181720	183144	+	AJBGEP_00163		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_P0A9P0
contig_1	ncRNA	183171	183252	-	AJBGEP_00164	STnc50	Salmonella enterica sRNA STnc40	RFAM:RF02059, SO:0000655
contig_1	cds	183433	183717	+	AJBGEP_00165		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0T9T4Y7
contig_1	cds	183755	184546	-	AJBGEP_00166		DUF2950 domain-containing protein	SO:0001217, UniRef:UniRef50_C9XVS6
contig_1	cds	184559	185332	-	AJBGEP_00167		hypothetical protein	
contig_1	cds	185316	186173	-	AJBGEP_00168		Membrane protein	SO:0001217, UniRef:UniRef50_A0A379TH09
contig_1	cds	186562	189159	+	AJBGEP_00169		Aconitate hydratase B	SO:0001217, UniRef:UniRef50_A0A2S5M6R7
contig_1	cds	189220	190062	-	AJBGEP_00170		Restriction endonuclease	SO:0001217, UniRef:UniRef50_Q8ZRS7
contig_1	cds	190308	190670	+	AJBGEP_00171	yacL	UPF0231 protein YacL	SO:0001217, UniRef:UniRef50_P0A8E5
contig_1	cds	190905	191858	+	AJBGEP_00172		2-keto-3-deoxygluconate permease 1	BlastRules:WP_001022089, SO:0001217, UniRef:UniRef50_P65207
contig_1	cds	191855	193126	+	AJBGEP_00173		D-threonate kinase	BlastRules:WP_000782192, SO:0001217, UniRef:UniRef50_Q8ZRS5
contig_1	cds	193116	194099	+	AJBGEP_00174		D-threonate 4-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P58718
contig_1	cds	194109	194876	+	AJBGEP_00175		HTH deoR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3CK74
contig_1	cds	194906	195700	-	AJBGEP_00176		S-adenosylmethionine decarboxylase proenzyme	SO:0001217, UniRef:UniRef50_P0A7F6
contig_1	cds	195721	196581	-	AJBGEP_00177		Polyamine aminopropyltransferase	SO:0001217, UniRef:UniRef50_A0A376VY01
contig_1	cds	196688	197074	-	AJBGEP_00178		Chaperone lipoprotein YacC, putatively involved in protein secretion	SO:0001217, UniRef:UniRef50_E0SBM7
contig_1	cds	197237	198847	+	AJBGEP_00179	cueO	Multicopper oxidase CueO	SO:0001217, UniRef:UniRef50_P36649
contig_1	cds	198925	201315	-	AJBGEP_00180		Quinoprotein glucose dehydrogenase	SO:0001217, UniRef:UniRef50_A0A447QUM1
contig_1	cds	201521	202057	+	AJBGEP_00181		Hypoxanthine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_P18134
contig_1	cds	202115	202777	-	AJBGEP_00182		Carbonic anhydrase 2	SO:0001217, UniRef:UniRef50_P45148
contig_1	cds	202886	203812	+	AJBGEP_00183		ABC transporter ATP binding protein	SO:0001217, UniRef:UniRef50_A0A0W0U308
contig_1	cds	203809	204579	+	AJBGEP_00184	yadH	Inner membrane transport permease YadH	SO:0001217, UniRef:UniRef50_P0AFN6
contig_1	cds	204696	205775	-	AJBGEP_00185		Fimbriae	SO:0001217, UniRef:UniRef50_Q8ZRR7
contig_1	cds	205784	208342	-	AJBGEP_00186		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A5Z4YMN8
contig_1	cds	208357	209040	-	AJBGEP_00187	stiB	fimbrial biogenesis chaperone StiB	BlastRules:WP_001086408, SO:0001217, UniRef:UniRef50_Q8ZRR5
contig_1	cds	209088	209627	-	AJBGEP_00188	stiA	Sti fimbria major subunit StiA	NCBIProtein:AAL19141.1, SO:0001217, UniRef:UniRef50_Q8ZRR4
contig_1	cds	209997	210437	+	AJBGEP_00189	yadI	Putative phosphotransferase enzyme IIA component YadI	SO:0001217, UniRef:UniRef50_P36881
contig_1	cds	210499	211728	+	AJBGEP_00190		Polysaccharide deacetylase domain protein	SO:0001217, UniRef:UniRef50_A0A379WZK3
contig_1	cds	211735	212115	-	AJBGEP_00191		Aspartate 1-decarboxylase	SO:0001217, UniRef:UniRef50_A0A376FKL2
contig_1	cds	212210	213064	-	AJBGEP_00192		Pantothenate synthetase	SO:0001217, UniRef:UniRef50_A0A143WS51
contig_1	cds	213190	213981	-	AJBGEP_00193		3-methyl-2-oxobutanoate hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_P31057
contig_1	cds	214102	214581	-	AJBGEP_00194		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	SO:0001217, UniRef:UniRef50_A0A090IJW5
contig_1	cds	214578	215996	-	AJBGEP_00195		Poly(A) polymerase I	SO:0001217, UniRef:UniRef50_A0A2X3ERX0
contig_1	cds	216137	217078	-	AJBGEP_00196		Glutamyl-Q tRNA(Asp) synthetase	SO:0001217, UniRef:UniRef50_Q07Y01
