# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	108420	108758	-	ODDLKH_00112	199.0	5.6e-66	0.973	0.886	0.982	UniRef:UniRef50_A9MGN1
contig_2	cds	108745	109188	-	ODDLKH_00113	296.0	3.2e-103	1.0	0.974	1.0	UniRef:UniRef50_A9MGN0
contig_2	cds	109332	112157	-	ODDLKH_00114	1482.0	0.0	1.0	0.918	0.763	UniRef:UniRef50_P57979
contig_2	cds	112405	112935	+	ODDLKH_00115	340.0	8.2e-122	1.0	1.0	1.0	BlastRules:WP_000168322
contig_2	ncRNA-region	113856	113893	+	-	55.0	2.0e-11	-	-	-	RFAM:RF01707
contig_2	cds	113976	114608	+	ODDLKH_00116	377.0	1.8e-135	1.0	1.0	1.0	BlastRules:WP_000389233
contig_2	cds	114605	115993	+	ODDLKH_00117	555.0	2.4e-195	1.002	1.0	0.644	UniRef:UniRef50_A0A7Z1PNX2
contig_2	cds	115983	117302	+	ODDLKH_00118	833.0	4.3e-308	1.0	1.0	1.0	BlastRules:WP_001541306
contig_2	cds	117299	118576	+	ODDLKH_00119	794.0	5.1e-293	1.0	1.0	1.0	BlastRules:WP_001081935
contig_2	cds	118593	135272	+	ODDLKH_00120	10573.0	0.0	1.0	1.0	0.987	BlastRules:WP_000527217
contig_2	cds	135312	137378	+	ODDLKH_00121	1294.0	0.0	1.0	1.0	1.0	BlastRules:WP_000358566
contig_2	cds	137656	137937	-	ODDLKH_00122	140.0	5.6e-43	1.0	0.823	0.742	UniRef:UniRef50_A0A0H3GHM5
contig_2	cds	138500	140101	+	ODDLKH_00123	963.0	0.0	0.951	0.807	0.959	UniRef:UniRef50_P32701
contig_2	cds	140089	140412	-	ODDLKH_00124	214.0	1.0e-71	0.981	0.861	0.990	UniRef:UniRef50_A0A089PGV1
contig_2	cds	140499	140957	+	ODDLKH_00125	307.0	1.2e-109	1.0	1.0	1.0	BlastRules:WP_000412686
contig_2	ncRNA	140989	141129	-	ODDLKH_00126	165.1	1.5e-26	-	-	-	RFAM:RF01408
contig_2	cds	141250	141918	+	ODDLKH_00127	353.0	4.1e-123	0.995	0.921	0.774	UniRef:UniRef50_A0A157NWX7
contig_2	cds	142265	143614	+	ODDLKH_00128	803.0	5.1e-296	1.0	1.0	0.978	BlastRules:WP_000106882
contig_2	cds	143764	145410	+	ODDLKH_00129	797.0	4.6e-288	1.0	0.986	0.752	UniRef:UniRef50_A0A379Z6K5
contig_2	cds	145505	146392	-	ODDLKH_00130	296.0	1.7e-98	0.963	0.907	0.542	UniRef:UniRef50_A8AN34
contig_2	cds	146496	146906	+	ODDLKH_00131	193.0	6.8e-63	0.882	0.938	0.825	UniRef:UniRef50_A0A484YDL8
contig_2	cds	146899	147588	+	ODDLKH_00132	380.0	1.1e-133	0.978	0.900	0.906	UniRef:UniRef50_A0A090UWY2
contig_2	cds	147627	149276	-	ODDLKH_00133	852.0	5.0e-308	0.974	0.813	0.839	UniRef:UniRef50_P32705
contig_2	cds	149273	149587	-	ODDLKH_00134	171.0	3.1e-55	0.990	0.981	0.854	UniRef:UniRef50_K2K1S2
contig_2	cds	149833	151791	-	ODDLKH_00135	1132.0	0.0	1.138	1.0	0.747	UniRef:UniRef50_Q8ZKF6
contig_2	cds	152223	153659	+	ODDLKH_00136	607.0	8.4e-215	0.946	0.879	0.602	UniRef:UniRef50_P0ABK9
contig_2	cds	153771	154337	+	ODDLKH_00137	403.0	7.0e-144	1.0	0.866	1.0	UniRef:UniRef50_P0ABL1
contig_2	cds	154334	155005	+	ODDLKH_00138	310.0	4.1e-106	0.973	0.882	0.677	UniRef:UniRef50_I3D8T3
contig_2	cds	155002	155958	+	ODDLKH_00139	514.0	1.5e-183	1.104	1.0	0.775	UniRef:UniRef50_P32709
contig_2	cds	155951	158173	+	ODDLKH_00140	1471.0	0.0	1.0	1.0	1.0	BlastRules:WP_000551709
contig_2	cds	158170	158790	+	ODDLKH_00141	260.0	2.4e-87	0.927	0.965	0.696	UniRef:UniRef50_A0A2B7LJ99
contig_2	cds	159135	160445	+	ODDLKH_00142	641.0	1.2e-228	0.972	0.802	0.790	UniRef:UniRef50_P21345
contig_2	cds	160603	161292	-	ODDLKH_00143	408.0	1.6e-144	1.0	0.927	0.873	UniRef:UniRef50_P0AF56
contig_2	cds	161469	163616	-	ODDLKH_00144	1171.0	0.0	0.850	1.0	0.941	UniRef:UniRef50_A0A2X3KNL3
contig_2	ncRNA-region	163150	163204	-	-	87.8	1.3e-14	-	-	-	RFAM:RF01988
contig_2	cds	163971	164879	-	ODDLKH_00145	391.0	5.6e-135	0.967	0.807	0.616	UniRef:UniRef50_H9L4A3
contig_2	cds	165137	165571	-	ODDLKH_00146	291.0	1.0e-100	1.0	0.800	0.993	UniRef:UniRef50_Q8ZKE6
contig_2	cds	165723	166166	-	ODDLKH_00147	169.0	3.6e-53	0.980	0.986	0.556	UniRef:UniRef50_A0A089PXH0
contig_2	cds	166286	166621	-	ODDLKH_00148	179.0	3.3e-58	0.982	0.965	0.761	UniRef:UniRef50_W5YGA8
contig_2	cds	167089	168591	+	ODDLKH_00149	694.0	1.2e-248	0.994	0.971	0.680	UniRef:UniRef50_V2TZ09
contig_2	ncRNA	168592	168757	+	ODDLKH_00150	175.8	1.3e-29	-	-	-	RFAM:RF02052
contig_2	cds	168661	168750	+	ODDLKH_00151	54.7	5.0e-11	1.0	0.853	1.0	UniRef:UniRef50_A0A1R0FS77
contig_2	cds	168758	169837	-	ODDLKH_00152	674.0	9.4e-248	0.992	1.0	1.0	VFDB:VFG052339
contig_2	cds	169838	170506	-	ODDLKH_00153	441.0	2.2e-160	1.0	1.0	1.0	VFDB:VFG052340
contig_2	cds	170503	172146	-	ODDLKH_00154	768.0	1.1e-275	0.984	0.868	0.701	UniRef:UniRef50_P30845
contig_2	cds	172280	173617	-	ODDLKH_00155	860.0	6.8e-316	1.0	0.947	1.0	UniRef:UniRef50_P60061
contig_2	cds	173757	174518	-	ODDLKH_00156	402.0	6.6e-141	0.988	0.845	0.776	UniRef:UniRef50_P33234
contig_2	cds	174816	177083	-	ODDLKH_00157	1330.0	0.0	0.854	0.939	1.0	UniRef:UniRef50_A0A2X4TLG4
contig_2	cds	177316	178248	-	ODDLKH_00158	623.0	4.4e-226	1.0	0.824	1.0	UniRef:UniRef50_P0ACH8
contig_2	cds	178520	179872	+	ODDLKH_00159	886.0	0.0	1.0	0.998	0.942	BlastRules:WP_000986601
contig_2	cds	179956	181386	+	ODDLKH_00160	884.0	0.0	1.0	0.979	0.979	UniRef:UniRef50_P30878
contig_2	cds	181475	183121	-	ODDLKH_00161	777.0	1.2e-279	0.974	0.907	0.710	UniRef:UniRef50_A0A5C1MBS7
contig_2	cds	183217	184557	-	ODDLKH_00162	829.0	3.6e-306	1.0	1.0	0.978	BlastRules:WP_000899522
contig_2	cds	184704	184970	-	ODDLKH_00163	169.0	1.1e-54	0.966	0.867	0.953	UniRef:UniRef50_A0A5U4SZL3
contig_2	cds	185287	186006	-	ODDLKH_00164	270.0	6.5e-90	0.983	0.922	0.566	UniRef:UniRef50_A0A1M0QMJ0
contig_2	cds	186003	187634	-	ODDLKH_00165	684.0	8.2e-244	0.994	0.994	0.661	UniRef:UniRef50_D4E5B1
contig_2	cds	187990	190419	+	ODDLKH_00166	852.0	1.1e-300	1.001	0.944	0.528	UniRef:UniRef50_I0HQT6
contig_2	cds	190433	191059	+	ODDLKH_00167	278.0	6.0e-94	0.923	0.865	0.599	UniRef:UniRef50_P45003
contig_2	cds	191052	191825	+	ODDLKH_00168	327.0	1.5e-111	1.004	0.949	0.690	UniRef:UniRef50_A9MFV5
contig_2	cds	191901	192494	+	ODDLKH_00169	396.0	1.5e-140	0.995	0.838	0.980	UniRef:UniRef50_Q8Z1N2
contig_2	cds	192578	193978	-	ODDLKH_00170	968.0	0.0	0.991	0.875	0.987	UniRef:UniRef50_A0A2P5GN72
contig_2	cds	194327	195187	+	ODDLKH_00171	512.0	1.0e-183	1.0	0.902	0.906	UniRef:UniRef50_A0A632U6T3
contig_2	ncRNA	195303	195378	+	ODDLKH_00172	112.2	1.2e-21	-	-	-	RFAM:RF01404
contig_2	cds	195481	195843	-	ODDLKH_00173	179.0	6.8e-58	0.933	0.903	0.866	UniRef:UniRef50_A0A6C7I5D6
contig_2	cds	195996	196268	-	ODDLKH_00174	174.0	7.6e-57	1.0	0.947	0.989	UniRef:UniRef50_A9MFU4
contig_2	cds	196280	197155	-	ODDLKH_00175	566.0	3.6e-205	1.0	0.990	1.0	UniRef:UniRef50_A9MFU3
contig_2	cds	197959	198252	+	ODDLKH_00176	161.0	3.2e-51	1.0	0.822	0.876	UniRef:UniRef50_P0DXX4
contig_2	cds	198249	198740	+	ODDLKH_00177	323.0	5.8e-113	0.994	0.880	0.975	UniRef:UniRef50_A0A0F6BAH9
contig_2	cds	198943	199410	+	ODDLKH_00178	-	-	-	-	-	-
contig_2	cds	200288	200578	+	ODDLKH_00179	196.0	2.0e-65	1.0	1.0	1.0	UniRef:UniRef50_Q5Y1U6
contig_2	cds	200613	201152	+	ODDLKH_00180	239.0	2.2e-79	1.011	0.953	0.652	UniRef:UniRef50_O52997
contig_2	cds	201162	203600	+	ODDLKH_00181	1310.0	0.0	0.985	0.985	0.835	BlastRules:WP_000761061
contig_2	cds	203617	204408	+	ODDLKH_00182	380.0	9.5e-132	0.977	0.811	0.747	UniRef:UniRef50_P25401
contig_2	cds	204441	204935	+	ODDLKH_00183	190.0	1.4e-60	0.945	0.896	0.632	UniRef:UniRef50_P25447
contig_2	cds	205153	205968	+	ODDLKH_00184	526.0	1.1e-189	0.996	0.925	0.993	UniRef:UniRef50_A0A4Z0KXR6
contig_2	cds	206201	206998	+	ODDLKH_00185	411.0	4.4e-147	1.0	1.0	0.770	BlastRules:WP_000704731
contig_2	cds	207026	207790	+	ODDLKH_00186	316.0	1.4e-107	0.996	0.955	0.593	UniRef:UniRef50_A0AAP8ANP0
contig_2	cds	208099	208197	+	ODDLKH_00187	-	-	-	-	-	-
contig_2	cds	208223	208795	+	ODDLKH_00188	357.0	1.1e-125	0.979	0.849	0.984	UniRef:UniRef50_A0A659PUP7
contig_2	cds	208868	209080	+	ODDLKH_00189	131.0	2.0e-40	1.0	1.0	0.957	UniRef:UniRef50_A0A3S4FAV0
contig_2	cds	209356	209502	+	ODDLKH_00190	-	-	-	-	-	-
contig_2	cds	209528	210376	+	ODDLKH_00191	511.0	7.0e-184	1.0	1.0	0.901	UniRef:UniRef50_V9SI94
contig_2	cds	210521	211273	-	ODDLKH_00192	502.0	1.5e-183	1.0	1.0	0.976	BlastRules:WP_001785756
contig_2	tRNA	211984	212059	-	ODDLKH_00193	75.3	-	-	-	-	-
contig_2	cds	212175	212750	-	ODDLKH_00194	252.0	6.4e-84	1.0	0.868	0.639	UniRef:UniRef50_P0ACU7
contig_2	cds	212787	214490	-	ODDLKH_00195	825.0	2.1e-296	1.231	0.996	0.639	UniRef:UniRef50_P36655
contig_2	cds	214466	214813	-	ODDLKH_00196	148.0	7.8e-46	0.939	0.982	0.685	UniRef:UniRef50_Q6D9J5
contig_2	cds	214934	216235	-	ODDLKH_00197	750.0	1.6e-275	1.0	1.0	0.947	BlastRules:WP_000961959
contig_2	cds	216350	217786	-	ODDLKH_00198	773.0	4.1e-282	0.831	0.959	0.967	UniRef:UniRef50_A0A4U9HGJ9
contig_2	cds	218088	218603	+	ODDLKH_00199	186.0	1.0e-58	1.058	0.905	0.613	UniRef:UniRef50_P37147
contig_2	cds	218662	219924	-	ODDLKH_00200	584.0	2.8e-207	0.976	0.849	0.717	UniRef:UniRef50_P39277
contig_2	cds	220179	220472	+	ODDLKH_00201	145.0	7.3e-45	0.990	0.835	0.719	UniRef:UniRef50_P25749
contig_2	cds	220516	222162	+	ODDLKH_00202	731.0	3.7e-262	0.976	0.973	0.723	UniRef:UniRef50_Q6ARV6
contig_2	cds	222406	222759	+	ODDLKH_00203	181.0	6.0e-59	0.906	0.991	0.858	UniRef:UniRef50_A0A2X4TKE2
contig_2	cds	222807	223664	-	ODDLKH_00204	325.0	5.9e-110	0.986	0.915	0.584	UniRef:UniRef50_P39279
contig_2	cds	223946	224974	-	ODDLKH_00205	670.0	6.4e-244	0.994	0.856	0.982	UniRef:UniRef50_P39280
contig_2	cds	225015	225581	+	ODDLKH_00206	367.0	8.3e-130	1.0	0.895	0.957	UniRef:UniRef50_Q8ZIY0
contig_2	cds	225603	225776	+	ODDLKH_00207	106.0	1.1e-30	0.982	0.889	0.964	UniRef:UniRef50_P0ADB4
contig_2	cds	226061	226648	-	ODDLKH_00208	258.0	5.0e-86	1.021	0.836	0.653	UniRef:UniRef50_O69280
contig_2	ncRNA-region	226839	226883	+	-	42.1	1.6e-05	-	-	-	RFAM:RF01068
contig_2	cds	226905	227222	+	ODDLKH_00209	181.0	5.7e-61	1.0	1.0	0.895	BlastRules:WP_000118520
contig_2	cds	227239	227772	-	ODDLKH_00210	335.0	6.5e-118	0.921	1.0	0.975	UniRef:UniRef50_A0A8S0G642
