# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	94582	94872	-	BEJGEH_00087	141.0	2.1e-43	1.0	0.857	0.729	UniRef:UniRef50_A0A0H3GT82
contig_1	cds	95769	97658	+	BEJGEH_00088	1296.0	0.0	1.022	1.0	0.977	UniRef:UniRef50_A0A5E4TG07
contig_1	cds	98212	98742	+	BEJGEH_00089	256.0	6.6e-86	1.040	0.888	0.650	UniRef:UniRef50_Q8ZRW3
contig_1	cds	98735	100597	+	BEJGEH_00090	1025.0	0.0	1.106	0.999	0.816	UniRef:UniRef50_P03819
contig_1	cds	100796	101275	+	BEJGEH_00091	282.0	6.6e-97	1.0	0.874	0.836	UniRef:UniRef50_Q6D0D5
contig_1	cds	101381	102229	-	BEJGEH_00092	484.0	3.7e-173	0.972	0.993	0.818	UniRef:UniRef50_C4L9L6
contig_1	cds	102240	102617	-	BEJGEH_00093	239.0	5.5e-81	0.992	0.855	0.944	UniRef:UniRef50_Q56017
contig_1	cds	102620	103441	-	BEJGEH_00094	359.0	1.8e-123	0.971	0.855	0.660	UniRef:UniRef50_P06992
contig_1	cds	103438	104427	-	BEJGEH_00095	416.0	3.7e-144	1.009	0.902	0.639	UniRef:UniRef50_P58719
contig_1	cds	104427	105713	-	BEJGEH_00096	555.0	8.4e-196	0.995	0.926	0.660	UniRef:UniRef50_P0ABZ6
contig_1	cds	105767	108127	-	BEJGEH_00097	1152.0	0.0	1.015	0.989	0.707	UniRef:UniRef50_B4F2H9
contig_1	cds	108381	109193	+	BEJGEH_00098	257.0	1.2e-83	1.067	1.003	0.507	UniRef:UniRef50_Q74Q30
contig_1	cds	109288	109947	-	BEJGEH_00099	334.0	2.9e-115	1.0	0.811	0.744	UniRef:UniRef50_P0AA37
contig_1	cds	109959	112865	-	BEJGEH_00100	1768.0	0.0	0.985	0.873	0.931	UniRef:UniRef50_P60240
contig_1	cds	113085	115391	-	BEJGEH_00101	1017.0	0.0	0.961	0.935	0.682	UniRef:UniRef50_A0A485AZP5
contig_1	cds	115435	115731	-	BEJGEH_00102	-	-	-	-	-	-
contig_1	cds	115731	116162	-	BEJGEH_00103	276.0	2.2e-97	0.993	0.973	0.965	IS:ISSen6
contig_1	cds	116194	117399	+	BEJGEH_00104	597.0	7.2e-213	0.938	0.823	0.798	UniRef:UniRef50_A0A1J0QZG6
contig_1	cds	117469	117873	-	BEJGEH_00105	-	-	-	-	-	-
contig_1	cds	118391	118810	+	BEJGEH_00106	274.0	1.8e-94	0.964	0.870	0.985	UniRef:UniRef50_S5NAE8
contig_1	cds	118816	119511	-	BEJGEH_00107	449.0	2.3e-160	1.0	0.843	0.939	UniRef:UniRef50_P08203
contig_1	cds	119652	121154	-	BEJGEH_00108	986.0	0.0	0.998	0.933	0.948	UniRef:UniRef50_P08202
contig_1	cds	121165	122874	-	BEJGEH_00109	798.0	2.1e-289	0.810	1.0	0.839	UniRef:UniRef50_A0A4P0XR93
contig_1	cds	123215	124060	+	BEJGEH_00110	537.0	6.2e-194	1.0	0.959	0.890	UniRef:UniRef50_A0A090V0Z5
contig_1	cds	124179	124946	+	BEJGEH_00111	350.0	6.8e-121	0.996	0.981	0.669	UniRef:UniRef50_A0A377TMN9
contig_1	cds	124985	125692	-	BEJGEH_00112	219.0	5.4e-70	0.902	0.876	0.505	UniRef:UniRef50_A0A318MR91
contig_1	cds	125676	127286	-	BEJGEH_00113	621.0	2.0e-218	0.989	0.909	0.628	UniRef:UniRef50_A0A8I1W5K3
contig_1	cds	127262	128245	-	BEJGEH_00114	431.0	1.8e-150	0.997	0.921	0.644	UniRef:UniRef50_A0A0U5LKV3
contig_1	ncRNA-region	128277	128376	-	-	68.5	5.5e-11	-	-	-	RFAM:RF00059
contig_1	cds	128423	130081	-	BEJGEH_00115	957.0	0.0	0.993	0.989	0.828	UniRef:UniRef50_A0A377KCN3
contig_1	ncRNA	130149	130387	+	BEJGEH_00116	199.3	2.6e-31	-	-	-	RFAM:RF00534
contig_1	cds	130174	130296	+	BEJGEH_00117	85.1	9.4e-23	1.0	0.816	0.975	UniRef:UniRef50_A0A0J1LLN9
contig_1	cds	130632	131237	-	BEJGEH_00118	239.0	7.2e-79	0.985	0.938	0.571	UniRef:UniRef50_Q9PLW2
contig_1	cds	131248	132648	-	BEJGEH_00119	881.0	0.0	1.0	0.813	0.955	UniRef:UniRef50_P0A6A6
contig_1	cds	132651	133742	-	BEJGEH_00120	516.0	1.5e-182	0.983	0.884	0.717	UniRef:UniRef50_P56933
contig_1	cds	133742	135313	-	BEJGEH_00121	837.0	3.2e-303	1.0	0.850	0.820	UniRef:UniRef50_P15875
contig_1	ncRNA-region	135354	135501	-	-	149.4	8.8e-26	-	-	-	RFAM:RF00512
contig_1	sorf	135401	135487	-	BEJGEH_00122	55.1	2.2e-16	1.036	1.0	0.966	UniRef:UniRef50_P03062
contig_1	cds	136144	137088	+	BEJGEH_00123	629.0	7.3e-229	1.0	0.897	1.0	UniRef:UniRef50_P46924
contig_1	cds	137410	139134	+	BEJGEH_00124	1009.0	0.0	1.0	0.891	0.880	UniRef:UniRef50_P00893
contig_1	cds	139134	139628	+	BEJGEH_00125	277.0	4.1e-95	1.0	0.943	0.884	UniRef:UniRef50_P00894
contig_1	cds	139912	140916	+	BEJGEH_00126	602.0	4.5e-218	1.0	0.994	0.898	UniRef:UniRef50_A1JJI2
contig_1	cds	141522	141980	+	BEJGEH_00127	264.0	2.2e-90	1.0	0.968	0.855	UniRef:UniRef50_C5B9E7
contig_1	cds	141982	142923	+	BEJGEH_00128	583.0	1.2e-210	1.0	0.902	0.958	UniRef:UniRef50_P60390
contig_1	cds	142920	143285	+	BEJGEH_00129	219.0	1.4e-73	0.950	0.852	0.974	UniRef:UniRef50_Q7CR84
contig_1	cds	143301	145067	+	BEJGEH_00130	1119.0	0.0	1.0	1.0	0.963	BlastRules:WP_000642196
contig_1	cds	145054	146541	+	BEJGEH_00131	650.0	4.2e-231	1.095	1.0	0.616	UniRef:UniRef50_Q8ZRU7
contig_1	cds	146538	147896	+	BEJGEH_00132	746.0	1.2e-269	0.993	0.824	0.857	UniRef:UniRef50_P11880
contig_1	cds	147890	148972	+	BEJGEH_00133	697.0	5.9e-254	0.994	0.880	0.978	UniRef:UniRef50_P0A6W3
contig_1	cds	148975	150291	+	BEJGEH_00134	811.0	5.8e-296	0.975	0.816	0.972	UniRef:UniRef50_Q8ZRU4
contig_1	cds	150291	151535	+	BEJGEH_00135	560.0	2.6e-198	0.911	0.838	0.740	UniRef:UniRef50_Q493Q2
contig_1	cds	151532	152599	+	BEJGEH_00136	566.0	3.5e-203	0.994	0.959	0.807	UniRef:UniRef50_Q8ZIE9
contig_1	cds	152718	154193	+	BEJGEH_00137	841.0	8.3e-307	1.0	0.926	0.859	UniRef:UniRef50_P17952
contig_1	cds	154186	155106	+	BEJGEH_00138	384.0	1.1e-131	1.225	1.0	0.565	UniRef:UniRef50_P07862
contig_1	cds	155108	155938	+	BEJGEH_00139	482.0	2.7e-171	1.279	1.0	0.737	UniRef:UniRef50_P06136
contig_1	cds	155935	157197	+	BEJGEH_00140	813.0	4.2e-298	1.0	0.938	0.988	UniRef:UniRef50_P0ABH0
contig_1	ncRNA	157177	157266	+	BEJGEH_00141	87.8	9.0e-14	-	-	-	RFAM:RF02797
contig_1	cds	157258	158409	+	BEJGEH_00142	439.0	2.4e-151	1.146	1.002	0.604	UniRef:UniRef50_Q9ZAW3
contig_1	cds	158510	159427	+	BEJGEH_00143	586.0	3.9e-212	1.141	1.0	0.871	UniRef:UniRef50_Q6LMG1
contig_1	cds	159706	160203	+	BEJGEH_00144	324.0	6.4e-116	1.0	1.0	0.994	BlastRules:WP_000014335
contig_1	cds	160265	162970	+	BEJGEH_00145	1188.0	0.0	0.984	0.838	0.682	UniRef:UniRef50_P10408
contig_1	ncRNA	163040	163107	+	BEJGEH_00146	59.9	3.9e-09	-	-	-	RFAM:RF02057
contig_1	cds	163122	163517	+	BEJGEH_00147	270.0	2.6e-93	1.0	0.873	0.977	UniRef:UniRef50_P08337
contig_1	cds	163551	164540	-	BEJGEH_00148	439.0	3.7e-153	1.003	0.902	0.664	UniRef:UniRef50_D8J250
contig_1	cds	164644	165567	+	BEJGEH_00149	616.0	1.5e-224	0.997	0.978	0.997	UniRef:UniRef50_A0A379NQ79
contig_1	cds	165564	165755	-	BEJGEH_00150	79.0	1.3e-19	0.952	0.822	0.667	UniRef:UniRef50_B2VD52
contig_1	cds	165765	166508	-	BEJGEH_00151	382.0	2.0e-133	0.972	0.845	0.800	UniRef:UniRef50_P36680
contig_1	cds	166508	167128	-	BEJGEH_00152	303.0	2.0e-103	0.990	0.843	0.775	UniRef:UniRef50_P56186
contig_1	cds	167354	168397	+	BEJGEH_00153	436.0	6.4e-151	1.020	0.855	0.630	UniRef:UniRef50_P59443
contig_1	cds	168428	169630	-	BEJGEH_00154	418.0	3.6e-143	0.988	0.968	0.544	UniRef:UniRef50_A0A6I2I279
contig_1	cds	169620	171005	-	BEJGEH_00155	867.0	0.0	1.033	1.0	0.941	UniRef:UniRef50_A0A0H3FWD5
contig_1	cds	171015	171452	-	BEJGEH_00156	222.0	8.7e-74	1.124	0.988	0.693	UniRef:UniRef50_P36647
contig_1	cds	171674	172567	-	BEJGEH_00157	349.0	2.6e-119	1.027	0.990	0.626	UniRef:UniRef50_A0A269PUV1
contig_1	cds	172655	173218	+	BEJGEH_00158	274.0	9.8e-93	0.973	0.847	0.692	UniRef:UniRef50_A0A2J5PP37
contig_1	cds	173215	174069	+	BEJGEH_00159	349.0	7.5e-120	1.007	1.0	0.626	UniRef:UniRef50_A1JJL4
contig_1	cds	174161	175111	-	BEJGEH_00160	558.0	7.1e-201	0.968	0.887	0.830	UniRef:UniRef50_A0A1B7JMZ2
contig_1	cds	175111	176517	-	BEJGEH_00161	838.0	2.1e-306	1.0	0.911	0.878	UniRef:UniRef50_A0A0E1GVZ2
contig_1	cds	176681	178051	-	BEJGEH_00162	564.0	6.2e-198	1.033	0.890	0.624	UniRef:UniRef50_A0A0G3EUP7
contig_1	cds	178617	179381	+	BEJGEH_00163	376.0	1.4e-130	1.193	0.997	0.710	UniRef:UniRef50_P0ACL9
contig_1	ncRNA	179425	179537	-	BEJGEH_00164	115.0	4.4e-21	-	-	-	RFAM:RF02030
contig_1	cds	179541	182204	+	BEJGEH_00165	1631.0	0.0	1.080	1.0	0.850	UniRef:UniRef50_A0A6H2F9S0
contig_1	cds	182219	184108	+	BEJGEH_00166	976.0	0.0	1.186	1.0	0.784	UniRef:UniRef50_P06959
contig_1	cds	184309	185733	+	BEJGEH_00167	902.0	0.0	1.084	1.0	0.907	UniRef:UniRef50_P0A9P0
contig_1	ncRNA	185760	185841	-	BEJGEH_00168	109.1	1.4e-18	-	-	-	RFAM:RF02059
contig_1	cds	186022	186306	+	BEJGEH_00169	138.0	2.4e-42	1.0	0.931	0.723	UniRef:UniRef50_A0A0T9T4Y7
contig_1	cds	186344	187135	-	BEJGEH_00170	296.0	4.4e-99	0.992	0.879	0.529	UniRef:UniRef50_C9XVS6
contig_1	cds	187148	188770	-	BEJGEH_00171	517.0	5.4e-180	0.809	1.056	0.725	UniRef:UniRef50_A0A078LHZ5
contig_1	cds	189159	191756	+	BEJGEH_00172	1264.0	0.0	1.012	0.855	0.726	UniRef:UniRef50_A0A2S5M6R7
contig_1	cds	191788	192759	-	BEJGEH_00173	484.0	2.6e-171	1.003	0.880	0.750	UniRef:UniRef50_V7ITB5
contig_1	cds	192832	193920	+	BEJGEH_00174	734.0	3.7e-269	0.997	0.976	0.986	UniRef:UniRef50_A0A5V8XZ04
contig_1	cds	193954	194262	+	BEJGEH_00175	-	-	-	-	-	-
contig_1	cds	194277	195209	-	BEJGEH_00176	600.0	8.1e-218	1.0	0.966	0.965	UniRef:UniRef50_A0A379VWN0
contig_1	cds	195284	196417	+	BEJGEH_00177	748.0	2.1e-274	1.027	1.0	0.961	UniRef:UniRef50_A0A5I0CTM8
contig_1	cds	196638	197102	-	BEJGEH_00178	279.0	3.4e-96	1.0	1.0	0.935	UniRef:UniRef50_G5S6C8
contig_1	cds	197512	197835	-	BEJGEH_00179	147.0	4.0e-45	1.0	0.836	0.654	UniRef:UniRef50_G0AE91
contig_1	cds	198106	198468	+	BEJGEH_00180	183.0	3.7e-59	0.975	0.818	0.735	UniRef:UniRef50_P0A8E5
contig_1	cds	198703	199656	+	BEJGEH_00181	571.0	2.0e-208	1.0	1.0	1.0	BlastRules:WP_001022089
contig_1	cds	199653	200924	+	BEJGEH_00182	788.0	1.2e-290	1.0	1.0	0.995	BlastRules:WP_000782192
contig_1	cds	200914	201897	+	BEJGEH_00183	518.0	1.0e-184	0.991	0.942	0.772	UniRef:UniRef50_P58718
contig_1	cds	201907	202674	+	BEJGEH_00184	314.0	4.3e-106	1.0	0.839	0.639	UniRef:UniRef50_A0A0H3CK74
contig_1	cds	202704	203498	-	BEJGEH_00185	402.0	1.1e-140	0.989	0.823	0.736	UniRef:UniRef50_P0A7F6
contig_1	cds	203519	204379	-	BEJGEH_00186	408.0	9.0e-144	0.804	0.991	0.835	UniRef:UniRef50_A0A376VY01
contig_1	cds	204486	204872	-	BEJGEH_00187	206.0	2.6e-68	0.898	0.871	0.870	UniRef:UniRef50_E0SBM7
contig_1	cds	205035	206645	+	BEJGEH_00188	819.0	7.9e-296	1.187	1.032	0.681	UniRef:UniRef50_P36649
contig_1	cds	206723	209113	-	BEJGEH_00189	974.0	0.0	0.996	0.995	0.605	UniRef:UniRef50_A0A447QUM1
contig_1	cds	209319	209855	+	BEJGEH_00190	243.0	7.9e-81	0.989	0.893	0.659	UniRef:UniRef50_P18134
contig_1	cds	209913	210575	-	BEJGEH_00191	293.0	3.8e-99	0.968	0.859	0.643	UniRef:UniRef50_P45148
contig_1	cds	210684	211610	+	BEJGEH_00192	366.0	2.1e-125	0.977	0.896	0.625	UniRef:UniRef50_A0A0W0U308
contig_1	cds	211607	212377	+	BEJGEH_00193	384.0	1.2e-133	1.0	0.828	0.746	UniRef:UniRef50_P0AFN6
contig_1	cds	212486	213562	-	BEJGEH_00194	609.0	8.3e-220	1.042	1.0	0.818	UniRef:UniRef50_Q8ZRR7
contig_1	cds	213571	216129	-	BEJGEH_00195	1305.0	0.0	0.804	0.996	0.975	UniRef:UniRef50_A0A5Z4YMN8
contig_1	cds	216144	216827	-	BEJGEH_00196	458.0	6.3e-167	1.0	1.0	0.991	BlastRules:WP_001086408
contig_1	cds	216875	217408	-	BEJGEH_00197	-	-	1.011	1.0	0.944	NCBIProtein:AAL19141.1
contig_1	cds	217778	218218	+	BEJGEH_00198	278.0	5.8e-96	1.0	0.864	0.918	UniRef:UniRef50_P36881
contig_1	cds	218280	219509	+	BEJGEH_00199	670.0	1.8e-242	1.015	1.0	0.778	UniRef:UniRef50_A0A379WZK3
contig_1	cds	219516	219896	-	BEJGEH_00200	205.0	3.1e-68	0.849	1.0	0.953	UniRef:UniRef50_A0A376FKL2
contig_1	cds	219991	220845	-	BEJGEH_00201	420.0	1.3e-147	0.845	0.828	0.888	UniRef:UniRef50_A0A143WS51
contig_1	cds	220971	221762	-	BEJGEH_00202	407.0	1.9e-142	1.0	0.840	0.783	UniRef:UniRef50_P31057
contig_1	cds	221883	222362	-	BEJGEH_00203	259.0	3.7e-88	1.0	0.958	0.805	UniRef:UniRef50_A0A090IJW5
contig_1	cds	222359	223777	-	BEJGEH_00204	705.0	4.4e-253	1.108	0.967	0.711	UniRef:UniRef50_A0A2X3ERX0
contig_1	cds	223918	224859	-	BEJGEH_00205	464.0	2.2e-164	0.907	0.959	0.771	UniRef:UniRef50_Q07Y01
contig_1	cds	224883	225338	-	BEJGEH_00206	290.0	3.1e-100	1.0	0.825	0.960	UniRef:UniRef50_P57294
contig_1	cds	225515	226219	-	BEJGEH_00207	258.0	5.4e-85	1.111	0.981	0.515	UniRef:UniRef50_Q8ZRQ6
contig_1	cds	226236	226766	-	BEJGEH_00208	336.0	7.4e-118	1.068	1.0	0.888	UniRef:UniRef50_A0A379TGX4
contig_1	cds	226794	229268	+	BEJGEH_00209	949.0	0.0	0.988	0.933	0.620	UniRef:UniRef50_P37024
