# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	50447	51820	-	GEGEGB_00047	565.0	3.2e-199	0.989	0.956	0.606	UniRef:UniRef50_A0A6C6YXS9
contig_1	cds	52277	52540	-	GEGEGB_00048	109.0	7.1e-31	0.954	0.806	0.723	UniRef:UniRef50_P57251
contig_1	cds	52869	53807	+	GEGEGB_00049	415.0	4.9e-144	0.981	0.816	0.680	UniRef:UniRef50_Q7N8X3
contig_1	cds	53852	56686	+	GEGEGB_00050	1375.0	0.0	1.001	0.970	0.703	UniRef:UniRef50_Q8ZIM0
contig_1	cds	56686	57186	+	GEGEGB_00051	260.0	6.3e-88	0.952	0.814	0.785	UniRef:UniRef50_Q9KU46
contig_1	cds	57341	57790	+	GEGEGB_00052	168.0	2.0e-52	0.960	0.935	0.573	UniRef:UniRef50_A0A376DLB2
contig_1	cds	57793	58743	+	GEGEGB_00053	419.0	1.2e-145	0.984	0.829	0.678	UniRef:UniRef50_P62623
contig_1	ncRNA	58789	58920	+	GEGEGB_00054	166.6	5.0e-30	-	-	-	RFAM:RF02048
contig_1	cds	58943	60145	+	GEGEGB_00055	828.0	3.2e-305	1.0	0.983	0.985	UniRef:UniRef50_M7RH86
contig_1	cds	60161	61081	+	GEGEGB_00056	489.0	5.4e-174	0.987	0.910	0.801	UniRef:UniRef50_P22564
contig_1	cds	61103	61789	-	GEGEGB_00057	382.0	2.8e-134	0.996	0.946	0.841	UniRef:UniRef50_P52688
contig_1	cds	61791	63449	-	GEGEGB_00058	901.0	0.0	0.976	0.942	0.853	UniRef:UniRef50_P52687
contig_1	cds	63545	64846	-	GEGEGB_00059	785.0	4.9e-286	1.0	0.880	0.991	UniRef:UniRef50_P13156
contig_1	cds	64859	66634	-	GEGEGB_00060	1023.0	0.0	1.181	1.003	0.808	UniRef:UniRef50_A0A379XLB9
contig_1	cds	66650	66889	-	GEGEGB_00061	115.0	6.8e-34	0.987	0.975	0.821	UniRef:UniRef50_A0A379UMS0
contig_1	cds	67048	68388	-	GEGEGB_00062	842.0	2.3e-311	1.0	1.0	1.0	BlastRules:WP_000183602
contig_1	cds	68633	69676	+	GEGEGB_00063	583.0	1.4e-210	0.839	0.874	1.0	UniRef:UniRef50_A0A379WFG3
contig_1	cds	69706	69999	+	GEGEGB_00064	111.0	1.1e-31	0.979	0.969	0.600	UniRef:UniRef50_B7LVP5
contig_1	cds	69996	70865	+	GEGEGB_00065	393.0	3.5e-136	0.993	0.827	0.707	UniRef:UniRef50_P17725
contig_1	cds	70876	72396	+	GEGEGB_00066	644.0	1.8e-228	0.964	0.914	0.676	UniRef:UniRef50_P75726
contig_1	cds	72396	72947	+	GEGEGB_00067	215.0	6.0e-70	0.956	0.888	0.606	UniRef:UniRef50_B7LWL8
contig_1	cds	72925	73833	+	GEGEGB_00068	415.0	1.8e-144	0.977	0.850	0.698	UniRef:UniRef50_B7LWM0
contig_1	cds	74013	74834	+	GEGEGB_00069	358.0	5.5e-123	0.971	0.849	0.687	UniRef:UniRef50_Q2NVY2
contig_1	ncRNA-region	74840	74917	+	-	99.7	2.2e-16	-	-	-	RFAM:RF02551
contig_1	cds	75687	76835	+	GEGEGB_00070	653.0	1.2e-235	1.183	1.0	0.743	UniRef:UniRef50_P0A6F1
contig_1	cds	76851	80078	+	GEGEGB_00071	2051.0	0.0	0.999	0.824	0.977	UniRef:UniRef50_P00968
contig_1	cds	80352	80747	+	GEGEGB_00072	-	-	-	-	-	-
contig_1	cds	80825	81421	-	GEGEGB_00073	275.0	6.7e-93	1.0	0.892	0.702	UniRef:UniRef50_A0A376W173
contig_1	cds	81533	82318	-	GEGEGB_00074	473.0	1.4e-168	0.981	0.828	0.934	UniRef:UniRef50_P31551
contig_1	cds	82372	83925	-	GEGEGB_00075	603.0	3.1e-212	1.002	0.940	0.575	UniRef:UniRef50_P31552
contig_1	cds	83988	85205	-	GEGEGB_00076	830.0	2.4e-305	1.0	0.918	0.980	UniRef:UniRef50_P31572
contig_1	cds	85317	86459	-	GEGEGB_00077	758.0	4.2e-278	1.029	1.0	0.969	UniRef:UniRef50_P60584
contig_1	cds	86494	88011	-	GEGEGB_00078	767.0	5.8e-277	0.976	0.890	0.738	UniRef:UniRef50_P31553
contig_1	cds	88492	89262	+	GEGEGB_00079	404.0	4.8e-142	1.0	0.921	0.816	UniRef:UniRef50_A0A2X4TIQ2
contig_1	cds	89278	90219	+	GEGEGB_00080	548.0	4.1e-197	1.102	1.0	0.838	UniRef:UniRef50_P31574
contig_1	cds	90269	91555	+	GEGEGB_00081	513.0	1.6e-179	1.035	1.002	0.607	UniRef:UniRef50_A0A6A8QPB3
contig_1	cds	91552	91839	+	GEGEGB_00082	187.0	1.2e-61	1.116	1.0	0.849	UniRef:UniRef50_A0A120M097
contig_1	ncRNA	91864	91946	-	GEGEGB_00083	61.0	1.7e-08	-	-	-	RFAM:RF02564
contig_1	cds	91987	93327	+	GEGEGB_00084	884.0	0.0	1.0	0.809	0.996	UniRef:UniRef50_P31679
contig_1	cds	93416	93646	+	GEGEGB_00085	69.7	1.1e-15	1.013	1.0	0.519	UniRef:UniRef50_A0A0J8YCG2
contig_1	cds	93931	94353	+	GEGEGB_00086	-	-	-	-	-	-
contig_1	ncRNA	94354	94576	+	GEGEGB_00087	265.7	1.8e-40	-	-	-	RFAM:RF02050
contig_1	cds	94577	94867	-	GEGEGB_00088	141.0	2.1e-43	1.0	0.857	0.729	UniRef:UniRef50_A0A0H3GT82
contig_1	cds	95765	95989	+	GEGEGB_00089	-	-	-	-	-	-
contig_1	cds	96041	97345	+	GEGEGB_00090	-	-	-	-	-	-
contig_1	cds	97342	97653	+	GEGEGB_00091	-	-	-	-	-	-
contig_1	cds	98060	98590	+	GEGEGB_00092	251.0	4.5e-84	1.040	0.888	0.639	UniRef:UniRef50_Q8ZRW3
contig_1	cds	98583	100445	+	GEGEGB_00093	1020.0	0.0	1.106	0.999	0.813	UniRef:UniRef50_P03819
contig_1	cds	100644	101123	+	GEGEGB_00094	282.0	6.6e-97	1.0	0.874	0.830	UniRef:UniRef50_Q6D0D5
contig_1	cds	101219	102067	-	GEGEGB_00095	484.0	3.7e-173	0.972	0.993	0.818	UniRef:UniRef50_C4L9L6
contig_1	cds	102078	102455	-	GEGEGB_00096	235.0	1.9e-79	0.992	0.855	0.927	UniRef:UniRef50_Q56017
contig_1	cds	102458	103279	-	GEGEGB_00097	359.0	1.8e-123	0.971	0.855	0.660	UniRef:UniRef50_P06992
contig_1	cds	103276	104265	-	GEGEGB_00098	418.0	4.5e-145	1.009	0.902	0.642	UniRef:UniRef50_P58719
contig_1	cds	104265	105551	-	GEGEGB_00099	555.0	8.4e-196	0.995	0.926	0.660	UniRef:UniRef50_P0ABZ6
contig_1	cds	105605	107959	-	GEGEGB_00100	1149.0	0.0	1.018	0.989	0.703	UniRef:UniRef50_B4F2H9
contig_1	cds	108213	109025	+	GEGEGB_00101	257.0	1.2e-83	1.067	1.003	0.507	UniRef:UniRef50_Q74Q30
contig_1	cds	109120	109779	-	GEGEGB_00102	332.0	1.7e-114	1.0	0.811	0.740	UniRef:UniRef50_P0AA37
contig_1	cds	109791	112697	-	GEGEGB_00103	1763.0	0.0	0.985	0.873	0.929	UniRef:UniRef50_P60240
contig_1	cds	112871	115222	-	GEGEGB_00104	1461.0	0.0	1.0	0.812	0.894	UniRef:UniRef50_P21189
contig_1	cds	115266	115496	-	GEGEGB_00105	-	-	-	-	-	-
contig_1	cds	115765	115860	-	GEGEGB_00106	-	-	-	-	-	-
contig_1	cds	116025	117230	+	GEGEGB_00107	593.0	1.7e-211	0.938	0.823	0.793	UniRef:UniRef50_A0A1J0QZG6
contig_1	cds	117300	117704	-	GEGEGB_00108	-	-	-	-	-	-
contig_1	cds	118222	118641	+	GEGEGB_00109	274.0	1.2e-94	0.964	0.870	0.963	UniRef:UniRef50_S5NAE8
contig_1	cds	118647	119342	-	GEGEGB_00110	443.0	4.4e-158	1.0	0.843	0.926	UniRef:UniRef50_P08203
contig_1	cds	119483	120985	-	GEGEGB_00111	982.0	0.0	0.998	0.933	0.946	UniRef:UniRef50_P08202
contig_1	cds	120996	122705	-	GEGEGB_00112	801.0	1.3e-290	0.810	1.0	0.846	UniRef:UniRef50_A0A4P0XR93
contig_1	cds	123046	123891	+	GEGEGB_00113	530.0	3.4e-191	1.0	0.959	0.879	UniRef:UniRef50_A0A090V0Z5
contig_1	cds	124010	124777	+	GEGEGB_00114	349.0	9.6e-121	0.996	0.981	0.669	UniRef:UniRef50_A0A377TMN9
contig_1	cds	124816	125523	-	GEGEGB_00115	219.0	3.8e-70	0.902	0.876	0.505	UniRef:UniRef50_A0A318MR91
contig_1	cds	125507	127117	-	GEGEGB_00116	622.0	7.1e-219	0.989	0.909	0.628	UniRef:UniRef50_A0A8I1W5K3
contig_1	cds	127093	128076	-	GEGEGB_00117	431.0	2.5e-150	0.997	0.921	0.644	UniRef:UniRef50_A0A0U5LKV3
contig_1	ncRNA-region	128108	128207	-	-	68.5	5.5e-11	-	-	-	RFAM:RF00059
contig_1	cds	128254	129912	-	GEGEGB_00118	960.0	0.0	0.993	0.989	0.830	UniRef:UniRef50_A0A377KCN3
contig_1	ncRNA	129980	130218	+	GEGEGB_00119	197.7	4.8e-31	-	-	-	RFAM:RF00534
contig_1	cds	130005	130127	+	GEGEGB_00120	85.1	9.4e-23	1.0	0.816	0.975	UniRef:UniRef50_A0A0J1LLN9
contig_1	cds	130462	131067	-	GEGEGB_00121	238.0	1.4e-78	0.985	0.938	0.571	UniRef:UniRef50_Q9PLW2
contig_1	cds	131078	132478	-	GEGEGB_00122	881.0	0.0	1.0	0.813	0.955	UniRef:UniRef50_P0A6A6
contig_1	cds	132481	133572	-	GEGEGB_00123	511.0	2.0e-180	0.983	0.884	0.714	UniRef:UniRef50_P56933
contig_1	cds	133572	135143	-	GEGEGB_00124	835.0	1.3e-302	1.0	0.850	0.818	UniRef:UniRef50_P15875
contig_1	ncRNA-region	135184	135332	-	-	135.4	3.5e-23	-	-	-	RFAM:RF00512
contig_1	sorf	135231	135317	-	GEGEGB_00125	52.8	1.8e-15	1.036	1.0	0.931	UniRef:UniRef50_P03062
contig_1	cds	135975	136919	+	GEGEGB_00126	625.0	2.4e-227	1.0	0.897	0.994	UniRef:UniRef50_P46924
contig_1	cds	137247	138965	+	GEGEGB_00127	1005.0	0.0	1.0	0.888	0.878	UniRef:UniRef50_P00893
contig_1	cds	138965	139459	+	GEGEGB_00128	277.0	5.9e-95	1.0	0.943	0.878	UniRef:UniRef50_P00894
contig_1	cds	139743	140747	+	GEGEGB_00129	602.0	4.5e-218	1.0	0.994	0.898	UniRef:UniRef50_A1JJI2
contig_1	cds	141353	141811	+	GEGEGB_00130	263.0	8.8e-90	1.0	0.968	0.849	UniRef:UniRef50_C5B9E7
contig_1	cds	141813	142754	+	GEGEGB_00131	578.0	1.1e-208	1.0	0.902	0.952	UniRef:UniRef50_P60390
contig_1	cds	142751	143116	+	GEGEGB_00132	219.0	1.4e-73	0.950	0.852	0.974	UniRef:UniRef50_Q7CR84
contig_1	cds	143132	144898	+	GEGEGB_00133	1119.0	0.0	1.0	1.0	0.963	BlastRules:WP_000642196
contig_1	cds	144885	146372	+	GEGEGB_00134	648.0	3.4e-230	1.095	1.0	0.616	UniRef:UniRef50_Q8ZRU7
contig_1	cds	146369	147727	+	GEGEGB_00135	743.0	2.9e-268	0.993	0.824	0.855	UniRef:UniRef50_P11880
contig_1	cds	147721	148803	+	GEGEGB_00136	697.0	5.9e-254	0.994	0.880	0.978	UniRef:UniRef50_P0A6W3
contig_1	cds	148806	150122	+	GEGEGB_00137	811.0	5.8e-296	0.975	0.816	0.972	UniRef:UniRef50_Q8ZRU4
contig_1	cds	150122	151366	+	GEGEGB_00138	560.0	2.6e-198	0.911	0.838	0.740	UniRef:UniRef50_Q493Q2
contig_1	cds	151363	152430	+	GEGEGB_00139	562.0	2.3e-201	0.994	0.959	0.802	UniRef:UniRef50_Q8ZIE9
contig_1	cds	152549	154024	+	GEGEGB_00140	841.0	8.3e-307	1.0	0.926	0.859	UniRef:UniRef50_P17952
contig_1	cds	154017	154937	+	GEGEGB_00141	385.0	1.9e-132	1.225	1.0	0.568	UniRef:UniRef50_P07862
contig_1	cds	154939	155769	+	GEGEGB_00142	482.0	2.7e-171	1.279	1.0	0.737	UniRef:UniRef50_P06136
contig_1	cds	155766	157028	+	GEGEGB_00143	813.0	4.2e-298	1.0	0.938	0.988	UniRef:UniRef50_P0ABH0
contig_1	ncRNA	157008	157097	+	GEGEGB_00144	90.6	2.7e-14	-	-	-	RFAM:RF02797
contig_1	cds	157089	158240	+	GEGEGB_00145	436.0	4.0e-150	1.146	1.002	0.597	UniRef:UniRef50_Q9ZAW3
contig_1	cds	158341	159258	+	GEGEGB_00146	587.0	1.3e-212	1.141	1.0	0.874	UniRef:UniRef50_Q6LMG1
contig_1	cds	159539	160036	+	GEGEGB_00147	324.0	6.4e-116	1.0	1.0	0.994	BlastRules:WP_000014335
contig_1	cds	160098	162803	+	GEGEGB_00148	1188.0	0.0	0.984	0.838	0.682	UniRef:UniRef50_P10408
contig_1	ncRNA	162877	162944	+	GEGEGB_00149	62.2	1.3e-09	-	-	-	RFAM:RF02057
contig_1	cds	162959	163354	+	GEGEGB_00150	266.0	1.2e-91	0.985	0.860	0.977	UniRef:UniRef50_P08337
contig_1	cds	163388	164377	-	GEGEGB_00151	440.0	9.2e-154	1.003	0.902	0.664	UniRef:UniRef50_D8J250
contig_1	cds	164481	165404	+	GEGEGB_00152	609.0	1.2e-221	1.0	0.981	0.984	UniRef:UniRef50_A0A379NQ79
contig_1	cds	165401	165592	-	GEGEGB_00153	79.0	1.3e-19	0.952	0.822	0.667	UniRef:UniRef50_B2VD52
contig_1	cds	165602	166345	-	GEGEGB_00154	383.0	9.8e-134	0.972	0.845	0.800	UniRef:UniRef50_P36680
contig_1	cds	166345	166965	-	GEGEGB_00155	303.0	2.0e-103	0.990	0.843	0.775	UniRef:UniRef50_P56186
contig_1	cds	167191	168234	+	GEGEGB_00156	437.0	1.6e-151	1.020	0.855	0.633	UniRef:UniRef50_P59443
contig_1	cds	168265	169467	-	GEGEGB_00157	416.0	2.9e-142	0.988	0.968	0.542	UniRef:UniRef50_A0A6I2I279
contig_1	cds	169457	170842	-	GEGEGB_00158	867.0	0.0	1.033	1.0	0.941	UniRef:UniRef50_A0A0H3FWD5
contig_1	cds	170852	171289	-	GEGEGB_00159	223.0	6.1e-74	1.124	0.988	0.693	UniRef:UniRef50_P36647
contig_1	cds	171511	172404	-	GEGEGB_00160	349.0	3.7e-119	1.027	0.990	0.626	UniRef:UniRef50_A0A269PUV1
contig_1	cds	172492	173055	+	GEGEGB_00161	274.0	9.8e-93	0.973	0.847	0.692	UniRef:UniRef50_A0A2J5PP37
contig_1	cds	173052	173906	+	GEGEGB_00162	348.0	2.1e-119	1.007	1.0	0.619	UniRef:UniRef50_A1JJL4
contig_1	cds	173998	174948	-	GEGEGB_00163	553.0	9.7e-199	0.968	0.887	0.824	UniRef:UniRef50_A0A1B7JMZ2
contig_1	cds	174948	176354	-	GEGEGB_00164	825.0	3.2e-301	1.0	0.911	0.874	UniRef:UniRef50_A0A0E1GVZ2
contig_1	cds	176518	177888	-	GEGEGB_00165	564.0	6.2e-198	1.033	0.890	0.624	UniRef:UniRef50_A0A0G3EUP7
contig_1	cds	178454	179218	+	GEGEGB_00166	376.0	1.4e-130	1.193	0.997	0.710	UniRef:UniRef50_P0ACL9
contig_1	ncRNA	179262	179374	-	GEGEGB_00167	115.0	4.4e-21	-	-	-	RFAM:RF02030
contig_1	cds	179378	182041	+	GEGEGB_00168	1632.0	0.0	1.080	1.0	0.850	UniRef:UniRef50_A0A6H2F9S0
contig_1	cds	182056	183945	+	GEGEGB_00169	978.0	0.0	1.186	1.0	0.790	UniRef:UniRef50_P06959
contig_1	cds	184147	185571	+	GEGEGB_00170	902.0	0.0	1.084	1.0	0.905	UniRef:UniRef50_P0A9P0
contig_1	ncRNA	185598	185679	-	GEGEGB_00171	108.7	1.6e-18	-	-	-	RFAM:RF02059
contig_1	cds	185860	186144	+	GEGEGB_00172	138.0	2.4e-42	1.0	0.931	0.723	UniRef:UniRef50_A0A0T9T4Y7
contig_1	cds	186182	186973	-	GEGEGB_00173	296.0	4.4e-99	0.992	0.879	0.529	UniRef:UniRef50_C9XVS6
contig_1	cds	186986	188608	-	GEGEGB_00174	518.0	1.9e-180	0.809	1.056	0.730	UniRef:UniRef50_A0A078LHZ5
contig_1	cds	188997	191594	+	GEGEGB_00175	1259.0	0.0	1.012	0.855	0.726	UniRef:UniRef50_A0A2S5M6R7
contig_1	cds	191782	192144	+	GEGEGB_00176	185.0	6.5e-60	0.975	0.818	0.735	UniRef:UniRef50_P0A8E5
contig_1	cds	192379	193332	+	GEGEGB_00177	571.0	2.0e-208	1.0	1.0	1.0	BlastRules:WP_001022089
contig_1	cds	193329	194600	+	GEGEGB_00178	786.0	6.9e-290	1.0	1.0	0.993	BlastRules:WP_000782192
contig_1	cds	194590	195573	+	GEGEGB_00179	517.0	2.1e-184	0.991	0.942	0.772	UniRef:UniRef50_P58718
contig_1	cds	195583	196350	+	GEGEGB_00180	314.0	4.3e-106	1.0	0.839	0.639	UniRef:UniRef50_A0A0H3CK74
contig_1	cds	196380	197174	-	GEGEGB_00181	402.0	2.1e-140	0.989	0.823	0.732	UniRef:UniRef50_P0A7F6
contig_1	cds	197195	198055	-	GEGEGB_00182	408.0	9.0e-144	0.804	0.991	0.835	UniRef:UniRef50_A0A376VY01
contig_1	cds	198162	198548	-	GEGEGB_00183	206.0	2.6e-68	0.898	0.871	0.870	UniRef:UniRef50_E0SBM7
contig_1	cds	198711	200321	+	GEGEGB_00184	819.0	7.9e-296	1.187	1.032	0.681	UniRef:UniRef50_P36649
contig_1	cds	200399	202789	-	GEGEGB_00185	971.0	0.0	0.996	0.995	0.608	UniRef:UniRef50_A0A447QUM1
contig_1	cds	202995	203531	+	GEGEGB_00186	245.0	6.8e-82	0.989	0.893	0.665	UniRef:UniRef50_P18134
contig_1	cds	203589	204251	-	GEGEGB_00187	292.0	5.5e-99	0.968	0.859	0.638	UniRef:UniRef50_P45148
contig_1	cds	204360	205286	+	GEGEGB_00188	363.0	2.5e-124	0.977	0.896	0.621	UniRef:UniRef50_A0A0W0U308
contig_1	cds	205283	206053	+	GEGEGB_00189	384.0	1.2e-133	1.0	0.828	0.746	UniRef:UniRef50_P0AFN6
contig_1	cds	206158	206598	+	GEGEGB_00190	297.0	2.8e-103	1.0	0.864	0.973	UniRef:UniRef50_P36881
contig_1	cds	206660	207889	+	GEGEGB_00191	662.0	4.1e-239	1.015	1.0	0.771	UniRef:UniRef50_A0A379WZK3
contig_1	cds	207896	208276	-	GEGEGB_00192	205.0	3.1e-68	0.849	1.0	0.953	UniRef:UniRef50_A0A376FKL2
contig_1	cds	208371	209225	-	GEGEGB_00193	420.0	1.3e-147	0.845	0.828	0.888	UniRef:UniRef50_A0A143WS51
contig_1	cds	209351	210145	-	GEGEGB_00194	406.0	3.9e-142	0.992	0.837	0.782	UniRef:UniRef50_P31057
contig_1	cds	210255	211430	-	GEGEGB_00195	768.0	7.2e-282	1.0	1.0	1.0	UniRef:UniRef50_A0A5W1VUI1
contig_1	cds	211467	212063	-	GEGEGB_00196	382.0	9.2e-136	1.0	1.0	1.0	UniRef:UniRef50_A0A379QA97
contig_1	cds	212063	212671	-	GEGEGB_00197	224.0	7.5e-73	1.010	0.990	0.608	UniRef:UniRef50_A0A379SE72
contig_1	cds	212686	213252	-	GEGEGB_00198	283.0	1.1e-96	1.0	0.969	0.809	UniRef:UniRef50_A0A5W1VE69
contig_1	cds	213239	215845	-	GEGEGB_00199	-	-	1.0	1.0	0.999	NCBIProtein:CFY25454.1
contig_1	cds	215905	216639	-	GEGEGB_00200	316.0	7.3e-108	0.992	0.976	0.657	UniRef:UniRef50_A0A0D7LPL0
contig_1	cds	216818	217402	-	GEGEGB_00201	358.0	5.9e-126	1.0	0.942	1.0	UniRef:UniRef50_A0A2P5GMF8
contig_1	cds	217797	218276	-	GEGEGB_00202	243.0	6.6e-82	1.0	0.958	0.774	UniRef:UniRef50_A0A090IJW5
contig_1	cds	218273	219691	-	GEGEGB_00203	703.0	2.5e-252	1.108	0.967	0.711	UniRef:UniRef50_A0A2X3ERX0
contig_1	cds	219832	220773	-	GEGEGB_00204	468.0	3.2e-166	0.907	0.959	0.778	UniRef:UniRef50_Q07Y01
contig_1	cds	220797	221252	-	GEGEGB_00205	290.0	3.1e-100	1.0	0.825	0.960	UniRef:UniRef50_P57294
contig_1	cds	221429	222133	-	GEGEGB_00206	262.0	1.1e-86	1.111	0.981	0.519	UniRef:UniRef50_Q8ZRQ6
contig_1	cds	222150	222680	-	GEGEGB_00207	338.0	6.3e-119	1.068	1.0	0.894	UniRef:UniRef50_A0A379TGX4
contig_1	cds	222708	225182	+	GEGEGB_00208	952.0	0.0	0.988	0.933	0.623	UniRef:UniRef50_P37024
contig_1	cds	225323	227845	+	GEGEGB_00209	1208.0	0.0	1.069	1.003	0.718	UniRef:UniRef50_A0A0U3BXI8
contig_1	cds	228138	228566	+	GEGEGB_00210	162.0	3.5e-50	0.908	0.872	0.767	UniRef:UniRef50_A0A376VRS2
contig_1	cds	228569	230329	+	GEGEGB_00211	1125.0	0.0	0.951	0.890	0.989	UniRef:UniRef50_A0A376ZMH0
contig_1	cds	230378	231175	+	GEGEGB_00212	416.0	2.9e-146	0.996	0.852	0.780	UniRef:UniRef50_P07821
