#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_4	566678	568885	+	ONMMKP_00590	78.7	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13375.12|RnfC_N, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_4	641096	641401	+	ONMMKP_00673	11.2	9.6	PF04728.18|LPP	PFAM:PF04728.18
contig_4	641482	641721	+	ONMMKP_00674	8.4	8.8	PF04728.18|LPP	PFAM:PF04728.18
contig_4	675687	675878	+	ONMMKP_00705	7.1	6.7		
contig_4	698319	699023	-	ONMMKP_00728	25.8	4.6		
contig_4	699192	699404	+	ONMMKP_00729	7.8	4.9		
contig_4	699370	699546	-	ONMMKP_00730	6.8	4.9		
contig_4	705393	705554	-	ONMMKP_00738	6.4	8.0		
contig_4	705998	706411	+	ONMMKP_00740	15.1	6.4		SO:0001217, UniRef:UniRef50_A0AAE4E3K2
contig_4	710625	710804	-	ONMMKP_00749	6.6	9.8		
contig_4	718972	719157	-	ONMMKP_00758	6.7	6.1		
contig_4	719353	719448	-	ONMMKP_00759	3.4	4.1		
contig_4	721430	721609	-	ONMMKP_00765	6.8	6.7		
contig_4	721590	721793	-	ONMMKP_00766	7.9	9.6		
contig_4	722609	722785	-	ONMMKP_00769	6.5	4.4		
contig_4	722778	723155	-	ONMMKP_00770	14.2	4.7		
contig_4	725411	726301	-	ONMMKP_00773	34.0	9.0		
contig_4	730079	730285	+	ONMMKP_00781	7.8	8.8		SO:0001217, UniRef:UniRef50_A0A747CKK0
contig_4	731517	731675	+	ONMMKP_00784	5.8	9.8		
contig_4	732681	732965	+	ONMMKP_00788	10.8	10.2	PF02954.25|HTH_8, PF08281.18|Sigma70_r4_2	PFAM:PF02954.25, PFAM:PF08281.18
contig_4	734192	734815	+	ONMMKP_00793	22.8	4.7		
contig_4	739809	740768	+	ONMMKP_00801	34.9	6.1		
contig_4	759265	759480	-	ONMMKP_00822	8.5	8.5		SO:0001217, UniRef:UniRef50_A0A4Z0P2U0
contig_4	787462	787659	-	ONMMKP_00847	7.2	4.9		
contig_4	802087	802413	-	ONMMKP_00871	12.1	5.1	PF03860.21|DUF326	PFAM:PF03860.21
contig_4	809289	809603	+	ONMMKP_00878	10.6	8.8	PF13146.11|TRL	PFAM:PF13146.11
contig_4	810365	811408	-	ONMMKP_00880	39.0	6.0	PF13088.12|BNR_2	PFAM:PF13088.12
contig_4	812533	812706	+	ONMMKP_00882	6.5	10.5		
contig_4	819840	820046	+	ONMMKP_00893	8.1	9.5		SO:0001217, UniRef:UniRef50_A0A659M0N4
contig_4	873308	873532	-	ONMMKP_00947	8.4	4.5		SO:0001217, UniRef:UniRef50_G5NAS5
contig_4	915643	916098	-	ONMMKP_00991	15.3	5.0	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_4	940215	940853	-	ONMMKP_01017	23.8	9.1	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_4	940990	941157	-	ONMMKP_01018	5.7	10.5		
contig_4	973839	974627	-	ONMMKP_01055	29.6	9.5	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_4	984320	984460	+	ONMMKP_01066	5.3	6.0		SO:0001217, UniRef:UniRef50_A0A379XT47
contig_4	1003731	1004156	+	ONMMKP_01081	15.5	6.6		
contig_4	1010827	1011069	-	ONMMKP_01088	8.6	9.6		
contig_4	1037690	1037998	-	ONMMKP_01122	11.4	4.7		
contig_4	1037958	1038458	-	ONMMKP_01123	19.3	8.9		
contig_4	1041060	1041350	+	ONMMKP_01128	11.0	5.4		
contig_4	1043816	1043986	+	ONMMKP_01132	6.4	6.9		
contig_4	1048848	1049087	+	ONMMKP_01137	8.7	10.4		
contig_4	1095174	1095341	+	ONMMKP_01173	6.7	9.5		
contig_4	1143917	1144432	+	ONMMKP_01214	18.8	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_4	1171811	1171984	-	ONMMKP_01245	6.4	4.6	PF07995.17|GSDH	PFAM:PF07995.17
contig_4	1176353	1176544	-	ONMMKP_01250	7.3	5.1		
contig_4	1196003	1196116	-	ONMMKP_01268	4.3	9.8		SO:0001217, UniRef:UniRef50_A0A0N1QS56
contig_4	1197807	1198028	-	ONMMKP_01270	8.6	8.6		
contig_4	1198116	1198361	+	ONMMKP_01271	8.8	8.1	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_4	1257371	1257613	+	ONMMKP_01326	8.9	8.7	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_4	1259677	1260246	-	ONMMKP_01330	21.6	10.2		SO:0001217, UniRef:UniRef50_A0A447UU64
contig_4	1262094	1262390	-	ONMMKP_01335	10.9	4.3		
contig_4	1269468	1269836	-	ONMMKP_01341	14.0	6.6		SO:0001217, UniRef:UniRef50_A0A8S7CVI7
contig_4	1273692	1274015	-	ONMMKP_01346	12.0	4.2		SO:0001217, UniRef:UniRef50_A0A626M498
contig_4	1280637	1281029	-	ONMMKP_01352	15.2	6.2		SO:0001217, UniRef:UniRef50_A0A379VVH6
contig_4	1282430	1282792	-	ONMMKP_01355	12.9	5.9		SO:0001217, UniRef:UniRef50_UPI000BE20FAB
contig_4	1282794	1283486	-	ONMMKP_01356	26.1	8.5		SO:0001217, UniRef:UniRef50_A0A5T4AIR9
contig_4	1283538	1283786	-	ONMMKP_01357	9.4	4.7		SO:0001217, UniRef:UniRef50_A0A626M446
contig_4	1283776	1283979	-	ONMMKP_01358	7.7	9.6		SO:0001217, UniRef:UniRef50_A0A3U4W920
contig_4	1283976	1284554	-	ONMMKP_01359	21.7	5.4		SO:0001217, UniRef:UniRef50_A0A5T4AK47
contig_4	1284621	1285022	-	ONMMKP_01360	15.1	5.8		SO:0001217, UniRef:UniRef50_A0A5V6M8V9
contig_4	1285068	1285379	-	ONMMKP_01361	12.3	5.1		SO:0001217, UniRef:UniRef50_A0A606EWB9
contig_4	1285369	1285632	-	ONMMKP_01362	10.2	9.4		SO:0001217, UniRef:UniRef50_A0A626M2J2
contig_4	1285644	1286147	-	ONMMKP_01363	19.0	5.2		SO:0001217, UniRef:UniRef50_A0A608CS98
contig_4	1286399	1286518	-	ONMMKP_01364	4.5	6.0		
contig_4	1287343	1287519	-	ONMMKP_01367	7.0	9.7		
contig_4	1292926	1293177	-	ONMMKP_01373	9.1	9.5		
contig_4	1295706	1296614	+	ONMMKP_01376	33.3	5.7		
contig_4	1314974	1315360	+	ONMMKP_01394	13.3	5.2		
contig_4	1325764	1325877	-	ONMMKP_01411	4.0	4.5		
contig_4	1330044	1330169	-	ONMMKP_01414	4.6	9.0		
contig_4	1344268	1344405	-	ONMMKP_01427	5.4	6.0		
contig_4	1355155	1355376	-	ONMMKP_01437	8.0	6.5		
contig_4	1372084	1372188	+	ONMMKP_01451	4.3	11.8		
contig_4	1378412	1378954	-	ONMMKP_01456	20.2	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_4	1419313	1420308	+	ONMMKP_01498	38.0	5.6	PF08238.18|Sel1	PFAM:PF08238.18
contig_4	1499219	1499587	+	ONMMKP_01575	14.1	8.5		
contig_4	1499684	1499815	+	ONMMKP_01576	4.8	8.1		
contig_4	1499906	1500337	+	ONMMKP_01577	15.7	4.8	PF00881.29|Nitroreductase	PFAM:PF00881.29
contig_4	1515000	1515233	+	ONMMKP_01592	8.6	9.5		
contig_4	1515305	1515463	+	ONMMKP_01593	6.0	4.8		
contig_4	1515428	1515766	-	ONMMKP_01594	12.9	5.8		
contig_4	1515858	1516148	+	ONMMKP_01595	11.1	9.8		
contig_4	1564617	1564721	-	ONMMKP_01643	3.8	8.5		SO:0001217, UniRef:UniRef50_V1H4Y4
contig_4	1579889	1580620	-	ONMMKP_01660	27.0	5.3	PF00149.33|Metallophos	PFAM:PF00149.33
contig_4	1610091	1610402	+	ONMMKP_01687	11.4	10.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_4	1689330	1689464	+	ONMMKP_01762	4.7	9.8		
contig_4	1696323	1696643	-	ONMMKP_01772	11.6	9.5	PF07769.19|PsiF_repeat	PFAM:PF07769.19
contig_4	1729070	1731028	-	ONMMKP_01799	73.3	5.4	PF01555.25|N6_N4_Mtase, PF18273.6|T3RM_EcoP15I_C	PFAM:PF01555.25, PFAM:PF18273.6
contig_4	1742662	1742871	-	ONMMKP_01808	8.5	10.6		
contig_4	1742838	1743302	-	ONMMKP_01809	17.6	5.5		
contig_4	1744373	1744585	-	ONMMKP_01811	8.0	8.9		
contig_4	1744617	1744859	-	ONMMKP_01812	9.2	10.1		
contig_4	1763734	1763862	-	ONMMKP_01831	4.2	9.7		
contig_4	1764375	1764872	-	ONMMKP_01833	18.7	5.9		
contig_4	1785270	1785428	-	ONMMKP_01853	5.7	6.5		
contig_4	1800569	1801174	-	ONMMKP_01865	22.0	5.4	PF00345.26|PapD_N, PF02753.23|PapD_C	PFAM:PF00345.26, PFAM:PF02753.23
contig_4	1802654	1802932	-	ONMMKP_01867	11.0	9.6	PF13683.12|rve_3	PFAM:PF13683.12
contig_4	1803672	1804208	+	ONMMKP_01868	20.2	4.5		
contig_4	1806711	1806890	-	ONMMKP_01870	6.9	9.9		
contig_4	1809162	1810571	-	ONMMKP_01872	54.1	5.8		SO:0001217, UniRef:UniRef50_A0A1H1KLN4
contig_4	1810681	1811334	-	ONMMKP_01873	24.8	6.0	PF13087.12|AAA_12	PFAM:PF13087.12
contig_4	1812852	1813040	+	ONMMKP_01875	6.9	6.4		SO:0001217, UniRef:UniRef50_A0A403QLZ3
contig_4	1814844	1815296	+	ONMMKP_01879	16.8	8.9		SO:0001217, UniRef:UniRef50_A0A506V8K2
contig_4	1818260	1818643	+	ONMMKP_01884	15.0	4.6		
contig_5	2763	3416	+	ONMMKP_01912	23.2	9.8		
contig_5	9482	9742	+	ONMMKP_01921	9.6	4.5		
contig_5	13843	14916	-	ONMMKP_01925	38.5	4.3	PF00182.24|Glyco_hydro_19, PF00801.26|PKD, PF18911.6|PKD_4	PFAM:PF00182.24, PFAM:PF00801.26, PFAM:PF18911.6
contig_5	15118	15606	-	ONMMKP_01926	17.5	5.1		
contig_5	84992	86053	+	ONMMKP_01988	37.8	4.8	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_5	204704	205126	-	ONMMKP_02096	15.7	9.0		
contig_5	218316	218711	-	ONMMKP_02110	15.4	9.4		
contig_5	262122	262550	-	ONMMKP_02150	16.0	9.8	PF00345.26|PapD_N, PF02753.23|PapD_C	PFAM:PF00345.26, PFAM:PF02753.23
contig_5	262819	263337	-	ONMMKP_02151	17.7	4.3	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_5	276305	276838	+	ONMMKP_02161	19.9	5.5	PF05838.17|Glyco_hydro_108, PF09374.15|PG_binding_3	PFAM:PF05838.17, PFAM:PF09374.15
contig_5	282092	282496	+	ONMMKP_02167	14.5	9.1		
contig_5	307027	307134	-	ONMMKP_02191	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3
contig_5	331406	331993	+	ONMMKP_02213	21.3	8.5	PF04055.27|Radical_SAM	PFAM:PF04055.27
contig_5	340182	340418	-	ONMMKP_02226	8.4	9.8		
contig_5	348045	348506	+	ONMMKP_02236	15.9	8.7		
contig_5	367213	367377	-	ONMMKP_02250	6.8	10.8	PF06568.16|DUF1127	PFAM:PF06568.16
contig_5	379330	379776	-	ONMMKP_02261	16.7	9.4	PF05638.18|T6SS_HCP	PFAM:PF05638.18
contig_5	383397	383765	-	ONMMKP_02266	13.6	7.0	PF03625.19|DUF302	PFAM:PF03625.19
contig_5	389533	389640	+	ONMMKP_02272	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6
contig_5	397573	397887	+	ONMMKP_02280	11.7	5.3		
contig_5	397880	398011	+	ONMMKP_02281	4.6	4.4		
contig_5	399599	399994	+	ONMMKP_02284	15.3	4.9		
contig_5	402482	403213	+	ONMMKP_02288	26.8	5.4	PF02894.22|GFO_IDH_MocA_C, PF22725.1|GFO_IDH_MocA_C3	PFAM:PF02894.22, PFAM:PF22725.1
contig_5	403249	403794	-	ONMMKP_02289	20.3	6.7		SO:0001217, UniRef:UniRef50_A0A0Q3AS34
contig_5	405031	405186	-	ONMMKP_02291	5.7	6.7		
contig_5	408967	409878	+	ONMMKP_02298	33.4	5.2		
contig_5	484733	485047	+	ONMMKP_02368	12.1	8.7		SO:0001217, UniRef:UniRef50_A0A3U8EHJ2
contig_5	523556	524719	-	ONMMKP_02409	45.3	4.8	PF03738.19|GSP_synth	PFAM:PF03738.19
contig_5	526586	526693	-	ONMMKP_02413	4.3	9.4		
contig_5	537383	537691	-	ONMMKP_02424	11.1	7.0	PF17209.9|Hfq	PFAM:PF17209.9
contig_5	577976	578266	+	ONMMKP_02465	11.3	9.4		
contig_5	580235	580441	-	ONMMKP_02467	8.2	10.2		
contig_5	588191	588616	-	ONMMKP_02477	15.4	8.5	PF01568.27|Molydop_binding	PFAM:PF01568.27
contig_5	590489	590620	-	ONMMKP_02479	4.6	10.3		
contig_5	700037	700282	-	ONMMKP_02562	7.5	5.8		
contig_5	707141	708568	+	ONMMKP_02572	51.5	5.3	PF04984.19|Phage_sheath_1, PF17482.7|Phage_sheath_1C	PFAM:PF04984.19, PFAM:PF17482.7, SO:0001217, UniRef:UniRef50_U3U6A9
contig_5	716541	718088	+	ONMMKP_02581	58.3	9.3		SO:0001217, UniRef:UniRef50_A0A7H0MG07
contig_5	718602	719717	+	ONMMKP_02583	40.0	4.9		
contig_5	722718	723161	+	ONMMKP_02587	17.2	8.5		
contig_5	810960	811082	-	ONMMKP_02667	4.6	8.8		
contig_5	856310	856660	+	ONMMKP_02710	13.0	5.5	PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF16867.11|DMSP_lyase	PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF16867.11
contig_5	883100	883414	+	ONMMKP_02737	12.3	5.6	PF05336.19|rhaM	PFAM:PF05336.19
contig_5	921628	922143	-	ONMMKP_02777	19.2	5.8		
contig_5	951208	951756	-	ONMMKP_02807	19.6	4.9		
contig_5	955323	956753	-	ONMMKP_02813	54.6	5.5		
contig_5	980664	980915	+	ONMMKP_02837	9.6	8.8		
contig_5	980954	981046	+	ONMMKP_02838	3.5	6.5		
contig_5	1073903	1074328	+	ONMMKP_02929	16.9	4.9		SO:0001217, UniRef:UniRef50_B7LK56
contig_5	1089359	1089778	+	ONMMKP_02947	15.8	9.5	PF05621.17|TniB	PFAM:PF05621.17
contig_5	1093051	1093278	-	ONMMKP_02950	8.0	5.3		
contig_5	1096837	1096959	+	ONMMKP_02956	4.7	9.4		
contig_5	1097547	1097939	+	ONMMKP_02957	14.8	4.9		
contig_5	1100201	1100500	+	ONMMKP_02960	11.5	10.4		
contig_5	1102264	1102743	-	ONMMKP_02964	18.1	8.3		SO:0001217, UniRef:UniRef50_A0A0A0YVS5
contig_5	1178923	1179756	-	ONMMKP_03033	29.2	9.6	PF00892.27|EamA	PFAM:PF00892.27
contig_5	1225618	1225869	+	ONMMKP_03078	9.4	10.7		
contig_5	1371966	1372157	-	ONMMKP_03214	7.3	11.0		
contig_5	1373970	1374173	+	ONMMKP_03216	7.6	4.7		
contig_5	1431561	1431896	+	ONMMKP_03261	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_5	1436810	1437181	+	ONMMKP_03265	13.9	10.4		
contig_5	1438184	1439659	+	ONMMKP_03268	53.7	4.6	PF00448.28|SRP54, PF02881.24|SRP54_N, PF06414.18|Zeta_toxin	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF06414.18
contig_5	1450101	1450469	+	ONMMKP_03280	13.6	5.9		
contig_5	1459046	1460017	-	ONMMKP_03289	34.4	9.3		
contig_5	1695374	1695661	-	ONMMKP_03526	10.9	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_5	1701650	1701751	+	ONMMKP_03533	3.7	6.5		
contig_5	1780960	1781604	-	ONMMKP_03614	24.0	6.8	PF03551.20|PadR	PFAM:PF03551.20
contig_5	1847298	1847588	+	ONMMKP_03679	10.2	5.0		
contig_5	1867889	1868767	+	ONMMKP_03698	33.1	5.9		
contig_5	1890788	1893568	+	ONMMKP_03720	103.8	5.4		
contig_5	1902636	1902944	+	ONMMKP_03728	11.4	10.6	PF12834.13|Phage_int_SAM_2, PF12835.12|Integrase_1	PFAM:PF12834.13, PFAM:PF12835.12
contig_5	1906290	1906403	-	ONMMKP_03733	4.0	6.7		SO:0001217, UniRef:UniRef50_A0A3F3IVG0
contig_5	1926278	1926733	-	ONMMKP_03756	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_5	1973561	1973752	+	ONMMKP_03799	6.7	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_5	2044381	2044503	+	ONMMKP_03872	4.7	10.6		
contig_5	2089391	2089537	+	ONMMKP_03911	5.7	9.1		SO:0001217, UniRef:UniRef50_A0A0N1QX22
contig_5	2133643	2133930	+	ONMMKP_03952	10.6	5.2		
contig_5	2138530	2138706	+	ONMMKP_03955	6.5	10.9		
contig_5	2162558	2162818	+	ONMMKP_03982	10.1	9.3		
contig_5	2163248	2163607	+	ONMMKP_03984	13.4	9.3	PF09119.15|SicP-binding	PFAM:PF09119.15
contig_5	2163689	2164855	+	ONMMKP_03985	42.7	6.8	PF00102.32|Y_phosphatase, PF22784.1|PTP-SAK	PFAM:PF00102.32, PFAM:PF22784.1
contig_5	2173932	2174591	+	ONMMKP_03996	25.3	5.4		
contig_5	2174588	2174818	+	ONMMKP_03997	8.7	10.1	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_5	2195249	2196058	+	ONMMKP_04021	30.2	9.4		
contig_5	2240928	2241086	+	ONMMKP_04072	6.0	11.0		
contig_5	2278766	2278960	+	ONMMKP_04105	7.4	12.0		
contig_5	2282647	2282859	+	ONMMKP_04110	7.7	4.9		
contig_5	2306782	2307024	-	ONMMKP_04137	9.1	4.9		
contig_5	2308303	2308935	-	ONMMKP_04139	23.2	5.3	PF07022.19|Phage_CI_repr, PF16452.10|Phage_CI_C	PFAM:PF07022.19, PFAM:PF16452.10
contig_5	2314984	2315172	+	ONMMKP_04148	7.3	4.8		
contig_5	2315704	2315922	+	ONMMKP_04150	8.2	9.8		
contig_5	2332434	2333021	+	ONMMKP_04172	22.0	4.7		
contig_5	2334971	2335090	-	ONMMKP_04176	4.7	8.5		
contig_5	2341737	2341976	+	ONMMKP_04183	8.7	8.7		
contig_5	2462084	2462263	-	ONMMKP_04292	6.5	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_5	2464333	2464557	+	ONMMKP_04296	8.7	10.7		
contig_5	2510032	2510205	-	ONMMKP_04325	6.8	11.9		
contig_5	2535790	2535990	-	ONMMKP_04347	8.1	8.0		
contig_5	2570246	2570944	+	ONMMKP_04379	26.0	4.8		SO:0001217, UniRef:UniRef50_A0A5X0DKG2
contig_5	2582181	2582543	-	ONMMKP_04393	13.2	8.6		
contig_5	2609472	2609798	-	ONMMKP_04425	13.3	10.0		
contig_5	2626001	2626096	-	ONMMKP_04438	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_5	2631105	2631389	+	ONMMKP_04444	10.3	4.1		
contig_5	2711476	2711781	+	ONMMKP_04522	11.4	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_5	2734525	2734701	+	ONMMKP_04545	6.7	5.6		
contig_5	2756966	2759812	+	ONMMKP_04563	106.3	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_5	2775815	2776264	+	ONMMKP_04579	16.4	6.9		
contig_5	2785848	2786639	+	ONMMKP_04593	27.8	5.0	PF03406.18|Phage_fiber_2	PFAM:PF03406.18
contig_5	2794408	2794692	-	ONMMKP_04600	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_5	2797452	2798642	+	ONMMKP_04603	43.3	9.8		
contig_5	2813593	2813700	+	ONMMKP_04617	4.2	9.3		
contig_5	2822269	2822382	+	ONMMKP_04625	4.2	4.1		
contig_5	2850858	2852063	+	ONMMKP_04654	44.5	6.1		
contig_5	2851912	2852316	-	ONMMKP_04655	14.9	11.9		
contig_5	2867454	2867921	+	ONMMKP_04670	17.6	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_5	2893887	2894042	+	ONMMKP_04696	6.0	5.0		
contig_5	2912012	2912209	-	ONMMKP_04709	7.2	10.0		
contig_5	2928223	2928711	+	ONMMKP_04723	17.6	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_5	2975519	2975860	-	ONMMKP_04766	12.8	10.1		
contig_5	3003033	3003122	+	ONMMKP_04798	3.5	9.5		
contig_5	3014467	3014760	+	ONMMKP_04812	10.7	5.2		
contig_5	3026281	3026403	+	ONMMKP_04825	4.5	4.3		
contig_5	3026425	3027384	-	ONMMKP_04826	36.8	5.8		
