#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_2	841168	841449	+	ODDLKH_00786	11.1	9.7	PF13683.12|rve_3	PFAM:PF13683.12
contig_2	869612	869914	+	ODDLKH_00811	11.4	9.1		
contig_2	869865	870209	+	ODDLKH_00812	11.4	4.4		
contig_2	902278	904236	+	ODDLKH_00842	73.3	5.4	PF01555.25|N6_N4_Mtase, PF18273.6|T3RM_EcoP15I_C	PFAM:PF01555.25, PFAM:PF18273.6
contig_2	936662	936982	+	ODDLKH_00869	11.6	9.5	PF07769.19|PsiF_repeat	PFAM:PF07769.19
contig_2	1022892	1023203	-	ODDLKH_00953	11.4	10.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
contig_2	1068468	1068572	+	ODDLKH_00997	3.8	8.5		SO:0001217, UniRef:UniRef50_V1H4Y4
contig_2	1113105	1113323	-	ODDLKH_01043	8.1	9.8		
contig_2	1113495	1113653	+	ODDLKH_01044	5.6	6.7		
contig_2	1117496	1117825	-	ODDLKH_01049	12.3	10.9	PF02518.31|HATPase_c, PF14501.12|HATPase_c_5	PFAM:PF02518.31, PFAM:PF14501.12
contig_2	1136684	1137052	-	ODDLKH_01066	14.2	8.6		
contig_2	1186656	1186754	+	ODDLKH_01114	3.8	5.3		
contig_2	1197309	1197809	-	ODDLKH_01127	18.6	9.4	PF00768.25|Peptidase_S11, PF07943.18|PBP5_C	PFAM:PF00768.25, PFAM:PF07943.18
contig_2	1215986	1216981	-	ODDLKH_01145	38.0	5.9	PF08238.18|Sel1	PFAM:PF08238.18
contig_2	1258088	1258630	+	ODDLKH_01189	20.1	8.5	PF03925.18|SeqA, PF17206.9|SeqA_N	PFAM:PF03925.18, PFAM:PF17206.9
contig_2	1264854	1264958	-	ODDLKH_01194	4.3	11.8		
contig_2	1281665	1281886	+	ODDLKH_01208	8.0	6.5		
contig_2	1292636	1292773	+	ODDLKH_01218	5.4	6.0		
contig_2	1306872	1306997	+	ODDLKH_01231	4.6	9.0		
contig_2	1311165	1311278	+	ODDLKH_01234	4.0	4.5		
contig_2	1321735	1322121	-	ODDLKH_01251	13.3	5.2		
contig_2	1340484	1341392	-	ODDLKH_01269	33.3	5.7		
contig_2	1406737	1407186	-	ODDLKH_01331	16.7	5.5	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_2	1428543	1428734	+	ODDLKH_01350	7.4	5.1		SO:0001217, UniRef:UniRef50_A9MMV4
contig_2	1433103	1433276	+	ODDLKH_01355	6.4	4.6	PF07995.17|GSDH	PFAM:PF07995.17
contig_2	1460657	1461172	-	ODDLKH_01386	18.8	5.9	PF12883.13|DUF3828	PFAM:PF12883.13
contig_2	1508861	1509028	-	ODDLKH_01426	6.8	10.0		
contig_2	1582151	1582939	+	ODDLKH_01484	29.6	9.5	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
contig_2	1615618	1615785	+	ODDLKH_01521	5.7	10.5		
contig_2	1615922	1616560	+	ODDLKH_01522	23.8	9.1	PF00440.29|TetR_N, PF08362.16|TetR_C_3	PFAM:PF00440.29, PFAM:PF08362.16
contig_2	1640860	1641315	+	ODDLKH_01548	15.3	5.0	PF07012.17|Curlin_rpt	PFAM:PF07012.17
contig_2	1683425	1683649	+	ODDLKH_01592	8.4	4.5		SO:0001217, UniRef:UniRef50_G5NAS5
contig_2	1741338	1741508	-	ODDLKH_01653	6.4	6.9		
contig_2	1748714	1749040	+	ODDLKH_01665	12.4	10.5		SO:0001217, UniRef:UniRef50_A0A0P7MS53
contig_2	1749040	1749147	+	ODDLKH_01666	4.2	4.6		
contig_2	1776108	1776350	+	ODDLKH_01700	8.6	9.6		
contig_2	1780239	1780397	-	ODDLKH_01704	5.8	10.0		
contig_2	1780754	1781056	+	ODDLKH_01705	11.3	9.5	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13551.12|HTH_29	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13551.12
contig_2	1787552	1787755	-	ODDLKH_01712	7.9	9.2		SO:0001217, UniRef:UniRef50_A0A659M0N4
contig_2	1794913	1795086	-	ODDLKH_01723	6.7	11.0		
contig_2	1796211	1797254	+	ODDLKH_01725	39.0	6.0	PF13088.12|BNR_2	PFAM:PF13088.12
contig_2	1798016	1798330	-	ODDLKH_01727	10.6	8.8	PF13146.11|TRL	PFAM:PF13146.11
contig_2	1805206	1805532	+	ODDLKH_01734	12.1	5.1	PF03860.21|DUF326	PFAM:PF03860.21
contig_2	1848149	1848364	+	ODDLKH_01782	8.5	8.5		SO:0001217, UniRef:UniRef50_A0A4Z0P2U0
contig_2	1867009	1867968	-	ODDLKH_01803	34.8	5.9		
contig_2	1868111	1868425	+	ODDLKH_01804	12.3	8.7		
contig_2	1871382	1871510	-	ODDLKH_01807	5.1	6.7		
contig_2	1884941	1885132	-	ODDLKH_01822	7.1	6.7		
contig_2	1918909	1919124	+	ODDLKH_01853	8.0	8.6		
contig_2	1955584	1955751	+	ODDLKH_01892	6.5	10.7		
contig_2	1991466	1993673	-	ODDLKH_01937	78.7	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13375.12|RnfC_N, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_2	2051992	2052174	+	ODDLKH_01990	6.1	9.9		
contig_2	2053988	2054083	-	ODDLKH_01994	3.5	5.4		
contig_2	2064069	2064368	+	ODDLKH_02006	11.6	10.7		
contig_2	2064368	2065015	+	ODDLKH_02007	24.7	5.6		
contig_2	2065071	2065598	-	ODDLKH_02008	19.2	9.2	PF08332.16|CaMKII_AD, PF11533.15|AtzH-like, PF13474.12|SnoaL_3, PF13577.12|SnoaL_4, PF14534.12|DUF4440	PFAM:PF08332.16, PFAM:PF11533.15, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_2	2069897	2070307	-	ODDLKH_02014	15.3	5.8		
contig_2	2074947	2075099	-	ODDLKH_02020	5.9	9.7		SO:0001217, UniRef:UniRef50_B5F5Z7
contig_2	2089150	2089503	-	ODDLKH_02035	13.4	10.8	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13551.12|HTH_29	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13551.12
contig_2	2089841	2090050	-	ODDLKH_02037	7.5	8.8		
contig_2	2152257	2152430	+	ODDLKH_02085	6.9	10.0		
contig_2	2152427	2153047	+	ODDLKH_02086	23.1	5.2		
contig_2	2180068	2180784	-	ODDLKH_02114	27.9	9.2		
contig_2	2188344	2188439	-	ODDLKH_02122	3.5	5.9		SO:0001217, UniRef:UniRef50_A0A3S4GLI1
contig_2	2201500	2201766	-	ODDLKH_02135	8.7	7.6	PF03891.20|DUF333	PFAM:PF03891.20
contig_2	2223174	2224019	-	ODDLKH_02156	29.6	5.5		
contig_2	2285474	2285656	+	ODDLKH_02216	6.2	10.0		
contig_2	2333248	2333382	-	ODDLKH_02263	5.1	4.4		
contig_2	2397141	2397380	+	ODDLKH_02328	8.4	9.6		
contig_2	2414063	2414539	+	ODDLKH_02345	17.4	9.6		
contig_2	2421712	2421834	-	ODDLKH_02352	4.6	6.7		
contig_2	2422435	2422593	+	ODDLKH_02353	5.7	9.7		
contig_2	2426021	2426251	-	ODDLKH_02358	8.3	10.0		
contig_2	2435170	2435460	-	ODDLKH_02372	10.7	5.0		
contig_2	2445007	2446326	-	ODDLKH_02380	49.0	9.5	PF01476.26|LysM, PF01551.29|Peptidase_M23, PF04225.17|LysM_OapA, PF08525.16|OapA_N, PF19425.4|Csd3_N2, PF22310.2|NMB0315_dom_I	PFAM:PF01476.26, PFAM:PF01551.29, PFAM:PF04225.17, PFAM:PF08525.16, PFAM:PF19425.4, PFAM:PF22310.2
contig_2	2471453	2471647	+	ODDLKH_02406	6.8	8.1		
contig_2	2490153	2491421	+	ODDLKH_02427	44.8	9.6	PF01490.24|Aa_trans	PFAM:PF01490.24
contig_2	2494592	2494876	-	ODDLKH_02432	10.6	5.2		
contig_2	2508525	2509928	+	ODDLKH_02449	49.8	5.3	PF07196.18|Flagellin_IN	PFAM:PF07196.18
contig_2	2510350	2510718	+	ODDLKH_02451	13.7	5.1		
contig_2	2518314	2519021	+	ODDLKH_02460	25.8	4.6		
contig_2	2520853	2522076	+	ODDLKH_02463	41.9	5.0	PF02120.21|Flg_hook	PFAM:PF02120.21
contig_2	2530738	2530923	-	ODDLKH_02477	7.0	5.8		
contig_2	2543558	2544031	+	ODDLKH_02494	16.6	4.6		
contig_2	2549711	2549884	+	ODDLKH_02499	6.6	4.9		
contig_2	2625337	2626398	-	ODDLKH_02580	40.7	9.2	PF13439.12|Glyco_transf_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13692.12
contig_2	2656580	2657068	-	ODDLKH_02608	17.6	8.7	PF00132.30|Hexapep	PFAM:PF00132.30
contig_2	2673083	2673280	+	ODDLKH_02622	7.2	9.4		
contig_2	2712331	2712798	-	ODDLKH_02655	17.7	9.2	PF07308.18|DUF1456	PFAM:PF07308.18, SO:0001217, UniRef:UniRef50_A0A0H2V0J0
contig_2	2766526	2766633	-	ODDLKH_02705	4.2	9.3		
contig_2	2781614	2782804	-	ODDLKH_02719	43.3	9.8		
contig_2	2785564	2785848	+	ODDLKH_02722	10.5	9.5	PF01386.24|Ribosomal_L25p	PFAM:PF01386.24
contig_2	2794495	2795736	-	ODDLKH_02732	44.0	5.8		
contig_2	2795797	2796315	-	ODDLKH_02733	19.5	5.0		
contig_2	2796329	2796658	-	ODDLKH_02734	12.1	5.7		
contig_2	2799695	2799925	-	ODDLKH_02738	8.7	9.7		
contig_2	2799915	2800016	-	ODDLKH_02739	3.7	4.4		
contig_2	2803051	2803842	-	ODDLKH_02741	27.8	5.0	PF03406.18|Phage_fiber_2	PFAM:PF03406.18
contig_2	2810522	2810695	-	ODDLKH_02750	6.3	11.9		
contig_2	2813426	2813875	-	ODDLKH_02755	16.4	6.9		
contig_2	2829869	2832715	-	ODDLKH_02771	106.3	5.8	PF00072.30|Response_reg, PF00512.31|HisKA, PF02518.31|HATPase_c, PF09456.16|RcsC	PFAM:PF00072.30, PFAM:PF00512.31, PFAM:PF02518.31, PFAM:PF09456.16
contig_2	2854980	2855156	-	ODDLKH_02789	6.7	5.6		
contig_2	2877900	2878205	-	ODDLKH_02812	11.4	5.1	PF05957.18|DUF883	PFAM:PF05957.18
contig_2	2960862	2961146	-	ODDLKH_02891	10.3	4.1		
contig_2	2966155	2966250	+	ODDLKH_02897	3.7	6.0		SO:0001217, UniRef:UniRef50_A0A3S4H9S7
contig_2	2982453	2982779	+	ODDLKH_02910	13.3	10.0		
contig_2	3015994	3016161	+	ODDLKH_02949	6.1	10.1		
contig_2	3020594	3020923	+	ODDLKH_02956	12.0	8.7		
contig_2	3056607	3056807	+	ODDLKH_02989	8.1	8.0		
contig_2	3063914	3064156	-	ODDLKH_02997	8.3	4.6		
contig_2	3078969	3079160	+	ODDLKH_03009	7.4	11.9		
contig_2	3131487	3131711	-	ODDLKH_03037	8.7	10.7		
contig_2	3133782	3133961	+	ODDLKH_03041	6.5	10.6		SO:0001217, UniRef:UniRef50_A0A4Z0LFH4
contig_2	3255165	3255803	+	ODDLKH_03150	24.1	8.5		
contig_2	3264572	3264856	+	ODDLKH_03158	10.5	10.1	PF13693.12|HTH_35	PFAM:PF13693.12
contig_2	3273391	3275070	+	ODDLKH_03168	65.4	6.7	PF00496.27|SBP_bac_5	PFAM:PF00496.27
contig_2	3275070	3275252	+	ODDLKH_03169	6.8	7.8		
contig_2	3281223	3281819	+	ODDLKH_03175	22.6	10.0	PF13356.12|Arm-DNA-bind_3, PF22022.2|Phage_int_M	PFAM:PF13356.12, PFAM:PF22022.2
contig_2	3282200	3282592	-	ODDLKH_03176	15.2	9.7	PF00665.32|rve	PFAM:PF00665.32
contig_2	3313236	3313370	-	ODDLKH_03202	4.8	10.0		SO:0001217, UniRef:UniRef50_A0A379WNS4
contig_2	3321449	3321607	-	ODDLKH_03210	6.0	11.0		
contig_2	3366346	3367155	-	ODDLKH_03261	30.0	9.5		
contig_2	3399587	3399847	-	ODDLKH_03298	10.1	9.3		
contig_2	3423698	3423874	-	ODDLKH_03325	6.5	10.9		
contig_2	3476703	3476999	-	ODDLKH_03373	11.5	6.5	PF05016.21|ParE_toxin	PFAM:PF05016.21
contig_2	3502745	3502990	+	ODDLKH_03395	9.0	11.3	PF07881.17|Fucose_iso_N1	PFAM:PF07881.17
contig_2	3509670	3509792	-	ODDLKH_03403	4.7	10.6		
contig_2	3581551	3581742	-	ODDLKH_03475	6.6	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_2	3596158	3596634	+	ODDLKH_03489	18.1	5.9		
contig_2	3628562	3629017	+	ODDLKH_03518	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_2	3666853	3667731	-	ODDLKH_03560	33.1	5.9		
contig_2	3688029	3689672	-	ODDLKH_03579	58.9	5.5	PF00672.30|HAMP, PF02203.21|TarH	PFAM:PF00672.30, PFAM:PF02203.21
contig_2	3753856	3754500	+	ODDLKH_03643	24.0	6.8	PF03551.20|PadR	PFAM:PF03551.20
contig_2	3841809	3841910	-	ODDLKH_03732	3.7	6.5		
contig_2	3847899	3848186	+	ODDLKH_03739	10.9	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_2	3884802	3885596	-	ODDLKH_03777	30.5	4.7	PF06877.16|RraB	PFAM:PF06877.16
contig_2	3928036	3928179	-	ODDLKH_03818	5.3	9.2		SO:0001217, UniRef:UniRef50_A0A8D5DXP7
contig_2	3931266	3931688	+	ODDLKH_03823	15.0	10.4	PF03707.21|MHYT	PFAM:PF03707.21
contig_2	3931806	3933365	+	ODDLKH_03824	57.4	5.5	PF00563.25|EAL, PF00990.26|GGDEF, PF03707.21|MHYT	PFAM:PF00563.25, PFAM:PF00990.26, PFAM:PF03707.21
contig_2	3958306	3958686	+	ODDLKH_03854	14.0	7.6		
contig_2	4090867	4091838	+	ODDLKH_03989	34.4	9.3		
contig_2	4100388	4100756	-	ODDLKH_03998	13.6	6.8		
contig_2	4111198	4112673	-	ODDLKH_04010	53.7	4.6	PF00448.28|SRP54, PF02881.24|SRP54_N, PF06414.18|Zeta_toxin	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF06414.18
contig_2	4113676	4114047	-	ODDLKH_04013	13.9	10.4		
contig_2	4118961	4119296	-	ODDLKH_04017	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_2	4176671	4176874	-	ODDLKH_04062	7.6	4.7		
contig_2	4178687	4178878	+	ODDLKH_04064	7.3	11.0		
contig_2	4323672	4324019	+	ODDLKH_04200	13.9	6.1	PF13708.11|DUF4942	PFAM:PF13708.11
contig_2	4325355	4325528	-	ODDLKH_04202	6.5	10.0		
contig_2	4371062	4371895	+	ODDLKH_04246	29.1	9.7	PF00892.27|EamA	PFAM:PF00892.27
contig_2	4388727	4388900	-	ODDLKH_04264	6.3	11.9		
contig_2	4519590	4519841	-	ODDLKH_04389	9.6	8.8		
contig_2	4543748	4545178	+	ODDLKH_04413	54.6	5.5		
contig_2	4548745	4549293	+	ODDLKH_04419	19.6	4.9		
contig_2	4578238	4578753	+	ODDLKH_04449	19.2	5.8		
contig_2	4621268	4621582	-	ODDLKH_04493	12.3	5.6	PF05336.19|rhaM	PFAM:PF05336.19
contig_2	4648016	4648366	-	ODDLKH_04520	13.0	5.7	PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF16867.11|DMSP_lyase	PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF16867.11
