# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	140299	141240	+	LNHIMF_00124		Ribosomal RNA small subunit methyltransferase H	SO:0001217, UniRef:UniRef50_P60390
contig_1	cds	141237	141602	+	LNHIMF_00125	ftsL	Cell division protein FtsL	SO:0001217, UniRef:UniRef50_Q7CR84
contig_1	cds	141618	143384	+	LNHIMF_00126	ftsI	peptidoglycan glycosyltransferase FtsI	BlastRules:WP_000642196, EC:3.4.16.4, SO:0001217, UniRef:UniRef50_P0AD68
contig_1	cds	143371	144858	+	LNHIMF_00127		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	SO:0001217, UniRef:UniRef50_Q8ZRU7
contig_1	cds	144855	146213	+	LNHIMF_00128		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	SO:0001217, UniRef:UniRef50_P11880
contig_1	cds	146207	147289	+	LNHIMF_00129		Phospho-N-acetylmuramoyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_P0A6W3
contig_1	cds	147292	148608	+	LNHIMF_00130		UDP-N-acetylmuramoylalanine--D-glutamate ligase	SO:0001217, UniRef:UniRef50_Q8ZRU4
contig_1	cds	148608	149852	+	LNHIMF_00131	ftsW	putative peptidoglycan glycosyltransferase FtsW	SO:0001217, UniRef:UniRef50_Q493Q2
contig_1	cds	149849	150916	+	LNHIMF_00132		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	SO:0001217, UniRef:UniRef50_Q8ZIE9
contig_1	cds	151035	152510	+	LNHIMF_00133		UDP-N-acetylmuramate--L-alanine ligase	SO:0001217, UniRef:UniRef50_P17952
contig_1	cds	152503	153423	+	LNHIMF_00134		D-alanine--D-alanine ligase B	SO:0001217, UniRef:UniRef50_P07862
contig_1	cds	153425	154255	+	LNHIMF_00135	ftsQ	Cell division protein FtsQ	SO:0001217, UniRef:UniRef50_P06136
contig_1	cds	154252	155514	+	LNHIMF_00136	ftsA	Cell division protein FtsA	SO:0001217, UniRef:UniRef50_P0ABH0
contig_1	ncRNA	155494	155584	+	LNHIMF_00137	PssrA	Plasmid-encoded Shigella sRNA A	RFAM:RF02797, SO:0000655
contig_1	cds	155576	156727	+	LNHIMF_00138	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_Q9ZAW3
contig_1	cds	156828	157745	+	LNHIMF_00139		UDP-3-O-acyl-N-acetylglucosamine deacetylase	SO:0001217, UniRef:UniRef50_Q6LMG1
contig_1	cds	158024	158521	+	LNHIMF_00140	secM	secA regulator SecM	BlastRules:WP_000014335, SO:0001217, UniRef:UniRef50_A6T4P0
contig_1	cds	158583	161288	+	LNHIMF_00141	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_P10408
contig_1	ncRNA	161358	161425	+	LNHIMF_00142	STnc40	Salmonella enterica sRNA STnc40	RFAM:RF02057, SO:0000655
contig_1	cds	161440	161835	+	LNHIMF_00143		8-oxo-dGTP diphosphatase	SO:0001217, UniRef:UniRef50_P08337
contig_1	cds	162150	162341	-	LNHIMF_00144	yacG	DNA gyrase inhibitor YacG	SO:0001217, UniRef:UniRef50_B2VD52
contig_1	cds	162351	163094	-	LNHIMF_00145	zapD	Cell division protein ZapD	SO:0001217, UniRef:UniRef50_P36680
contig_1	cds	163094	163714	-	LNHIMF_00146		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_P56186
contig_1	cds	163940	164983	+	LNHIMF_00147		GMP reductase	SO:0001217, UniRef:UniRef50_P59443
contig_1	cds	165014	166216	-	LNHIMF_00148	hofC	Protein transport protein HofC	SO:0001217, UniRef:UniRef50_A0A6I2I279
contig_1	cds	166206	167591	-	LNHIMF_00149		Bacterial type II secretion system protein E domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3FWD5
contig_1	cds	167601	168038	-	LNHIMF_00150		Prepilin peptidase-dependent protein D	SO:0001217, UniRef:UniRef50_P36647
contig_1	cds	168260	169153	-	LNHIMF_00151		nicotinate-nucleotide diphosphorylase (carboxylating)	SO:0001217, UniRef:UniRef50_A0A269PUV1
contig_1	cds	169241	169804	+	LNHIMF_00152	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	SO:0001217, UniRef:UniRef50_A0A2J5PP37
contig_1	cds	169801	170655	+	LNHIMF_00153		Membrane-bound sensory transducer in beta-lactamase regulation	SO:0001217, UniRef:UniRef50_A1JJL4
contig_1	cds	170747	171697	-	LNHIMF_00154		Alpha-L-arabinofuranosidase	SO:0001217, UniRef:UniRef50_A0A1B7JMZ2
contig_1	cds	171697	173103	-	LNHIMF_00155		GPH family transporter	SO:0001217, UniRef:UniRef50_A0A0E1GVZ2
contig_1	cds	173267	174637	-	LNHIMF_00156		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G3EUP7
contig_1	cds	175203	175967	+	LNHIMF_00157		Pyruvate dehydrogenase complex repressor	SO:0001217, UniRef:UniRef50_P0ACL9
contig_1	ncRNA	176011	176123	-	LNHIMF_00158	tp2	tp2	RFAM:RF02030, SO:0000655
contig_1	cds	176127	178790	+	LNHIMF_00159		Pyruvate dehydrogenase E1 component	SO:0001217, UniRef:UniRef50_A0A6H2F9S0
contig_1	cds	178805	180691	+	LNHIMF_00160		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	SO:0001217, UniRef:UniRef50_P06959
contig_1	cds	180891	182315	+	LNHIMF_00161		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_P0A9P0
contig_1	ncRNA	182342	182423	-	LNHIMF_00162	STnc50	Salmonella enterica sRNA STnc40	RFAM:RF02059, SO:0000655
contig_1	cds	182604	182888	+	LNHIMF_00163		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0T9T4Y7
contig_1	cds	182926	183717	-	LNHIMF_00164		DUF2950 domain-containing protein	SO:0001217, UniRef:UniRef50_C9XVS6
contig_1	cds	183730	185325	-	LNHIMF_00165		DUF3300 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A078LHZ5
contig_1	cds	185714	188311	+	LNHIMF_00166		Aconitate hydratase B	SO:0001217, UniRef:UniRef50_A0A2S5M6R7
contig_1	cds	188500	188862	+	LNHIMF_00167	yacL	UPF0231 protein YacL	SO:0001217, UniRef:UniRef50_P0A8E5
contig_1	cds	189096	190049	+	LNHIMF_00168		2-keto-3-deoxygluconate permease 1	BlastRules:WP_001022089, SO:0001217, UniRef:UniRef50_P65207
contig_1	cds	190046	191317	+	LNHIMF_00169		D-threonate kinase	BlastRules:WP_000782192, SO:0001217, UniRef:UniRef50_Q8ZRS5
contig_1	cds	191307	192290	+	LNHIMF_00170		D-threonate 4-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P58718
contig_1	cds	192300	193067	+	LNHIMF_00171		HTH deoR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3CK74
contig_1	cds	193097	193891	-	LNHIMF_00172		S-adenosylmethionine decarboxylase proenzyme	SO:0001217, UniRef:UniRef50_P0A7F6
contig_1	cds	193912	194772	-	LNHIMF_00173		Polyamine aminopropyltransferase	SO:0001217, UniRef:UniRef50_A0A376VY01
contig_1	cds	194879	195265	-	LNHIMF_00174		Chaperone lipoprotein YacC, putatively involved in protein secretion	SO:0001217, UniRef:UniRef50_E0SBM7
contig_1	cds	195428	197038	+	LNHIMF_00175	cueO	Multicopper oxidase CueO	SO:0001217, UniRef:UniRef50_P36649
contig_1	cds	197116	199506	-	LNHIMF_00176		Quinoprotein glucose dehydrogenase	SO:0001217, UniRef:UniRef50_A0A447QUM1
contig_1	cds	199712	200248	+	LNHIMF_00177		Hypoxanthine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_P18134
contig_1	cds	200306	200968	-	LNHIMF_00178		Carbonic anhydrase 2	SO:0001217, UniRef:UniRef50_P45148
contig_1	cds	201077	202003	+	LNHIMF_00179		ABC transporter ATP binding protein	SO:0001217, UniRef:UniRef50_A0A0W0U308
contig_1	cds	202000	202770	+	LNHIMF_00180	yadH	Inner membrane transport permease YadH	SO:0001217, UniRef:UniRef50_P0AFN6
contig_1	cds	202888	203964	-	LNHIMF_00181		Fimbriae	SO:0001217, UniRef:UniRef50_Q8ZRR7
contig_1	cds	203973	206531	-	LNHIMF_00182		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A5Z4YMN8
contig_1	cds	206546	207229	-	LNHIMF_00183	stiB	fimbrial biogenesis chaperone StiB	BlastRules:WP_001086408, SO:0001217, UniRef:UniRef50_Q8ZRR5
contig_1	cds	207277	207828	-	LNHIMF_00184		Fimbrial subunit	SO:0001217, UniRef:UniRef50_Q8ZRR4
contig_1	cds	208194	208634	+	LNHIMF_00185	yadI	Putative phosphotransferase enzyme IIA component YadI	SO:0001217, UniRef:UniRef50_P36881
contig_1	cds	208696	209925	+	LNHIMF_00186		Polysaccharide deacetylase domain protein	SO:0001217, UniRef:UniRef50_A0A379WZK3
contig_1	cds	209932	210312	-	LNHIMF_00187		Aspartate 1-decarboxylase	SO:0001217, UniRef:UniRef50_A0A376FKL2
contig_1	cds	210407	211261	-	LNHIMF_00188		Pantothenate synthetase	SO:0001217, UniRef:UniRef50_A0A143WS51
contig_1	cds	211387	212181	-	LNHIMF_00189		3-methyl-2-oxobutanoate hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_P31057
contig_1	cds	212303	213571	-	LNHIMF_00190		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A659S699
contig_1	cds	213593	214189	-	LNHIMF_00191	staF	Fimbrial protein StaF	SO:0001217, UniRef:UniRef50_A0A379QA97
contig_1	cds	214189	214797	-	LNHIMF_00192		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A379SE72
contig_1	cds	214812	215378	-	LNHIMF_00193		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A5W1VE69
contig_1	cds	215365	218031	-	LNHIMF_00194	htrE	Outer membrane usher protein HtrE	SO:0001217, UniRef:UniRef50_P33129
contig_1	cds	218031	218768	-	LNHIMF_00195	ecpD	Chaperone protein EcpD	SO:0001217, UniRef:UniRef50_A0A0D7LPL0
contig_1	cds	219034	219627	-	LNHIMF_00196		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A2P5GMF8
