# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_42	cds	9998	10399	+	IKCLMC_00075	196.0	7.0e-64	0.992	0.892	0.682	UniRef:UniRef50_A0A3P5DJ86
contig_42	cds	10410	11153	+	IKCLMC_00076	360.0	4.3e-125	0.996	0.904	0.764	UniRef:UniRef50_A0AAD1TYJ8
contig_42	cds	11204	11599	+	IKCLMC_00077	133.0	3.3e-39	1.0	0.923	0.573	UniRef:UniRef50_A0A632GFV8
contig_42	cds	11620	11934	+	IKCLMC_00078	115.0	5.4e-33	0.933	0.829	0.608	UniRef:UniRef50_Q8ZN06
contig_42	cds	11906	15001	+	IKCLMC_00079	1420.0	0.0	1.012	0.871	0.803	UniRef:UniRef50_A0A5Y1YAH0
contig_42	cds	15004	15333	+	IKCLMC_00080	221.0	7.0e-75	0.972	0.946	0.972	UniRef:UniRef50_Q8ZN08
contig_42	cds	15343	16041	+	IKCLMC_00081	480.0	3.4e-173	1.0	0.996	1.0	UniRef:UniRef50_Q8ZN09
contig_42	cds	16033	16638	-	IKCLMC_00082	-	-	-	-	-	-
contig_42	cds	16683	17330	+	IKCLMC_00083	327.0	2.9e-113	1.0	1.0	0.772	UniRef:UniRef50_A0A0H3JCT2
contig_42	cds	17344	17679	-	IKCLMC_00084	-	-	-	-	-	-
contig_43	cds	83	493	+	IKCLMC_00085	-	-	-	-	-	-
contig_43	cds	536	775	+	IKCLMC_00086	-	-	-	-	-	-
contig_43	cds	816	1100	+	IKCLMC_00087	193.0	5.7e-64	0.979	0.885	0.989	UniRef:UniRef50_A0A348D9N8
contig_43	cds	1078	2307	-	IKCLMC_00088	813.0	4.0e-298	0.978	0.855	1.0	UniRef:UniRef50_H6WRW7
contig_43	ncRNA	2438	3319	+	IKCLMC_00089	1004.5	9.5e-85	-	-	-	RFAM:RF02746
contig_43	cds	2804	3283	-	IKCLMC_00090	224.0	2.5e-74	1.031	1.0	0.738	UniRef:UniRef50_A9MGW7
contig_43	cds	3280	4236	-	IKCLMC_00091	408.0	1.4e-141	1.066	0.997	0.599	UniRef:UniRef50_D0ZSY7
contig_43	cds	4236	4886	-	IKCLMC_00092	341.0	1.9e-118	1.0	0.889	0.866	UniRef:UniRef50_P0AFX7
contig_43	cds	4918	5493	-	IKCLMC_00093	370.0	4.7e-133	1.0	1.0	1.0	BlastRules:WP_000003307
contig_43	cds	5918	7540	+	IKCLMC_00094	942.0	0.0	0.987	0.882	0.861	UniRef:UniRef50_P10902
contig_43	cds	7525	8262	-	IKCLMC_00095	500.0	8.6e-183	1.0	1.0	0.996	BlastRules:WP_000083343
contig_43	cds	8392	9726	+	IKCLMC_00096	744.0	2.0e-269	0.980	0.855	0.917	UniRef:UniRef50_P21507
contig_43	cds	9744	10643	-	IKCLMC_00097	449.0	8.9e-159	0.950	0.916	0.771	UniRef:UniRef50_P33634
contig_43	cds	10746	11333	+	IKCLMC_00098	364.0	1.9e-128	1.082	1.0	0.919	UniRef:UniRef50_Q8ZMX5
contig_43	cds	11395	11778	-	IKCLMC_00099	216.0	5.3e-72	0.969	0.809	0.886	UniRef:UniRef50_Q6D209
contig_43	cds	12097	12786	+	IKCLMC_00100	311.0	1.8e-106	0.952	0.886	0.670	UniRef:UniRef50_A1SUE5
contig_43	cds	12902	13939	-	IKCLMC_00101	603.0	4.8e-217	0.997	0.825	0.872	UniRef:UniRef50_P0AGJ5
contig_43	cds	14143	14562	+	IKCLMC_00102	283.0	9.9e-98	1.0	0.813	0.950	UniRef:UniRef50_A0A377A270
contig_43	cds	14635	15315	+	IKCLMC_00103	400.0	1.1e-143	1.0	0.974	0.881	BlastRules:WP_001300438
contig_43	cds	15369	18029	+	IKCLMC_00104	1739.0	0.0	1.0	1.0	1.0	BlastRules:WP_000082639
contig_43	cds	18144	19499	+	IKCLMC_00105	820.0	6.9e-300	0.993	0.928	0.895	UniRef:UniRef50_P23830
contig_43	cds	19544	19867	+	IKCLMC_00106	169.0	5.8e-54	1.0	0.922	0.701	UniRef:UniRef50_Q9I630
contig_43	cds	19864	21165	-	IKCLMC_00107	741.0	3.3e-270	0.882	0.960	0.997	UniRef:UniRef50_B2TYL0
contig_43	cds	21269	21724	-	IKCLMC_00108	157.0	1.8e-47	1.046	0.819	0.525	UniRef:UniRef50_A0A142YLP9
contig_44	cds	175	369	+	IKCLMC_00109	87.0	8.7e-23	0.984	0.840	0.603	UniRef:UniRef50_O68934
contig_44	cds	442	918	+	IKCLMC_00110	180.0	4.2e-57	0.981	0.994	0.568	UniRef:UniRef50_Q493L0
contig_44	cds	915	1382	-	IKCLMC_00111	327.0	1.8e-117	1.0	1.0	1.0	BlastRules:WP_000495848
contig_44	cds	1762	2073	+	IKCLMC_00112	162.0	2.3e-51	0.961	0.811	0.818	UniRef:UniRef50_Q2LQA2
contig_44	cds	2106	2735	+	IKCLMC_00113	324.0	1.2e-111	1.110	0.899	0.716	UniRef:UniRef50_P60438
contig_44	cds	2746	3351	+	IKCLMC_00114	360.0	1.9e-126	1.119	1.0	0.884	UniRef:UniRef50_P44345
contig_44	cds	3348	3650	+	IKCLMC_00115	131.0	3.3e-39	0.990	0.884	0.717	UniRef:UniRef50_A0KF23
contig_44	cds	3668	4489	+	IKCLMC_00116	295.0	2.7e-98	1.007	0.890	0.578	UniRef:UniRef50_Q9PLX4
contig_44	cds	4506	4784	+	IKCLMC_00117	132.0	4.0e-40	0.826	1.0	0.763	UniRef:UniRef50_A0A061NAJ4
contig_44	cds	4799	5131	+	IKCLMC_00118	202.0	6.5e-67	1.0	0.815	0.982	UniRef:UniRef50_P44360
contig_44	cds	5149	5850	+	IKCLMC_00119	285.0	6.4e-96	0.953	0.945	0.649	UniRef:UniRef50_Q97EI4
contig_44	cds	5863	6273	+	IKCLMC_00120	195.0	3.7e-63	1.199	1.0	0.687	UniRef:UniRef50_Q83ER9
contig_44	cds	6273	6464	+	IKCLMC_00121	89.7	6.8e-24	1.159	1.0	0.726	UniRef:UniRef50_Q8D204
contig_44	cds	6464	6718	+	IKCLMC_00122	146.0	8.9e-46	0.940	0.806	0.861	UniRef:UniRef50_Q83ER7
contig_44	cds	6882	7253	+	IKCLMC_00123	149.0	1.8e-45	0.943	0.835	0.638	UniRef:UniRef50_Q5SHP8
contig_44	cds	7264	7578	+	IKCLMC_00124	158.0	8.9e-50	0.990	0.904	0.757	UniRef:UniRef50_P60624
contig_44	cds	7593	8132	+	IKCLMC_00125	231.0	1.2e-76	0.994	0.989	0.624	UniRef:UniRef50_A0A9E1ZZ63
contig_44	cds	8147	8452	+	IKCLMC_00126	120.0	1.2e-34	1.0	0.828	0.614	UniRef:UniRef50_B4SKX6
contig_44	cds	8486	8878	+	IKCLMC_00127	201.0	2.5e-66	0.831	1.0	0.972	UniRef:UniRef50_A0A376KJZ0
contig_44	cds	8891	9424	+	IKCLMC_00128	326.0	3.3e-114	0.932	0.994	1.0	UniRef:UniRef50_A0A378AKB6
contig_44	cds	9434	9787	+	IKCLMC_00129	205.0	5.6e-68	0.974	0.832	0.991	UniRef:UniRef50_P44356
contig_44	cds	9802	10305	+	IKCLMC_00130	318.0	1.3e-110	0.994	0.814	1.0	UniRef:UniRef50_Q9HWF2
contig_44	cds	10309	10488	+	IKCLMC_00131	77.4	3.4e-19	0.966	0.891	0.667	UniRef:UniRef50_F7WZN2
contig_44	cds	10492	10926	+	IKCLMC_00132	147.0	5.2e-44	0.993	0.812	0.559	UniRef:UniRef50_Q9KP03
contig_44	cds	10934	12265	+	IKCLMC_00133	691.0	1.7e-249	0.995	0.955	0.785	UniRef:UniRef50_P57571
contig_44	cds	12297	12413	+	IKCLMC_00134	65.5	5.0e-15	1.0	0.826	0.763	UniRef:UniRef50_P20278
contig_44	ncRNA-region	12481	12592	+	-	101.5	5.3e-15	-	-	-	RFAM:RF00140
contig_44	cds	12560	12916	+	IKCLMC_00135	159.0	1.7e-49	0.966	0.820	0.675	UniRef:UniRef50_Q8DML1
contig_44	cds	12933	13322	+	IKCLMC_00136	182.0	1.1e-58	0.930	0.902	0.708	UniRef:UniRef50_A1SXW6
contig_44	cds	13356	13976	+	IKCLMC_00137	300.0	1.3e-103	0.816	1.0	0.946	UniRef:UniRef50_B8KWI6
contig_44	cds	14002	14991	+	IKCLMC_00138	566.0	9.6e-204	1.152	1.050	0.810	UniRef:UniRef50_Q9KP08
contig_44	cds	15032	15415	+	IKCLMC_00139	177.0	8.9e-57	0.929	0.837	0.763	UniRef:UniRef50_P44355
contig_44	cds	15523	15891	+	IKCLMC_00140	180.0	1.0e-57	0.992	0.834	0.678	UniRef:UniRef50_A0A3D0EHT8
contig_44	cds	15902	16327	+	IKCLMC_00141	258.0	4.5e-88	0.943	0.821	0.992	UniRef:UniRef50_P0ACS5
contig_44	cds	16385	16654	+	IKCLMC_00142	129.0	1.5e-38	1.022	0.843	0.736	UniRef:UniRef50_A8AQI6
contig_44	cds	16590	17003	-	IKCLMC_00143	254.0	1.5e-86	0.985	0.808	0.985	UniRef:UniRef50_P0A742
contig_44	cds	17145	18521	-	IKCLMC_00144	552.0	4.1e-193	1.0	0.856	0.616	UniRef:UniRef50_Q8EKR1
contig_44	cds	18543	19832	-	IKCLMC_00145	745.0	3.2e-270	1.0	0.850	0.839	UniRef:UniRef50_P36929
contig_44	cds	19884	20831	-	IKCLMC_00146	556.0	1.2e-199	1.0	0.838	0.879	UniRef:UniRef50_P23882
contig_44	cds	20847	21356	-	IKCLMC_00147	229.0	1.8e-75	1.006	0.850	0.694	UniRef:UniRef50_P57948
contig_44	cds	21488	22612	+	IKCLMC_00148	498.0	6.0e-175	0.928	0.803	0.723	UniRef:UniRef50_P30852
contig_44	cds	22584	23057	+	IKCLMC_00149	291.0	1.1e-100	0.994	0.881	0.917	UniRef:UniRef50_P0A828
contig_44	cds	23084	23626	+	IKCLMC_00150	246.0	7.1e-82	0.983	0.816	0.780	UniRef:UniRef50_P45771
contig_44	cds	23631	24203	+	IKCLMC_00151	294.0	1.6e-100	0.989	0.855	0.777	UniRef:UniRef50_P45748
contig_44	cds	24205	25026	+	IKCLMC_00152	307.0	2.6e-103	0.982	0.934	0.549	UniRef:UniRef50_A0A0X9VZD4
contig_44	cds	25023	25280	+	IKCLMC_00153	128.0	1.3e-38	1.0	0.895	0.694	UniRef:UniRef50_A0A8E1RUV6
contig_44	cds	25256	25684	-	IKCLMC_00154	176.0	4.9e-56	0.880	0.874	0.816	UniRef:UniRef50_A0A510UK64
contig_45	cds	886	1455	+	IKCLMC_00155	269.0	2.6e-91	0.968	0.989	0.738	UniRef:UniRef50_A0A379Q771
contig_45	cds	1614	1865	+	IKCLMC_00156	-	-	-	-	-	-
contig_45	cds	1862	2305	+	IKCLMC_00157	209.0	7.8e-69	1.0	1.0	0.626	UniRef:UniRef50_Q71TE1
contig_45	cds	2289	2894	+	IKCLMC_00158	253.0	2.7e-84	0.980	0.966	0.695	UniRef:UniRef50_A0A1B0V7G7
contig_45	cds	2896	4827	+	IKCLMC_00159	568.0	2.7e-194	1.056	0.999	0.539	UniRef:UniRef50_O21970
contig_45	cds	4824	5183	+	IKCLMC_00160	135.0	2.4e-40	1.0	0.930	0.731	UniRef:UniRef50_Q71TE4
contig_45	cds	5196	8192	+	IKCLMC_00161	1912.0	0.0	1.0	1.0	1.0	UniRef:UniRef50_A0A616RR52
contig_45	cds	8179	8472	+	IKCLMC_00162	134.0	1.7e-40	1.010	0.990	0.684	UniRef:UniRef50_A0A5Y3Q3P3
contig_45	cds	8502	9038	-	IKCLMC_00163	214.0	2.4e-69	0.989	0.822	0.648	UniRef:UniRef50_P25762
contig_45	cds	9215	9769	+	IKCLMC_00164	329.0	1.6e-114	0.995	0.839	0.836	UniRef:UniRef50_Q37875
contig_45	cds	9766	10020	+	IKCLMC_00165	131.0	5.2e-40	0.964	0.964	0.802	UniRef:UniRef50_A0A1B0V7H6
contig_45	cds	9998	10528	-	IKCLMC_00166	-	-	-	-	-	-
contig_45	cds	10525	11532	-	IKCLMC_00167	436.0	2.3e-152	1.018	1.0	0.695	UniRef:UniRef50_A0A5Y3Q0C6
contig_45	cds	11673	12689	-	IKCLMC_00168	-	-	-	-	-	-
contig_45	cds	12682	14352	-	IKCLMC_00169	999.0	0.0	1.002	0.960	0.910	UniRef:UniRef50_F4T6Z6
contig_45	cds	14470	16686	+	IKCLMC_00170	-	-	-	-	-	-
contig_45	cds	16628	21229	+	IKCLMC_00171	2507.0	0.0	0.997	0.942	0.833	UniRef:UniRef50_A0AAD2GRE9
contig_45	cds	21263	21703	+	IKCLMC_00172	264.0	2.2e-90	0.952	0.842	0.906	UniRef:UniRef50_F4T6Z4
contig_45	cds	22051	22203	+	IKCLMC_00173	-	-	-	-	-	-
contig_45	cds	22291	22452	+	IKCLMC_00174	-	-	-	-	-	-
contig_45	cds	22453	22698	+	IKCLMC_00175	169.0	4.7e-55	1.0	1.0	1.0	UniRef:UniRef50_A0A5Y3Q370
contig_45	cds	22702	23229	+	IKCLMC_00176	-	-	-	-	-	-
contig_45	cds	23368	23523	+	IKCLMC_00177	-	-	-	-	-	-
contig_45	cds	23483	24094	+	IKCLMC_00178	285.0	8.4e-97	0.936	0.864	0.711	UniRef:UniRef50_A0A6G5ZXN5
contig_45	cds	24091	24651	+	IKCLMC_00179	311.0	1.1e-107	0.962	0.833	0.788	UniRef:UniRef50_F4T6V7
contig_45	cds	24648	25307	+	IKCLMC_00180	284.0	3.4e-95	1.251	0.979	0.529	UniRef:UniRef50_P03772
contig_45	cds	25312	26025	+	IKCLMC_00181	370.0	3.1e-129	0.937	0.884	0.716	UniRef:UniRef50_A0A4P8SQT8
contig_45	cds	26104	26322	+	IKCLMC_00182	130.0	4.9e-40	1.0	0.960	0.819	UniRef:UniRef50_A0A3U7KFM2
contig_45	cds	26325	27587	+	IKCLMC_00183	811.0	8.4e-298	1.0	1.0	1.0	UniRef:UniRef50_A0A5Y3PZX7
contig_45	cds	27754	27894	+	IKCLMC_00184	-	-	-	-	-	-
contig_45	cds	27899	28171	+	IKCLMC_00185	177.0	8.9e-58	1.0	0.857	0.967	UniRef:UniRef50_A0A7M2QP49
contig_46	cds	1	423	+	IKCLMC_00186	233.0	4.5e-78	0.986	0.812	0.746	UniRef:UniRef50_A0A3P8J2G8
contig_46	cds	438	833	+	IKCLMC_00187	240.0	1.2e-81	0.962	0.940	0.944	UniRef:UniRef50_A0A7Z1QEU1
contig_46	cds	1120	2250	-	IKCLMC_00188	560.0	8.2e-200	1.0	0.952	0.785	UniRef:UniRef50_A0A379UPH6
contig_46	cds	2647	4626	+	IKCLMC_00189	920.0	0.0	0.988	0.931	0.677	UniRef:UniRef50_A0A4Q8QYS2
contig_46	cds	5258	5563	+	IKCLMC_00190	200.0	1.9e-66	0.990	0.877	0.960	UniRef:UniRef50_A0A3V5HBT5
contig_46	cds	5626	6228	+	IKCLMC_00191	317.0	2.1e-109	0.985	0.835	0.782	UniRef:UniRef50_A8AHQ1
contig_46	cds	6228	6434	+	IKCLMC_00192	95.5	4.8e-26	0.971	0.857	0.697	UniRef:UniRef50_A0A807LK32
contig_46	cds	6437	7078	+	IKCLMC_00193	347.0	5.7e-121	0.991	0.955	0.829	UniRef:UniRef50_H6WRY9
contig_46	cds	7211	8008	+	IKCLMC_00194	527.0	5.6e-190	1.0	0.855	0.977	UniRef:UniRef50_H6WRZ1
contig_46	cds	8141	8614	-	IKCLMC_00195	219.0	4.5e-72	1.0	0.897	0.701	UniRef:UniRef50_A0A5U7CPM3
contig_46	cds	9203	9391	+	IKCLMC_00196	116.0	1.5e-34	0.984	0.803	0.836	UniRef:UniRef50_A0A348DDS2
contig_46	ncRNA	9299	9395	+	IKCLMC_00197	112.4	1.9e-18	-	-	-	RFAM:RF01392
contig_46	cds	9545	9763	+	IKCLMC_00198	144.0	2.8e-45	1.0	0.867	1.0	UniRef:UniRef50_A0A5U3I4D7
contig_46	cds	9775	10314	-	IKCLMC_00199	364.0	3.2e-129	1.0	1.0	1.0	UniRef:UniRef50_A0A0F6B0A9
contig_46	cds	10492	10707	+	IKCLMC_00200	144.0	2.2e-45	1.0	0.807	1.0	UniRef:UniRef50_A0A658ICX7
contig_46	cds	10685	11173	+	IKCLMC_00201	210.0	1.8e-68	0.926	0.857	0.680	UniRef:UniRef50_A7MWB5
contig_46	cds	11158	11661	+	IKCLMC_00202	228.0	9.6e-76	0.958	0.930	0.769	UniRef:UniRef50_A0A5Y3VZZ0
contig_46	cds	11850	12251	-	IKCLMC_00203	166.0	2.3e-52	1.0	1.0	0.617	UniRef:UniRef50_UPI000BE620B4
contig_46	cds	12537	13082	+	IKCLMC_00204	236.0	3.3e-78	0.978	0.957	0.672	UniRef:UniRef50_B6XBA8
contig_46	cds	13054	14985	+	IKCLMC_00205	1132.0	0.0	0.998	0.998	0.841	UniRef:UniRef50_O64317
contig_46	cds	14969	15172	+	IKCLMC_00206	67.8	4.1e-15	1.0	0.893	0.522	UniRef:UniRef50_P68655
contig_46	cds	15130	16749	+	IKCLMC_00207	711.0	9.1e-255	0.959	0.981	0.673	UniRef:UniRef50_A0A1V2GIE8
contig_46	cds	16739	18235	+	IKCLMC_00208	549.0	2.8e-191	1.078	0.989	0.696	UniRef:UniRef50_A0A8B4V0G0
contig_46	cds	18248	18595	+	IKCLMC_00209	163.0	1.7e-51	0.991	0.870	0.719	UniRef:UniRef50_P36275
contig_46	cds	18650	19579	+	IKCLMC_00210	323.0	8.1e-109	1.0	0.975	0.550	UniRef:UniRef50_A0A1X3JKZ1
contig_46	cds	19735	20094	+	IKCLMC_00211	102.0	2.8e-27	1.092	1.0	0.508	UniRef:UniRef50_A0A5I2X0D2
contig_46	cds	20105	20488	+	IKCLMC_00212	251.0	3.8e-86	1.0	0.948	0.992	UniRef:UniRef50_Q8ZN00
contig_46	cds	20516	21094	+	IKCLMC_00213	277.0	5.5e-94	0.990	0.876	0.753	UniRef:UniRef50_O64325
contig_46	cds	21300	22067	+	IKCLMC_00214	-	-	-	-	-	-
contig_46	cds	22381	22782	+	IKCLMC_00215	196.0	7.0e-64	0.992	0.892	0.682	UniRef:UniRef50_A0A3P5DJ86
contig_46	cds	22793	23536	+	IKCLMC_00216	360.0	4.3e-125	0.996	0.904	0.764	UniRef:UniRef50_A0AAD1TYJ8
contig_46	cds	23587	23982	+	IKCLMC_00217	133.0	3.3e-39	1.0	0.923	0.573	UniRef:UniRef50_A0A632GFV8
contig_46	cds	24003	24317	+	IKCLMC_00218	115.0	5.4e-33	0.933	0.829	0.608	UniRef:UniRef50_Q8ZN06
